id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L11-0107,G-11-61-27,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,"Evaluacion de estanqueidad interna en camara doble de freno sellada: al aplicar 8.0 bar al puerto de freno de mano (resorte), se registra fuga interna masiva de 65 L/min que pasa a traves del sello central del vastago hacia la camara de servicio y escapa por la valvula rele R-14; rotura de reten labial de poliuretano del embolo intermediario.",TECNICO,PRUEBA_FUGA_INTERMEDIA,"fuga_interna_65l_min_a_camara_servicio, reten_labial_poliuretano_roto",falla_valvula_rele,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 fuga interna de 65 L/min entre camaras por reten roto
F10-L11-0108,G-11-61-28,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,Medicion de temperatura y degradacion termomecanica en conjunto de freno de tambor: con pirómetro infrarrojo calibrado se mide tambor trasero a 420°C y forros de friccion cristalizados con perdida de 6 mm de espesor; el vastago del Maxi-Brake tiene el perno de liberacion manual con rosca barrida a 18 Nm sin haber logrado desbloquear mecanicamente la precarga del resorte.,TECNICO,TERMOMETRIA_INFRARROJA_TAMBOR,"tambor_a_420c_cristalizado, perno_liberacion_rosca_barrida_18nm",caliper_mordaza_agarrotada,,NO,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado),SINTETICO_IA,L3 tambor a 420C perno rosca barrida a 18 Nm
F10-L11-0109,G-11-61-29,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,Comprobacion de esfuerzo de retencion de freno de estacionamiento en frenometro de rodillos para vehiculo pesado: rueda trasera derecha arroja 0 kN de fuerza de frenado estatico al activar perilla de parqueo (freno de mano); desmontaje de camara acusa resorte de potencia totalmente colapsado por corrosion salina con perdida de longitud libre de 85 mm (muelle sin tension elastica).,TECNICO,FRENOMETRO_RODILLOS_CAMION,"0kn_fuerza_freno_mano_frenometro, muelle_colapsado_85mm_sin_tension",falla_valvula_secador,,NO,SI,Válvula de freno de aire o secador APS obstruido (Camiones),SINTETICO_IA,L3 frenometro registra 0 kN resorte colapsado 85mm
F10-L11-0110,G-11-61-30,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,"Inspeccion de carrera de trabajo segun normativa CVSA en actuador T30: recorrido medido al aplicar 90 psi de servicio es de 72 mm, excediendo el limite de reajuste mandatorio de 50.8 mm (2.0 pulgadas); la leva S-cam sobrepaso el punto de maximo levantamiento quedando bloqueada en posicion abierta sin retorno por rotura de resorte de retroceso de zapatas.",TECNICO,MEDICION_CARRERA_CVSA,"carrera_72mm_excede_50_8mm_cvsa, leva_s_cam_sobrepasada_bloqueada",falla_linea_aire,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 carrera 72 mm excede limite CVSA leva S-cam volcada
F10-L11-0111,G-11-61-31,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,Analisis de presion de liberacion en banco de pruebas neumatico: la presion requerida para comprimir completamente el muelle de parqueo y liberar el vastago escala a 7.8 bar (especificacion nominal de liberacion completa 5.5 a 6.0 bar) debido a friccion severa producida por deformacion ovalada de 1.8 mm en el cilindro de aluminio tras impacto exterior.,TECNICO,BANCO_PRESION_LIBERACION,"presion_liberacion_7_8bar_vs_5_5bar, deformacion_cilindro_1_8mm",falla_secador_aps,,NO,SI,Válvula de freno de aire o secador APS obstruido (Camiones),SINTETICO_IA,L3 presion liberacion 7.8 bar vs 5.5 bar cilindro deformado
F10-L11-0112,G-11-61-32,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,Desarme de camara de freno de emergencia en jaula de seguridad certificada: al soltar lentamente la mordaza de prensado de 20 toneladas se constata plato de presion de acero forjado fisurado de lado a lado con desprendimiento de un fragmento de 35 gramos que tranco el embolo contra la carcasa interna.,TECNICO,JAULA_SEGURIDAD_DESARME,"plato_presion_fisurado_fragmento_35g, embolo_trancado_carcasa",falla_mecanica_puerta,,NO,NO,,SINTETICO_IA,L3 desarme en jaula plato de presion fisurado 35g
F10-L11-0113,G-11-61-33,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,"Diagnostico con software Knorr Neo Diagnostic en camion articulado registra anomalia por rueda que no gira al reiniciar marcha tras parada; manometro mecanico en puerto de liberacion de resorte marca 8.2 bar conformes, confirmando traba mecanica interna de actuador de resorte.",TECNICO,KNORR_NEO_DIAGNOSTIC,"rueda_no_gira_post_parada, puerto_resorte_8_2bar_ok, traba_mecanica_interna",falla_sensor_abs_rueda,,NO,NO,,SINTETICO_IA,L3 software Neo anomalia rueda arrastrada con 8.2 bar
F10-L11-0114,G-11-61-34,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,Metrologia de alineacion de vastago y horquilla: la horquilla de conexion al ajustador de holgura (slack adjuster) presenta un descentramiento angular de 18 grados por soporte de camara soldado torcido; el vastago trabaja cruzado con flexion lateral rozando contra el casquillo de teflon hasta desgastarlo y clavarse en el metal.,TECNICO,METROLOGIA_DESCENTRAMIENTO_HORQUILLA,"descentramiento_18_grados_soporte_torcido, flexion_lateral_vastago",falla_balatas_freno,,NO,NO,,SINTETICO_IA,L3 horquilla torcida 18 grados vastago clavado
F10-L11-0115,G-11-61-35,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,"Prueba de hermeticidad en valvula de retencion doble anti-compound (Anti-Compounding Circuit): al accionar freno de servicio con freno de estacionamiento aplicado simultaneamente, la valvula lanzadera no conmuta, provocando que la fuerza del diafragma de 9 kN se sume a la fuerza del resorte de 12 kN alcanzando sobrecarga de 21 kN que doblo la leva S-cam.",TECNICO,CIRCUITO_ANTI_COMPOUND,"falla_anti_compound_sobrecarga_21kn, leva_s_cam_doblada, suma_fuerzas",falla_valvula_pedal,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 falla anti-compound sobrecarga 21 kN dobla leva
F10-L11-0116,G-11-61-36,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,Inspeccion de tubo de respiradero de camara Maxi-Brake: filtro de ventilacion de goma tipo pico de pato (duckbill valve) se encuentra tapado con barro seco y arcilla compactada; el vacio generado en el interior de la camara durante el intento de retraccion del resorte frena el avance del plato compresor.,TECNICO,INSPECCION_VALVULA_DUCKBILL,"respiradero_duckbill_tapado_barro, vacio_interno_retiene_plato",falla_secador_aire,,NO,SI,Válvula de freno de aire o secador APS obstruido (Camiones),SINTETICO_IA,L3 respiradero duckbill tapado de barro retiene plato
F10-L11-0117,G-11-61-37,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,Comprobacion de esfuerzo de desbloqueo mecanico manual: perno caging bolt estandar de 3/4 pulgada roscado a fondo en la culata de la camara acusa torque de 180 Nm sin lograr comprimir el muelle (especificacion maxima de apriete manual 65 Nm) por espiras de resorte soldadas por corrosion galvanica severa.,TECNICO,TORQUIMETRO_CAGING_BOLT,"torque_caging_bolt_180nm_vs_65nm, espiras_soldadas_corrosion",falla_tambor_freno,,NO,NO,,SINTETICO_IA,L3 torque en caging bolt 180 Nm espiras soldadas
F10-L11-0118,G-11-61-38,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,"Medicion de presion de frenado dinamico con registrador de datos neumático: al ordenar liberacion de parqueo, la presion en camara salta a 8.0 bar en 0.2 segundos pero la carrera de retraccion del vastago se demora 18.5 segundos (especificacion OEM menor a 1.0 s) por lodo aceitoso gomoso que frena el embolo de liberacion.",TECNICO,DATALOGGER_PRESION_DINAMICA,"presion_8_0bar_en_0_2s, retraccion_demora_18_5s_vs_1s, lodo_embolo",falla_valvula_rele,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 retraccion demora 18.5s vs 1s lodo en embolo
F10-L11-0119,G-11-61-39,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,Evaluacion en banco de pruebas de resortes de potencia: ensayo de compresion uniaxial en prensa dinamometrica arroja constante elastica k=145 N/mm (nominal de fabrica 210 N/mm); perdida de rigidez elastica del 31% por fatiga de ciclos termicos tras sobrecalentamiento de freno a 500°C.,TECNICO,PRENSA_DINAMOMETRICA_RESORTE,"constante_elastica_145n_mm_vs_210n_mm, perdida_rigidez_31porciento",caliper_hidraulico_caliente,,NO,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado),SINTETICO_IA,L3 constante elastica reducida 31% tras recalentamiento
F10-L11-0120,G-11-61-40,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,Desarme de camara de freno sellada tras incendio parcial de rueda: diafragma de goma nitrilo de estacionamiento totalmente carbonizado y vulcanizado contra la placa metalica; resorte de acumulacion destemplado con perdida de temple metalurgico que no ejerce fuerza de retencion.,TECNICO,INSPECCION_POST_INCENDIO,"diafragma_carbonizado_pegado, resorte_destemplado_sin_fuerza",falla_manguera_freno,,NO,NO,,SINTETICO_IA,L3 diafragma carbonizado y resorte destemplado
