id,id_grupo,texto_usuario,clase_objetivo,pred_c1,correct_c1,in_top3_c1,conf_c1,macro_sistema,pred_macro_fix,macro_correct
F10-L07-0237,G39-L3-12,"El cliente reclama que el vehículo no permite seleccionar ninguna marcha permaneciendo el indicador de tablero en 'N' parpadeante. Se comprobó que el interruptor de freno de doble circuito montado en la pedalera tiene el contacto secundario abierto (línea de datos del robot no recibe confirmación de freno pisado), bloqueando la orden de inserción de 1ra por enclavamiento de seguridad.",Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),Fuga hidraulica o aire en el sistema de frenos,0,True,0.5154,TRANSMISION,FRENOS,0
F10-L07-0266,G40-L3-01,Toyota Hilux 1GD con transmisión manual de 6 marchas ingresa por ruido estridente en la zona de la campana. En ralentí con vehículo detenido en punto muerto y pedal de embrague suelto el motor opera en silencio a 48 dBA. En el instante exacto en que el conductor apoya el pie en el pedal con 50 N de carga el nivel sonoro se dispara a 82 dBA con un chillido metálico agudo de 3.4 kHz característico de rodamiento seco; al pisar el pedal a fondo el ruido se intensifica y transmite vibración de alta frecuencia a la suela del zapato. Al soltar nuevamente el pedal a neutro el ruido desaparece de inmediato descartando rodamientos de la caja de cambios.,Desgaste en collarin de empuje o crapodina de embrague,Desgaste en collarin de empuje o crapodina de embrague,1,True,0.5409,TRANSMISION,TRANSMISION,1
F10-L07-0275,G40-L3-10,"Buenas tardes, en mi Renault Duster se siente una vibración áspera en el pedal cada vez que piso el embrague para cambiar de marcha y suena un grillo agudo. El disco no patina nada en subida y los cambios entran suaves, solo es ese chillido desagradable que se prende únicamente mientras mantengo el pedal pisado.",Desgaste en collarin de empuje o crapodina de embrague,Disco de embrague desgastado o patinando,0,True,0.7445,TRANSMISION,TRANSMISION,1
F10-L07-0277,G40-L3-12,Ensayo en banco de pruebas acústico: al aplicar 350 N de carga axial sobre el collarín girando a 2500 rpm el nivel de presión sonora alcanza 88 dBA con espectro armónico centrado en 4.2 kHz; al retirar la carga axial a 0 N girando a las mismas revoluciones el nivel sonoro decae instantáneamente a 42 dBA (ruido de fondo normal).,Desgaste en collarin de empuje o crapodina de embrague,Desgaste en collarin de empuje o crapodina de embrague,1,True,0.3004,TRANSMISION,MOTOR,0
F10-L07-0306,G41-L3-01,"En un Toyota Yaris con transmisión manual de 5 velocidades se manifiesta un ruido áspero de rodadura en neutro con el motor encendido a 750 rpm de ralentí. Al aplicar el pedal de embrague hasta el fondo, tras 1.2 segundos el eje primario se detiene por inercia y el ruido desaparece al 100% dejando el motor en silencio total. Al soltar nuevamente el pedal en neutro el ruido reaparece de inmediato. Con estetoscopio colocado en la carcasa frontal de la caja junto a la campana se miden 76 dB en neutro que caen a 44 dB al desembragar. Se desmontó la caja encontrándose el rodamiento de bolas del eje primario (referencia 6205) con la pista de rodadura picada con desprendimiento de material de 3 mm.",Rodajes de transmision manual o eje primario gastados,Rodajes de transmision manual o eje primario gastados,1,True,0.9721,TRANSMISION,TRANSMISION,1
F10-L07-0315,G41-L3-10,"Buenas tardes maestro, tengo un Gol 1.6. Cuando el carro está prendido en neutro suena un siseo constante shhh-shhh en el motor que parece de faja. Le sacamos las fajas de accesorios y seguía sonando igualito; pero al pisar el embrague el siseo se apaga al segundo exacto. Los cambios entran perfectos y no rascan.",Rodajes de transmision manual o eje primario gastados,Rodajes de transmision manual o eje primario gastados,1,True,0.8249,TRANSMISION,TRANSMISION,1
F10-L07-0317,G41-L3-12,Prueba de calado acústico en taller: con vehículo detenido y motor a 2000 rpm en neutro el nivel sonoro en habitáculo es de 68 dBA con pedal suelto; al desembragar cae a 52 dBA. Al realizar la prueba en marcha rodando a 50 km/h en neutro el ruido se mantiene al embragar y se extingue al desembragar demostrando que el ruido depende del giro del primario y no de las ruedas.,Rodajes de transmision manual o eje primario gastados,Rodajes de transmision manual o eje primario gastados,1,True,0.9507,TRANSMISION,TRANSMISION,1
F10-L08-0026,G42-L3-01,Evaluación de suspensión en banco dinamométrico de vibraciones (método Eusama): el amortiguador delantero izquierdo registra una eficacia de adherencia de solo 24% con desequilibrio del 52% respecto al derecho (76%). Inspección visual constata vástago cromado rayado longitudinalmente con fuga activa de aceite hidráulico SAE 5W impregnando el resorte helicoidal. Al descender del banco de prueba y circular sobre resaltos a 25 km/h la carrocería experimenta 4 oscilaciones verticales antes de estabilizarse.,Amortiguadores reventados o bujes de suspension gastados,Amortiguadores reventados o bujes de suspension gastados,1,True,0.9918,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0035,G42-L3-10,Inspección de bujes de brazo oscilante trasero en suspensión multibrazo independiente: fisura completa del buje de control de convergencia con holgura angular de 4 grados; bajo frenadas moderadas a 80 km/h la geometría del eje trasero varía dinámicamente induciendo una guiñada lateral de 12 cm sin que exista bloqueo de ruedas ni código ABS.,Amortiguadores reventados o bujes de suspension gastados,Limpiaparabrisas o motor pluma quemado,0,True,0.3713,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0037,G42-L3-12,Ensayo en banco de rigidez elastomérica: bujes de horquilla delantera con módulo de elasticidad degradado en un 65% debido a contaminación por aceite de motor fugado del retén de cigüeñal. El caucho natural hinchado perdió su capacidad de centrado permitiendo que la horquilla golpee contra el chasis en aceleraciones bruscas desde cero.,Amortiguadores reventados o bujes de suspension gastados,Amortiguadores reventados o bujes de suspension gastados,1,True,0.2224,SUSPENSION_CHASIS,MOTOR,0
F10-L08-0066,G43-L3-01,Inspección técnica de semieje delantero derecho en vehículo de tracción delantera: guardapolvo exterior de termoplástico desgarrado con fuga radial de grasa de bisulfuro de molibdeno salpicada en la cara interior de la llanta. En prueba dinámica en circuito cerrado realizando virajes en círculo cerrado a la izquierda con radio de 5.5 metros a 15 km/h bajo par motor de 120 Nm se registra un golpeteo metálico rítmico de 84 dBA a frecuencia de 4.8 Hz (frecuencia de paso de las 6 bolas sobre la pista ranurada). Con la dirección en línea recta y rodando a la misma velocidad el nivel sonoro decae a 46 dBA descartando rodamiento de maza.,Juntas homocineticas o palieres danados,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),0,True,0.4404,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0075,G43-L3-10,Evaluación de holgura circunferencial en banco de torsión: el semieje delantero derecho registra un juego angular libre de 18.5 grados entre la entrada del tulipán y la maza de rueda (especificación máxima 3.0 grados). Al realizar ensayos de aceleración y desaceleración rápida en 1ra marcha se genera un impacto acústico seco de 88 dBA perceptible en la palanca de cambios.,Juntas homocineticas o palieres danados,Juntas homocineticas o palieres danados,1,True,0.74,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0077,G43-L3-12,Sustitución de semieje completo tras fractura por corte del eje estriado de la homocinética exterior: la rotura ocurrió exactamente en el entalle de fijación de la tuerca de maza debido a fatiga por microfisuras originadas por torque excesivo de apriete (420 Nm vs especificado 220 Nm) en un cambio de rodamiento previo.,Juntas homocineticas o palieres danados,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),0,True,0.8166,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0106,G44-L3-01,Diagnóstico de vibración en banco de balanceo dinámico computarizado: rueda delantera derecha registra desbalance dinámico de 45 gramos en el plano exterior y 25 gramos en el plano interior a 850 rpm (simulando 100 km/h). Al colocar contrapesos de zinc de 45 g y 25 g el desbalance residual se reduce a 0 gramos. En prueba de pista a 100 km/h la vibración del volante disminuye de una amplitud de aceleración RMS de 3.8 m/s2 a 0.2 m/s2. Se descartan discos alabeados dado que al frenar no existe modulación de presión hidráulica ni pulsación.,Llantas desbalanceadas o desalineadas,Llantas desbalanceadas o desalineadas,1,True,0.9673,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0115,G44-L3-10,"Sonometría diferencial de rumorosidad de rodadura: el habitáculo registra 74 dBA a 90 km/h con modulación cíclica de 7 Hz debida a desgaste en facetas poligonales (cupping) en los neumáticos traseros provocado por rodar 40,000 km sin rotación. Al rotar las ruedas a llantas de prueba lisas nuevas el nivel sonoro decae a 58 dBA descartando daño en rodamientos de maza.",Llantas desbalanceadas o desalineadas,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),0,True,0.7965,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0117,G44-L3-12,Comprobación de alineación de dirección tras sustitución de terminales: convergencia delantera descalibrada a +1°12' (exceso de convergencia cerrada de 12 mm en regla métrica). El vehículo presenta una dirección hipersensible en curvas y chirrido continuo de neumáticos en giros a baja velocidad (20 km/h) sobre asfalto pulido de estacionamiento.,Llantas desbalanceadas o desalineadas,Cremallera de direccion asistida con holgura o fuga,0,True,0.5113,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0146,G45-L3-01,Diagnóstico de cremallera de dirección hidráulica en banco de presión: manómetro colocado en la línea de alta presión acusa caída de presión de trabajo de 105 bar nominales a 32 bar al solicitar tope de dirección hacia la izquierda. Al retirar los guardapolvos laterales de caucho se comprueba que el cilindro receptor interior almacena 350 ml de fluido hidráulico ATF Dexron III debido al desgaste por labio cuarteado del retén radial de teflón-NBR de 28 mm. La barra cremallera de acero rectificado presenta estrías superficiales de 0.15 mm que aceleran la pérdida.,Cremallera de direccion asistida con holgura o fuga,Cremallera de direccion asistida con holgura o fuga,1,True,0.9896,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0155,G45-L3-10,Inspección de cremallera asistida eléctrica de cremallera paralela (Belt-Drive EPS): la correa dentada sincrónica de transmisión entre el motor eléctrico y el husillo de bolas recirculantes se encuentra deshilachada con 8 dientes barridos; al solicitar giro rápido de volante se produce patinamiento con chirrido gomoso de 78 dBA y pérdida transitoria de servodirección sin fugas de fluidos.,Cremallera de direccion asistida con holgura o fuga,Cremallera de direccion asistida con holgura o fuga,1,True,0.9666,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0157,G45-L3-12,Medición de temperatura con termómetro infrarrojo en válvula distribuidora rotativa de cremallera hidráulica: tras 15 minutos de funcionamiento continuo alcanza 118°C debido a restricción hidráulica y fricción por teflones de sello quemados (temperatura normal de circuito 70°C); el aceite ATF se encuentra emulsionado y degradado con presencia de finas partículas metálicas de aluminio.,Cremallera de direccion asistida con holgura o fuga,Cremallera de direccion asistida con holgura o fuga,1,True,0.8361,SUSPENSION_CHASIS,TRANSMISION,0
F10-L08-0186,G46-L3-01,Análisis acústico con sonómetro integrador de precisión y FFT: en línea recta sobre asfalto liso a 80 km/h el habitáculo registra 78 dBA con pico de resonancia centrado en 385 Hz; al realizar un suave cambio de carril hacia la derecha (transfiriendo carga dinámica hacia el semieje y rueda delantera izquierda) el nivel sonoro asciende inmediatamente a 87 dBA (+9 dBA); al girar suavemente hacia la izquierda (descargando la rueda izquierda) el nivel sonoro decae drásticamente a 61 dBA. Se engranó neutro a 80 km/h con motor en ralentí manteniéndose el patrón sonoro inalterado descartando transmisión.,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),1,True,0.5399,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0195,G46-L3-10,Código de falla ABS DTC C0040 almacenado en memoria del calculador de frenos en rueda delantera derecha: flujo de datos del sensor de velocidad indica lectura oscilante errática a 80 km/h provocada por salto lateral y descentramiento de 0.28 mm en el rodamiento de maza picado que separa intermitentemente el anillo fónico magnético del sensor activo Hall.,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Falla en sensor de velocidad de rueda ABS,0,True,0.9798,SUSPENSION_CHASIS,FRENOS,0
F10-L08-0197,G46-L3-12,Vehículo presenta zumbido ensordecedor a 90 km/h que el conductor atribuía a la caja de cambios. Se colocaron 6 micrófonos inalámbricos en bancada de chasis: el canal en la mangueta delantera derecha registró 89 dBA a 90 km/h mientras el canal sobre la carcasa del diferencial registró 52 dBA; al presionar el embrague a 90 km/h en neutro el canal de mangueta mantuvo 89 dBA confirmando rodaje de rueda.,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Rodajes de caja mecanica o diferencial gastados,0,True,0.4357,SUSPENSION_CHASIS,TRANSMISION,0
F10-L09-0026,G47-L3-01,Diagnóstico de sistema de carga con osciloscopio automotriz en bornes de batería con motor a 2000 rpm: se observa señal de tensión rectificada con caída periódica profunda de una cresta trifásica con rizado alterno (AC ripple) de 850 mV pico a pico (tolerancia máxima OEM menor a 150 mV AC). En modo voltímetro DC la tensión promedio se sitúa en 12.85 V con luces bajas encendidas (especificación 13.80 V a 14.40 V). Se desmonta el alternador y se comprueba en banco que dos diodos zener de la rama negativa de la placa rectificadora están en circuito abierto.,Alternador defectuoso o placa de diodos quemada,Alternador defectuoso o placa de diodos quemada,1,True,0.7727,ELECTRICO,ELECTRICO,1
F10-L09-0035,G47-L3-10,Inspección de polea libre de alternador (OAP / decoupler): el embrague unidireccional interno de rodillos helicoidales se encuentra soldado en ambos sentidos de giro; al desacelerar bruscamente desde 4500 rpm el rotor del alternador transmite latigazos torsionales a la correa de accesorios provocando vibración de 12 mm en el tensor y chillido estridente sin patinamiento de embrague de tracción.,Alternador defectuoso o placa de diodos quemada,Alternador defectuoso o placa de diodos quemada,1,True,0.6857,ELECTRICO,TRANSMISION,0
F10-L09-0037,G47-L3-12,Verificación de alternador en vehículo diésel con bomba de vacío de frenos adosada al eje posterior del alternador: el retén de aceite del depresor de vacío se rompió inundando el bobinado del rotor y el colector de delgas con aceite de motor 15W-40 caliente; la mezcla de aceite y polvo de carbón generó un puente conductor entre delgas anulando el campo magnético y dejando la tensión en 12.0 V.,Alternador defectuoso o placa de diodos quemada,Falla en servofreno (booster) o linea de vacio,0,True,0.6966,ELECTRICO,ELECTRICO,1
F10-L09-0066,G48-L3-01,Evaluación de batería plomo-ácido de 12 V 60 Ah con probador de descarga con resistencia de carbón (carbon pile load tester): en circuito abierto tras 4 horas de reposo la batería registra 12.10 V (50% de carga). Al aplicar una corriente de descarga de 300 A (la mitad del CCA nominal de 600 A) durante 15 segundos la tensión cae bruscamente a 7.40 V (especificación mínima a 20°C debe superar los 9.60 V) con ebullición violenta en el tercer vaso. El alternador en ralentí entrega 14.25 V estables con 25 A de salida descartando falla de carga.,Bateria descargada o bornes sulfatados,Bateria descargada o bornes sulfatados,1,True,0.4062,ELECTRICO,ELECTRICO,1
F10-L09-0075,G48-L3-10,Inspección de caja plástica de batería: fisura por fatiga de 4 cm en la base inferior del contenedor de polipropileno con fuga lenta de ácido sulfúrico hacia la bandeja de soporte; la densidad del vaso afectado cayó a 1.05 g/cm3 dejando la batería con solo 5 celdas operativas (10.2 V totales en circuito abierto).,Bateria descargada o bornes sulfatados,Bateria descargada o bornes sulfatados,1,True,0.5148,ELECTRICO,ELECTRICO,1
F10-L09-0077,G48-L3-12,Prueba de aceptación de carga (Charge Acceptance Test según norma EN 50342): tras descargar la batería al 50% y conectarla a fuente estabilizada de 14.40 V a 25°C la corriente absorbida es de apenas 1.4 A (especificación mínima superior a 12 A) por pasivación de sulfato de plomo en placas negativas.,Bateria descargada o bornes sulfatados,Fuga parasita de corriente en reposo (consumo nocturno de bateria),0,True,0.5348,ELECTRICO,ELECTRICO,1
F10-L09-0106,G49-L3-01,Diagnóstico de batería de tracción NiMH de 201.6 V nominales (28 módulos de 7.2 V en serie) con software Techstream en vehículo híbrido: código de falla DTC P0A80 activo permanente. En prueba de esfuerzo en carretera bajo aceleración a plena carga en subida pronunciada el flujo de datos del BMS (Battery Smart Unit) revela un delta de tensión entre bloques (Delta Cell Block Voltage) de 1.85 V (bloque 6 cae a 13.12 V mientras el bloque 12 se mantiene en 14.97 V; especificación máxima tolerada menor a 0.25 V). La resistencia interna calculada del bloque 6 es de 0.052 ohmios (tres veces superior a la nominal). El ventilador de refrigeración opera sin obstrucciones a 3800 rpm descartando falla térmica.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),1,True,0.9149,ELECTRICO,ELECTRICO,1
F10-L09-0115,G49-L3-10,Inspección de barra colectora de cobre (busbar) y tuercas de terminales de batería híbrida tras desmonte en entorno seguro con guantes dieléctricos Clase 0 (1000 V): corrosión galvánica severa de sulfato de cobre en 8 tuercas con resistencia de contacto de 0.85 ohmios en el puente entre módulo 14 y 15; esto induce una caída óhmica de 17.0 V al circular 20 A simulando caída de módulo en el BMS.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),1,True,0.6284,ELECTRICO,ELECTRICO,1
F10-L09-0117,G49-L3-12,"Prueba de capacidad en descarga con analizador computarizado de 28 canales independientes en batería híbrida: 6 de los 28 módulos entregan una capacidad acumulada menor a 1800 mAh (especificación nominal 6500 mAh; pérdida de capacidad del 72%); los 22 módulos restantes promedian 4800 mAh, generando desbalance térmico y corte por baja tensión.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),Foco o falla en sistema de refrigeracion de bateria/inversor (EV),0,True,0.4084,ELECTRICO,ELECTRICO,1
F10-L09-0146,G-09-50-26,"Inspeccion tecnica en taller EV: medicion de aislamiento con megohmetro a 500V DC entre devanados de fase del motor electrico y chasis registra 0.15 Megaohmios, valor inferior a norma OEM (minimo 2 Megaohmios). Cortocircuito a masa en estator con DTC P0AA6.",Fallo en inversor de corriente IGBT o motor electrico (EV),Fallo en inversor de corriente IGBT o motor electrico (EV),1,True,0.9633,ELECTRICO,ELECTRICO,1
F10-L09-0155,G-09-50-35,"Prueba con miliohmetro Kelvin de cuatro hilos en bornes de estator del motor EV: medicion de resistencia balanceada a 38 miliohmios por fase, sin embargo prueba de descarga inductiva revela cortocircuito entre espiras en fase W, generando zumbido magnetico asimetrico.",Fallo en inversor de corriente IGBT o motor electrico (EV),Fallo en inversor de corriente IGBT o motor electrico (EV),1,True,0.4826,ELECTRICO,ELECTRICO,1
F10-L09-0157,G-09-50-37,"Lectura de parametros de MCU en banco dinamometrico: senal PWM de excitacion a compuertas de potencia presenta tiempo de subida distorsionado superior a 800 nanosegundos en modulo IGBT superior de fase W, generando saturacion termica y proteccion de sobrecorriente.",Fallo en inversor de corriente IGBT o motor electrico (EV),Fallo en inversor de corriente IGBT o motor electrico (EV),1,True,0.5733,ELECTRICO,ELECTRICO,1
F10-L09-0186,G-09-51-26,"Diagnostico de sistema termico en taller especializado: escaneo OBD arroja DTC P0A93 (Inverter Cooling System Performance). Con ignicion en ON, la bomba de refrigerante del inversor consume 0.0A por circuito abierto en inducido; temperatura de refrigerante de inversor alcanza 88°C con motor termico frio a 35°C.",Foco o falla en sistema de refrigeracion de bateria/inversor (EV),Foco o falla en sistema de refrigeracion de bateria/inversor (EV),1,True,0.8678,ELECTRICO,ELECTRICO,1
F10-L09-0195,G-09-51-35,Diagnostico con escaner automotriz en bus hibrido: DTC P0A93 confirmado en historial de fallas; parametros congelados registran temperatura de inversor a 108°C a 2100 RPM con radiador de inversor completamente frio por descebado de bomba y cavitacion en circuito cerrado.,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),Foco o falla en sistema de refrigeracion de bateria/inversor (EV),1,True,0.5275,ELECTRICO,ELECTRICO,1
F10-L09-0197,G-09-51-37,"Analisis de telemetria termica de pack de litio: la resistencia interna de las celdas esta pareja a 1.2 miliohmios (bateria en optimo estado quimico), pero ante demanda continua de 120A la temperatura sube sin disiparse a razon de 1.8°C/min por radiador de refrigeracion auxiliar obstruido con insectos.",Foco o falla en sistema de refrigeracion de bateria/inversor (EV),Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),0,True,0.5777,ELECTRICO,ELECTRICO,1
F10-L09-0226,G-09-52-26,"Diagnostico de condicion NO-CRANK en taller automotriz: bateria en reposo marca 12.65V. Al accionar llave a START, se miden 12.2V en borne de control Terminal 50 del solenoide, pero en borne de salida Terminal M hacia carbones hay 0.0V con caida de tension de 12.1V entre contactos principales del solenoide por pletina interna fogueada.",Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),1,True,0.643,ELECTRICO,ELECTRICO,1
F10-L09-0235,G-09-52-35,Ensayo de rotor trabado en vehiculo: al girar la llave a start se escucha un 'clac' sordo y la tension de bateria se desploma bruscamente de 12.6V a 7.2V con corriente instantanea de 480A sin rotacion de ciguenal; bujes de bronce sinterizado del arrancador desalineados produciendo rozamiento y bloqueo mecanico de inducido contra piezas polares.,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Bateria descargada o bornes sulfatados,0,True,0.5634,ELECTRICO,ELECTRICO,1
F10-L09-0237,G-09-52-37,Medicion con osciloscopio automotriz en linea de corriente de arranque: rampa de corriente muestra ausencia de ondulacion caracteristica de compresion de cilindros; consumo constante de solo 11A atribuible unicamente al solenoide sin conexion de la bobina de serie del motor de campo.,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),1,True,0.6879,ELECTRICO,ELECTRICO,1
F10-L09-0266,G-09-53-26,Diagnostico de consumo parasito en reposo en taller: medicion con pinza amperimetrica DC de baja corriente en borne negativo tras 45 minutos de cierre y bloqueo con red CAN dormida registra 680 mA continuos (especificacion maxima OEM: 35 mA). Al extraer fusible F24 de 15A correspondiente a sistema de audio infotainment el consumo desciende a 22 mA.,Fuga parasita de corriente en reposo (consumo nocturno de bateria),Fuga parasita de corriente en reposo (consumo nocturno de bateria),1,True,0.9739,ELECTRICO,ELECTRICO,1
F10-L09-0275,G-09-53-35,Protocolo de busqueda de drenaje nocturno: corriente de reposo registrada de 920 mA con todas las cargas desconectadas. Al desconectar alternador (borne B+) la fuga se mantiene en 920 mA (descartando puente rectificador); al desconectar modulo de rastreo GPS satelital no original el consumo desciende a 25 mA.,Fuga parasita de corriente en reposo (consumo nocturno de bateria),Fuga parasita de corriente en reposo (consumo nocturno de bateria),1,True,0.9784,ELECTRICO,ELECTRICO,1
F10-L09-0277,G-09-53-37,"Medicion con registrador de datos de corriente (Datalogger) durante 8 horas de estacionamiento: la corriente se mantiene constante entre 430 mA y 470 mA durante toda la madrugada, totalizando un consumo acumulado de 3.6 Ah que deja a la bateria de 45 Ah por debajo de su umbral de arranque en frio.",Fuga parasita de corriente en reposo (consumo nocturno de bateria),Fuga parasita de corriente en reposo (consumo nocturno de bateria),1,True,0.7006,ELECTRICO,ELECTRICO,1
F10-L10-0026,G-10-54-26,Conexion de manometros manifold en tomas de servicio R134a a 1500 rpm: linea de baja marca 12 psi (nominal 28-35 psi) y linea de alta marca 95 psi (nominal 180-220 psi). Temperatura en difusor central de 19.5°C con ambiente a 26°C. Lampara de luz ultravioleta revela traza fluorescente de contraste UV en el sello mecanico del eje del compresor confirmando microfuga.,Falla en compresor de aire acondicionado o fuga de gas R134a,Falla en compresor de aire acondicionado o fuga de gas R134a,1,True,0.8792,CLIMATIZACION,CLIMATIZACION,1
F10-L10-0035,G-10-54-35,"Verificacion en vehiculo hibrido/electrico con compresor scroll de alto voltaje trifasico (280V DC): DTC P0A1F registrado en modulo de climatizacion; medicion de resistencia de aislamiento con megohmetro a 500V entre bornes del compresor electrico y chasis mide 120 Megaohmios (aislamiento optimo), pero devanado trifasico U-V mide resistencia infinita por bobina abierta.",Falla en compresor de aire acondicionado o fuga de gas R134a,Falla en compresor de aire acondicionado o fuga de gas R134a,1,True,0.4997,CLIMATIZACION,ELECTRICO,0
F10-L10-0037,G-10-54-37,Carga completa de 480g de R1234yf realizada en estacion certificada: termometro en difusor marca 4.8°C durante 48 horas. Al quinto dia sube a 17°C y manometros marcan 20 psi estaticos; inspeccion con liquido detector ultravioleta localiza mancha brillante en el racor de la valvula de servicio Schrader de baja presion que no sellaba el obus.,Falla en compresor de aire acondicionado o fuga de gas R134a,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),0,False,0.5101,CLIMATIZACION,CARROCERIA_NEUMATICA,0
F10-L10-0066,G-10-55-26,"Diagnostico de sistema de cierre centralizado con osciloscopio automotriz: al pulsar el comando de bloqueo en la llave, se registra pulso de activacion de 12.4V y 250 ms en conector de puerta, pero la corriente consumida por el micromotor Mabuchi del actuador es de 0.0A por escobillas internas carbonizadas y colector abierto.",Falla electrica del cierre centralizado o actuador de puerta,Falla electrica del cierre centralizado o actuador de puerta,1,True,0.9818,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0075,G-10-55-35,"Inspeccion tecnica en vehiculo con cerraduras de doble bloqueo (Deadlock): el motor primario de cierre opera con normalidad, pero el motor secundario de bloqueo antirrobo permanece trabado electricamente con codigo B1335 en BCM, impidiendo abrir la puerta incluso tirando de la manija interior.",Falla electrica del cierre centralizado o actuador de puerta,Falla electrica del cierre centralizado o actuador de puerta,1,True,0.4009,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0077,G-10-55-37,"Medicion de corriente en reposo de actuador: tras bloquear el vehiculo y entrar la red CAN en modo sleep, el actuador de la tapa de combustible retiene 320 mA continuos por falla en el transistor de corte de salida de la fusiblera inteligente, descargando la bateria en 48 horas.",Falla electrica del cierre centralizado o actuador de puerta,Fuga parasita de corriente en reposo (consumo nocturno de bateria),0,False,0.9973,CARROCERIA_NEUMATICA,ELECTRICO,0
F10-L10-0106,G-10-56-26,"Evaluacion metrologica de alineacion de carroceria y cerradura: el perno cerradero (striker) del pilar B presenta un descentramiento vertical de 6.2 mm respecto al eje central de la traba de la chapa, provocando que la uña de doble enganche golpee la cabeza del perno y rebote sin cerrar; holgura en perno de bisagra superior medida en 1.8 mm.","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado",1,True,0.9927,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0115,G-10-56-35,"Verificacion de geometria de cerradura: el striker presenta surco de desgaste mecanico de 2.2 mm de profundidad producido por roce continuo durante 80,000 km; el trinquete de retencion se desliza fuera del surco en curvas fuertes a la izquierda, abriendose la puerta en primer seguro.","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado",1,True,0.9646,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0117,G-10-56-37,Desarme de conjunto cerradura en camioneta: uña de retencion principal recubierta de goma plastisol presenta desprendimiento del elastomero; el juego radial metal con metal de 3.5 mm provoca cascabeleo sordo en el pilar B a 60 km/h sobre asfalto rugoso con puerta firmemente asegurada.,"Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado",1,True,0.69,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0146,G-10-57-26,Diagnostico de consumo de corriente en motor alzacristales: pinza amperimetrica acopla en cable de alimentacion registra 22.5 Amperios sostenidos al pulsar comando de subida (nominal 4.5A a 7.0A en subida y 12A maximo en tope mecanico). Cristal bloqueado por guaya de acero enrollada de forma asimetrica en el tambor de traccion con tres espiras cruzadas.,Elevalunas electrico o guaya de alzacristales rota o trabada,Elevalunas electrico o guaya de alzacristales rota o trabada,1,True,0.9645,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0155,G-10-57-35,Inspeccion de aislamiento en arnes de puerta: cable de senal UP presenta aislamiento desgastado por roce con el filo de chapa del orificio de montaje; al presionar comando de subida el cable toca chapa chasis generando cortocircuito franco a masa y fundiendo fusible F22 de 30A.,Elevalunas electrico o guaya de alzacristales rota o trabada,Falla electrica del cierre centralizado o actuador de puerta,0,True,0.5969,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
