fila_base,familia_sha256,particion
1523,9c4d4021670f811ea85377bc8498a27e204d7ef4818cf14e871ff25d3328891c,desarrollo
1524,9c4d4021670f811ea85377bc8498a27e204d7ef4818cf14e871ff25d3328891c,desarrollo
1525,9378777ff7b39701cfb5e2cab213e4b150e7b2a63758a4628288fe8e940d04a9,desarrollo
1526,9c4d4021670f811ea85377bc8498a27e204d7ef4818cf14e871ff25d3328891c,desarrollo
1527,9c4d4021670f811ea85377bc8498a27e204d7ef4818cf14e871ff25d3328891c,desarrollo
1528,9c4d4021670f811ea85377bc8498a27e204d7ef4818cf14e871ff25d3328891c,desarrollo
1529,9c4d4021670f811ea85377bc8498a27e204d7ef4818cf14e871ff25d3328891c,desarrollo
1530,95f83f1df00617f75cb45d8fb7c637bd68f821fd05f7c412c6ceed7df365970c,desarrollo
1531,16f36293a9a03626636d11080d2e8bfbf8df3d4b5cb7d92b5a4c67a86acd1147,holdout
1532,95f83f1df00617f75cb45d8fb7c637bd68f821fd05f7c412c6ceed7df365970c,desarrollo
1533,95f83f1df00617f75cb45d8fb7c637bd68f821fd05f7c412c6ceed7df365970c,desarrollo
1534,95f83f1df00617f75cb45d8fb7c637bd68f821fd05f7c412c6ceed7df365970c,desarrollo
1535,95f83f1df00617f75cb45d8fb7c637bd68f821fd05f7c412c6ceed7df365970c,desarrollo
1536,cacc699706d0e2fe76ff5a14e8d62a0d2a26516f38e4a2613780d1a8d1e3b06e,desarrollo
1537,95f83f1df00617f75cb45d8fb7c637bd68f821fd05f7c412c6ceed7df365970c,desarrollo
1538,95f83f1df00617f75cb45d8fb7c637bd68f821fd05f7c412c6ceed7df365970c,desarrollo
1539,95f83f1df00617f75cb45d8fb7c637bd68f821fd05f7c412c6ceed7df365970c,desarrollo
1540,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
1541,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
1542,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
1543,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
1544,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
1545,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
1546,5eb58199bab7d9ed3fe0b25c5adc04cd5a04826bf459a1e6d9113695a61e0ff2,holdout
1547,0f0cd742d321303e9450b34f88fb1afcb609eceb4583f2c87868d7f2dc9f6136,desarrollo
1548,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
1549,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
1550,853c9bfcd1e1b6ad802232b251ae52b299751477e91a65a93913ac4927b716fb,desarrollo
1551,4af9d7e764c62adf5be78a9806bdc9a9746876d99e42f330cdf4dc51d4c2a2bc,holdout
1552,853c9bfcd1e1b6ad802232b251ae52b299751477e91a65a93913ac4927b716fb,desarrollo
1553,853c9bfcd1e1b6ad802232b251ae52b299751477e91a65a93913ac4927b716fb,desarrollo
1554,853c9bfcd1e1b6ad802232b251ae52b299751477e91a65a93913ac4927b716fb,desarrollo
1555,853c9bfcd1e1b6ad802232b251ae52b299751477e91a65a93913ac4927b716fb,desarrollo
1556,853c9bfcd1e1b6ad802232b251ae52b299751477e91a65a93913ac4927b716fb,desarrollo
1557,9b12126045a3490c5c354f307e16471a56743d1666a0b9356a4348065724b5c5,desarrollo
1558,853c9bfcd1e1b6ad802232b251ae52b299751477e91a65a93913ac4927b716fb,desarrollo
1559,853c9bfcd1e1b6ad802232b251ae52b299751477e91a65a93913ac4927b716fb,desarrollo
1560,853c9bfcd1e1b6ad802232b251ae52b299751477e91a65a93913ac4927b716fb,desarrollo
1561,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
1562,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
1563,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
1564,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
1565,8b4644acfb3587b77f9b2484e79c15a9f4abaddec60bf4cb423067d2ad4d2b43,desarrollo
1566,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
1567,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
1568,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
1569,8463d0fe97bdadea434b67a9537961f5476d6024007ed348ec81645c30def06f,desarrollo
1570,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
1571,975e1e2709e29579791dda1d28391a58051c81c4205dc6ef88a0252c8f82a6d1,desarrollo
1572,975e1e2709e29579791dda1d28391a58051c81c4205dc6ef88a0252c8f82a6d1,desarrollo
1573,83af852d6e964b87c50f1ecc251daec5ff2f68a2ea9d069147990f41c58c574f,desarrollo
1574,975e1e2709e29579791dda1d28391a58051c81c4205dc6ef88a0252c8f82a6d1,desarrollo
1575,614a7b593cc6ce12f36add11bc8e53b39cb3f3fdf4c3abf4b0478bde2d4dc88f,holdout
1576,975e1e2709e29579791dda1d28391a58051c81c4205dc6ef88a0252c8f82a6d1,desarrollo
1577,975e1e2709e29579791dda1d28391a58051c81c4205dc6ef88a0252c8f82a6d1,desarrollo
1578,975e1e2709e29579791dda1d28391a58051c81c4205dc6ef88a0252c8f82a6d1,desarrollo
1579,975e1e2709e29579791dda1d28391a58051c81c4205dc6ef88a0252c8f82a6d1,desarrollo
1580,975e1e2709e29579791dda1d28391a58051c81c4205dc6ef88a0252c8f82a6d1,desarrollo
1581,975e1e2709e29579791dda1d28391a58051c81c4205dc6ef88a0252c8f82a6d1,desarrollo
1582,2cb71ff74f2182e2cea954c31d6356ec2e5bc27ec38c2593df76e4c674554ab5,desarrollo
1583,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
1584,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
1585,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
1586,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
1587,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
1588,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
1589,22ad848b421d9aafac4c34ecd46578738d64ba8f974dbcb27d48f17bdfd6d474,desarrollo
1590,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
1591,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
1592,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
1593,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
1594,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
1595,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
1596,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
1597,cc08449e0cb2a79fb0ee87d51a8366292f84f3e013a9e90686dd80e662a944fe,holdout
1598,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
1599,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
1600,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
1601,821736366af688e2330709f74c91bafaf1fcb6a9a3e7af8cdde34c17f16d6b83,desarrollo
1602,45399aa327fa737ccf3f7a609acd18d72b4f6d1b850560220cfaecdcb20828c1,desarrollo
1603,45399aa327fa737ccf3f7a609acd18d72b4f6d1b850560220cfaecdcb20828c1,desarrollo
1604,56e3cab4cc3767d8480096d744630ce04c7b8383b7ac643e912fd6987df76af2,desarrollo
1605,45399aa327fa737ccf3f7a609acd18d72b4f6d1b850560220cfaecdcb20828c1,desarrollo
1606,45399aa327fa737ccf3f7a609acd18d72b4f6d1b850560220cfaecdcb20828c1,desarrollo
1607,45399aa327fa737ccf3f7a609acd18d72b4f6d1b850560220cfaecdcb20828c1,desarrollo
1608,45399aa327fa737ccf3f7a609acd18d72b4f6d1b850560220cfaecdcb20828c1,desarrollo
1609,45399aa327fa737ccf3f7a609acd18d72b4f6d1b850560220cfaecdcb20828c1,desarrollo
1610,45399aa327fa737ccf3f7a609acd18d72b4f6d1b850560220cfaecdcb20828c1,desarrollo
1611,5c7d4ee866d6e1f6f2d6d4fe6ef82d48c16c6d803484254d4b4c9cd791880858,desarrollo
1612,45399aa327fa737ccf3f7a609acd18d72b4f6d1b850560220cfaecdcb20828c1,desarrollo
1613,9b0f8c1b5e2585bf1ec0329925e9f7f1a313ab6a02e186ccd443a8b4d26d6a55,desarrollo
1614,08444441ac6dc5a300bfba35999ef91e5ff082a8b338be3cd6d0567bf97d73ed,desarrollo
1615,9b0f8c1b5e2585bf1ec0329925e9f7f1a313ab6a02e186ccd443a8b4d26d6a55,desarrollo
1616,9b0f8c1b5e2585bf1ec0329925e9f7f1a313ab6a02e186ccd443a8b4d26d6a55,desarrollo
1617,9b0f8c1b5e2585bf1ec0329925e9f7f1a313ab6a02e186ccd443a8b4d26d6a55,desarrollo
1618,9b0f8c1b5e2585bf1ec0329925e9f7f1a313ab6a02e186ccd443a8b4d26d6a55,desarrollo
1619,2c964089a4e85961f796ac7ff85992b7abc9237c0c4b6530e18b5299279cdddf,desarrollo
1620,9b0f8c1b5e2585bf1ec0329925e9f7f1a313ab6a02e186ccd443a8b4d26d6a55,desarrollo
1621,9b0f8c1b5e2585bf1ec0329925e9f7f1a313ab6a02e186ccd443a8b4d26d6a55,desarrollo
1622,9b0f8c1b5e2585bf1ec0329925e9f7f1a313ab6a02e186ccd443a8b4d26d6a55,desarrollo
1623,9b0f8c1b5e2585bf1ec0329925e9f7f1a313ab6a02e186ccd443a8b4d26d6a55,desarrollo
1624,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
1625,915deb5672d430a5733af16e3b610fc48f39cd20ecf3c6c215671aa8fdd016e6,desarrollo
1626,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
1627,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
1628,47de66e8ff0edbfad8cfdb659376b2f4168eefaae623421f86f43e9029620117,desarrollo
1629,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
1630,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
1631,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
1632,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
1633,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
1634,9e1935a0586d4ac845283f61cb6b7fcca7ef63ad96b96474007e8d7d3b5d05e1,desarrollo
1635,9e1935a0586d4ac845283f61cb6b7fcca7ef63ad96b96474007e8d7d3b5d05e1,desarrollo
1636,d604e0c5ca0709e1317dec8e4a0ce02fe69011c92157b158a14ddb37fe0b80b7,desarrollo
1637,9e1935a0586d4ac845283f61cb6b7fcca7ef63ad96b96474007e8d7d3b5d05e1,desarrollo
1638,9e1935a0586d4ac845283f61cb6b7fcca7ef63ad96b96474007e8d7d3b5d05e1,desarrollo
1639,0425959b9b53b07597b6dcc3870bf49367f821092295b381d0aff3a4a4addb8b,desarrollo
1640,9e1935a0586d4ac845283f61cb6b7fcca7ef63ad96b96474007e8d7d3b5d05e1,desarrollo
1641,9e1935a0586d4ac845283f61cb6b7fcca7ef63ad96b96474007e8d7d3b5d05e1,desarrollo
1642,9e1935a0586d4ac845283f61cb6b7fcca7ef63ad96b96474007e8d7d3b5d05e1,desarrollo
1643,9e1935a0586d4ac845283f61cb6b7fcca7ef63ad96b96474007e8d7d3b5d05e1,desarrollo
1644,9e1935a0586d4ac845283f61cb6b7fcca7ef63ad96b96474007e8d7d3b5d05e1,desarrollo
1645,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
1646,f49ab4d5d7820cc5b079005f3dc2d74196c5460be1e61a460faffc162cffc792,desarrollo
1647,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
1648,7f0b92a08b3ed364d7920280e05802d729152471d92b6bc7a3bd79aee921c438,desarrollo
1649,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
1650,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
1651,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
1652,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
1653,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
1654,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
1655,31281aaf640818d1a3c3b6360870ee2994eb1bc0fbf30ecd1b89b01995232f75,desarrollo
1656,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
1657,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
1658,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
1659,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
1660,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
1661,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
1662,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
1663,c7222121d1ba921b5841daf3817484417b59ef54b58b87c1c717ce0b7cd2e6fb,desarrollo
1664,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
1665,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
1666,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
1667,def70cd6e251a0d1dc5bacd773724077663ef5280dd2849e20eb52de99aa9e4d,desarrollo
1668,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
1669,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
1670,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
1671,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
1672,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
1673,089eb109243b2e7e9f6bb5de2525914cfea391a0937de093798dbab1dc1ff62a,desarrollo
1674,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
1675,73e93fe4ec42e294641fec83a099ccd48f5811a36f6efa5dca4f805fa6af8d4c,desarrollo
1676,376ce0370ba225e7915b89ba30b666bb0abbf2fb6c3a7c6be05cc77a21005828,desarrollo
1677,73e93fe4ec42e294641fec83a099ccd48f5811a36f6efa5dca4f805fa6af8d4c,desarrollo
1678,60853a4a81b572147fa3b15d3c805d1065d37236d754c9d35cf331a462a4522b,holdout
1679,73e93fe4ec42e294641fec83a099ccd48f5811a36f6efa5dca4f805fa6af8d4c,desarrollo
1680,73e93fe4ec42e294641fec83a099ccd48f5811a36f6efa5dca4f805fa6af8d4c,desarrollo
1681,73e93fe4ec42e294641fec83a099ccd48f5811a36f6efa5dca4f805fa6af8d4c,desarrollo
1682,73e93fe4ec42e294641fec83a099ccd48f5811a36f6efa5dca4f805fa6af8d4c,desarrollo
1683,73e93fe4ec42e294641fec83a099ccd48f5811a36f6efa5dca4f805fa6af8d4c,desarrollo
1684,73e93fe4ec42e294641fec83a099ccd48f5811a36f6efa5dca4f805fa6af8d4c,desarrollo
1685,f00dbae0d3d2ee38b04becd65df26ea358e6a0bfac9de7e6ec4bb14277acdc1e,desarrollo
1686,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
1687,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
1688,00e77276a7cc1852dd0d26f7108ee9a7ee63823b1333d94634935370bf105b13,desarrollo
1689,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
1690,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
1691,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
1692,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
1693,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
1694,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
1695,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
1696,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
1697,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
1698,aeff6701deae1b69f3bc4bd0cb71be3013f1f59fdbee9ddddf8e014429816dae,desarrollo
1699,61917c568a91ccfd4b34ca98322303c8a321aed242a52912f45dff0e4989c0a8,desarrollo
1700,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
1701,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
1702,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
1703,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
1704,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
1705,db4b26f8f46171ad33ec97d1620f48cbdce21a507f5fecec153fad8d2451addd,holdout
1706,db4b26f8f46171ad33ec97d1620f48cbdce21a507f5fecec153fad8d2451addd,holdout
1707,db4b26f8f46171ad33ec97d1620f48cbdce21a507f5fecec153fad8d2451addd,holdout
1708,db4b26f8f46171ad33ec97d1620f48cbdce21a507f5fecec153fad8d2451addd,holdout
1709,db4b26f8f46171ad33ec97d1620f48cbdce21a507f5fecec153fad8d2451addd,holdout
1710,db4b26f8f46171ad33ec97d1620f48cbdce21a507f5fecec153fad8d2451addd,holdout
1711,5142aceeb0687a4771e64d95c128e4761dc7c80108fc41390ac41f3f6be5992a,holdout
1712,eec311fd020bae9f63f643e6de98461bfb3cef72c3a13e5f0f79125fa36608b9,desarrollo
1713,db4b26f8f46171ad33ec97d1620f48cbdce21a507f5fecec153fad8d2451addd,holdout
1714,db4b26f8f46171ad33ec97d1620f48cbdce21a507f5fecec153fad8d2451addd,holdout
1715,db4b26f8f46171ad33ec97d1620f48cbdce21a507f5fecec153fad8d2451addd,holdout
1716,9444c214eb14c6e1c76bfd5139c3ba3adda3af3d70007f58f5b438d76b091a5c,desarrollo
1717,9444c214eb14c6e1c76bfd5139c3ba3adda3af3d70007f58f5b438d76b091a5c,desarrollo
1718,9444c214eb14c6e1c76bfd5139c3ba3adda3af3d70007f58f5b438d76b091a5c,desarrollo
1719,91afae027f628f463448dbc4a2de5602d601f8924835f73199ea175703091940,desarrollo
1720,9444c214eb14c6e1c76bfd5139c3ba3adda3af3d70007f58f5b438d76b091a5c,desarrollo
1721,9444c214eb14c6e1c76bfd5139c3ba3adda3af3d70007f58f5b438d76b091a5c,desarrollo
1722,661deb063fa768fef9cb728435d41eb19ad97d1d971423560fe9daab87e42c79,desarrollo
1723,9444c214eb14c6e1c76bfd5139c3ba3adda3af3d70007f58f5b438d76b091a5c,desarrollo
1724,9444c214eb14c6e1c76bfd5139c3ba3adda3af3d70007f58f5b438d76b091a5c,desarrollo
1725,9444c214eb14c6e1c76bfd5139c3ba3adda3af3d70007f58f5b438d76b091a5c,desarrollo
1726,9444c214eb14c6e1c76bfd5139c3ba3adda3af3d70007f58f5b438d76b091a5c,desarrollo
1727,f72a527a7a0e546ae599e2af57819db9dbdcd188abe847de4aa3738b10cb3a3d,desarrollo
1728,138168fba0217239bbc39838485e523c2d1ca5e410d844cd0ae21acef236ba21,desarrollo
1729,f72a527a7a0e546ae599e2af57819db9dbdcd188abe847de4aa3738b10cb3a3d,desarrollo
1730,f72a527a7a0e546ae599e2af57819db9dbdcd188abe847de4aa3738b10cb3a3d,desarrollo
1731,f72a527a7a0e546ae599e2af57819db9dbdcd188abe847de4aa3738b10cb3a3d,desarrollo
1732,f72a527a7a0e546ae599e2af57819db9dbdcd188abe847de4aa3738b10cb3a3d,desarrollo
1733,f72a527a7a0e546ae599e2af57819db9dbdcd188abe847de4aa3738b10cb3a3d,desarrollo
1734,f72a527a7a0e546ae599e2af57819db9dbdcd188abe847de4aa3738b10cb3a3d,desarrollo
1735,1703fa675935a805dd637fc91f58690271010f71c0729f36c536b480c0f536d3,desarrollo
1736,f72a527a7a0e546ae599e2af57819db9dbdcd188abe847de4aa3738b10cb3a3d,desarrollo
1737,f72a527a7a0e546ae599e2af57819db9dbdcd188abe847de4aa3738b10cb3a3d,desarrollo
1738,8088aa42ce4543cbb1e6ee9548f3fc617033e5e64a6d5eae10f9db8673fa4c2f,holdout
1739,4d9f7c8dbc766e249c7ac0e27729137c636d16239f0398ed56210dd3133678fd,desarrollo
1740,8088aa42ce4543cbb1e6ee9548f3fc617033e5e64a6d5eae10f9db8673fa4c2f,holdout
1741,8088aa42ce4543cbb1e6ee9548f3fc617033e5e64a6d5eae10f9db8673fa4c2f,holdout
1742,8088aa42ce4543cbb1e6ee9548f3fc617033e5e64a6d5eae10f9db8673fa4c2f,holdout
1743,8088aa42ce4543cbb1e6ee9548f3fc617033e5e64a6d5eae10f9db8673fa4c2f,holdout
1744,0d74359808a8daacf3e0f796f14ef4e9893c8c56e286058389a1f63520fe6549,desarrollo
1745,8088aa42ce4543cbb1e6ee9548f3fc617033e5e64a6d5eae10f9db8673fa4c2f,holdout
1746,8088aa42ce4543cbb1e6ee9548f3fc617033e5e64a6d5eae10f9db8673fa4c2f,holdout
1747,8088aa42ce4543cbb1e6ee9548f3fc617033e5e64a6d5eae10f9db8673fa4c2f,holdout
1748,8088aa42ce4543cbb1e6ee9548f3fc617033e5e64a6d5eae10f9db8673fa4c2f,holdout
1749,f8f51ebd0563baf9d3e4301c8c93b63f60412825420adee981538d1f7c28400a,desarrollo
1750,f8f51ebd0563baf9d3e4301c8c93b63f60412825420adee981538d1f7c28400a,desarrollo
1751,f8f51ebd0563baf9d3e4301c8c93b63f60412825420adee981538d1f7c28400a,desarrollo
1752,f8f51ebd0563baf9d3e4301c8c93b63f60412825420adee981538d1f7c28400a,desarrollo
1753,84262995b8dc2fe87f89c899a27386b8805a7505432c0e165c205c27c14ea3c6,desarrollo
1754,f8f51ebd0563baf9d3e4301c8c93b63f60412825420adee981538d1f7c28400a,desarrollo
1755,f8f51ebd0563baf9d3e4301c8c93b63f60412825420adee981538d1f7c28400a,desarrollo
1756,f8f51ebd0563baf9d3e4301c8c93b63f60412825420adee981538d1f7c28400a,desarrollo
1757,f8f51ebd0563baf9d3e4301c8c93b63f60412825420adee981538d1f7c28400a,desarrollo
1758,f8f51ebd0563baf9d3e4301c8c93b63f60412825420adee981538d1f7c28400a,desarrollo
1759,b35d0caf338e3f9bb223cca6359974f3566f249130ac8bfb95554d7a9299abc2,desarrollo
1760,7c2ec8aa8bd2bf507fc2068605fae3e7607bdfd12f333779a4ab3871a414d46a,desarrollo
1761,7c2ec8aa8bd2bf507fc2068605fae3e7607bdfd12f333779a4ab3871a414d46a,desarrollo
1762,5a2dafd1203d09e1136ac2f516794c937f3987dd0b4253d5bbd38f0c957804ab,desarrollo
1763,7c2ec8aa8bd2bf507fc2068605fae3e7607bdfd12f333779a4ab3871a414d46a,desarrollo
1764,7c2ec8aa8bd2bf507fc2068605fae3e7607bdfd12f333779a4ab3871a414d46a,desarrollo
1765,7c2ec8aa8bd2bf507fc2068605fae3e7607bdfd12f333779a4ab3871a414d46a,desarrollo
1766,7c2ec8aa8bd2bf507fc2068605fae3e7607bdfd12f333779a4ab3871a414d46a,desarrollo
1767,ef142931cb5e51f74279fa4a5893dc86ff1b5459182b377845d7773c44bf2549,desarrollo
1768,7c2ec8aa8bd2bf507fc2068605fae3e7607bdfd12f333779a4ab3871a414d46a,desarrollo
1769,7c2ec8aa8bd2bf507fc2068605fae3e7607bdfd12f333779a4ab3871a414d46a,desarrollo
1770,7c2ec8aa8bd2bf507fc2068605fae3e7607bdfd12f333779a4ab3871a414d46a,desarrollo
1771,7d6682d7dfe39f2a0d4fd7678670bb5beb8b6fd14b534dba7267c280b5243c84,desarrollo
1772,7d6682d7dfe39f2a0d4fd7678670bb5beb8b6fd14b534dba7267c280b5243c84,desarrollo
1773,7d6682d7dfe39f2a0d4fd7678670bb5beb8b6fd14b534dba7267c280b5243c84,desarrollo
1774,7d6682d7dfe39f2a0d4fd7678670bb5beb8b6fd14b534dba7267c280b5243c84,desarrollo
1775,fcf1faefe48b5d8b8ae97fb61f95139ad3aad859deec62813f867b842b5ab610,desarrollo
1776,7d6682d7dfe39f2a0d4fd7678670bb5beb8b6fd14b534dba7267c280b5243c84,desarrollo
1777,7d6682d7dfe39f2a0d4fd7678670bb5beb8b6fd14b534dba7267c280b5243c84,desarrollo
1778,7d6682d7dfe39f2a0d4fd7678670bb5beb8b6fd14b534dba7267c280b5243c84,desarrollo
1779,7d6682d7dfe39f2a0d4fd7678670bb5beb8b6fd14b534dba7267c280b5243c84,desarrollo
1780,7d6682d7dfe39f2a0d4fd7678670bb5beb8b6fd14b534dba7267c280b5243c84,desarrollo
1781,53e0dcb719d598ea7cac31c19a7a276e95676d61bb19edf30983da39f1f5efa5,desarrollo
1782,8eefa2b2d726f88e2ec73bc94d8d76791c63b946ab879d37bc1155ac91ac7e87,desarrollo
1783,13c728bc826c8157f20eaaa45d24c6f3b77915f04d7e1b0eef93edfbaefe0132,holdout
1784,216b3ba559b9d0d76d6c3642ee7233db110d2493cef806c637f824a8bac5deb0,desarrollo
1785,13c728bc826c8157f20eaaa45d24c6f3b77915f04d7e1b0eef93edfbaefe0132,holdout
