case_id,session_id,turn,user_input,normalized_input,current_issue,stored_positive_symptoms,stored_negative_symptoms,unknown_information,DTC,synthesized_ml_query,macro_prediction,macro_confidence,fault_top1,fault_top2,fault_top3,fault_confidences,rag_query,rag_hits,final_response,latency_ms
CASE_078,f11_case_078,2,da vueltas y vueltas el motor,da vueltas y vueltas el motor,esperando_autopregunta,da vueltas y vueltas el motor,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,da vueltas y vueltas el motor,ELECTRICO,0.4638,Bateria descargada o bornes sulfatados,Falla en bujias o bobinas de encendido (misfire),Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),Bateria descargada o bornes sulfatados: 0.4638; Falla en bujias o bobinas de encendido (misfire): 0.4576; Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP): 0.0326,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ Las luces del tablero se apagan o parpadean al dar arranque y suena arrastrado (Batería descargada) — 46% • 2️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobinas de encendido) — 4,43
CASE_078,f11_case_078,3,pero no enciende,da vueltas y vueltas el motor,completo,da vueltas y vueltas el motor. Aclaración técnica del mecánico: pero no enciende,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,da vueltas y vueltas el motor,ELECTRICO,0.4638,Bateria descargada o bornes sulfatados,Falla en bujias o bobinas de encendido (misfire),Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),Bateria descargada o bornes sulfatados: 0.4638; Falla en bujias o bobinas de encendido (misfire): 0.3490; Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP): 0.1880,da vueltas y vueltas el motor,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),"⏳ *Analizando consulta (cola #38)* Hipótesis preliminar ML: *Bateria descargada o bornes sulfatados* (46%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",41
CASE_079,f11_case_079,1,mi carro no aranca de ninguna manera,mi carro no aranca de ninguna manera,completo,mi carro no aranca de ninguna manera,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,mi carro no aranca de ninguna manera,ELECTRICO,0.7287,Bateria descargada o bornes sulfatados,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Disco de embrague desgastado o patinando,Bateria descargada o bornes sulfatados: 0.7287; Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados): 0.1760; Disco de embrague desgastado o patinando: 0.0950,mi carro no aranca de ninguna manera,"PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE",⏳ *Analizando consulta (cola #39)* Hipótesis preliminar ML: *Bateria descargada o bornes sulfatados* (72%). En breve recibirás el resumen; el detalle quedará en el panel.,56
CASE_080,f11_case_080,1,se recalienta muxo en la subida,se recalienta muxo en la subida,esperando_autopregunta,se recalienta muxo en la subida,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,se recalienta muxo en la subida,MOTOR,0.6195,Empaque de culata soplado o danado,Falla en termostato o motoventilador de radiador,Falla en bujias o bobinas de encendido (misfire),Empaque de culata soplado o danado: 0.6195; Falla en termostato o motoventilador de radiador: 0.2990; Falla en bujias o bobinas de encendido (misfire): 0.0231,NOT_AVAILABLE,NOT_AVAILABLE,"🤖 🔍 Para precisar la causa del problema de temperatura:  • 1️⃣ Consume refrigerante, bota humo blanco espeso o burbujea el depósito de expansión (Empaque de culata) — 62% • 2️⃣ La temperatura sube rápidamente en tráfico o el ventilador no enciende (Termostato / Motoventilador) — 30% • 3️⃣ Jalonea o ",38
CASE_081,f11_case_081,1,ase un ruido de fierro con fierro al frenar,ase un ruido de fierro con fierro al frenar,esperando_clarificacion,ase un ruido de fierro con fierro al frenar,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,ase un ruido de fierro con fierro al frenar,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_082,f11_case_082,1,no enfria el aire sale re caliente,no enfria el aire sale re caliente,completo,no enfria el aire sale re caliente,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,no enfria el aire sale re caliente,CLIMATIZACION,0.9995,Falla en compresor de aire acondicionado o fuga de gas R134a,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),Falla en compresor de aire acondicionado o fuga de gas R134a: 0.9995; Fugas de aire o fallos en el sistema de frenos neumático (Camiones): 0.0330; Válvula de freno de aire o secador APS obstruido (Camiones): 0.0170,no enfria el aire sale re caliente,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),⏳ *Analizando consulta (cola #40)* Hipótesis preliminar ML: *Falla en compresor de aire acondicionado o fuga de gas R134a* (99%). En breve recibirás el resumen; el detalle quedará en el panel.,45
CASE_083,f11_case_083,1,la bateria se deskarga solita en la noche,la bateria se deskarga solita en la noche,completo,la bateria se deskarga solita en la noche,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,la bateria se deskarga solita en la noche,ELECTRICO,0.5613,Fuga parasita de corriente en reposo (consumo nocturno de bateria),Alternador defectuoso o placa de diodos quemada,Bateria descargada o bornes sulfatados,Fuga parasita de corriente en reposo (consumo nocturno de bateria): 0.5613; Alternador defectuoso o placa de diodos quemada: 0.2850; Bateria descargada o bornes sulfatados: 0.1540,la bateria se deskarga solita en la noche,"PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)","⏳ *Analizando consulta (cola #41)* Hipótesis preliminar ML: *Fuga parasita de corriente en reposo (consumo nocturno de bateria)* (56%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",47
CASE_084,f11_case_084,1,mi carro tiembla cuando acelero,presenta vibración. cuando está al acelerar bajo carga.,esperando_autopregunta,mi carro tiembla cuando acelero,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta vibración. cuando está al acelerar bajo carga.,MOTOR,0.3618,Bomba de gasolina quemada o con baja presion,Falla en bujias o bobinas de encendido (misfire),Fuga en mangueras de intercooler o turbocompresor danado,Bomba de gasolina quemada o con baja presion: 0.3618; Falla en bujias o bobinas de encendido (misfire): 0.3598; Fuga en mangueras de intercooler o turbocompresor danado: 0.1006,NOT_AVAILABLE,NOT_AVAILABLE,"🤖 🔍 Para precisar el origen exacto de la vibración o comportamiento detectado:  • 1️⃣ Falta de potencia en alta, se ahoga en subida o zumba fuerte el tanque de combustible (Bomba de combustible) — 36% • 2️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobinas de en",39
CASE_084,f11_case_084,2,"ya eso lo revisaré luego, ahora tengo otro problema: el aire acondicionado no enfría",con A/C encendido.,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,con A/C encendido.,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_085,f11_case_085,1,las pastillas de freno están gastadas chillan,las pastillas de freno están gastadas chillan,completo,las pastillas de freno están gastadas chillan,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,las pastillas de freno están gastadas chillan,FRENOS,0.5109,Desgaste de pastillas y zapatas de freno,Falla en sistema de frenado regenerativo (EV / Hibridos),Discos de freno alabeados o desgastados,Desgaste de pastillas y zapatas de freno: 0.5109; Falla en sistema de frenado regenerativo (EV / Hibridos): 0.3180; Discos de freno alabeados o desgastados: 0.1710,las pastillas de freno están gastadas chillan,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),"⏳ *Analizando consulta (cola #42)* Hipótesis preliminar ML: *Desgaste de pastillas y zapatas de freno* (51%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",46
CASE_085,f11_case_085,2,"bueno los frenos los cambio mañana, ahora otra cosa: la batería amanece muerta sin carga","bueno los frenos los cambio mañana, ahora otra cosa: la batería amanece muerta sin carga",esperando_autopregunta,"bueno los frenos los cambio mañana, ahora otra cosa: la batería amanece muerta sin carga",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"bueno los frenos los cambio mañana, ahora otra cosa: la batería amanece muerta sin carga",ELECTRICO,0.5118,Fuga parasita de corriente en reposo (consumo nocturno de bateria),Bateria descargada o bornes sulfatados,Alternador defectuoso o placa de diodos quemada,Fuga parasita de corriente en reposo (consumo nocturno de bateria): 0.5118; Bateria descargada o bornes sulfatados: 0.4409; Alternador defectuoso o placa de diodos quemada: 0.0197,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para precisar la causa en el sistema de frenos:  • 1️⃣ Batería nueva amanece descargada tras quedar estacionado por la noche (Fuga parásita de corriente) — 51% • 2️⃣ Las luces del tablero se apagan o parpadean al dar arranque y suena arrastrado (Batería descargada) — 44% • 3️⃣ El testigo de bate,39
CASE_086,f11_case_086,1,se recalienta en tráfico,se recalienta en tráfico,completo,se recalienta en tráfico,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,se recalienta en tráfico,MOTOR,0.9902,Falla en termostato o motoventilador de radiador,Empaque de culata soplado o danado,Inyectores sucios o filtro de combustible obstruido,Falla en termostato o motoventilador de radiador: 0.9902; Empaque de culata soplado o danado: 0.0330; Inyectores sucios o filtro de combustible obstruido: 0.0170,se recalienta en tráfico,PROCEDIMIENTO: DIAGNÓSTICO DE TERMOSTATO Y PURGA ASISTIDA DEL SISTEMA DE REFRIGERACIÓN (DTC P0128 / RECALENTAMIENTO EN SUBIDA),⏳ *Analizando consulta (cola #43)* Hipótesis preliminar ML: *Falla en termostato o motoventilador de radiador* (99%). En breve recibirás el resumen; el detalle quedará en el panel.,42
CASE_086,f11_case_086,2,"olvida eso maestro, ahora tengo otro detalle: el pedal de embrague patina en subida",presenta patinado de transmisión / embrague. cuando está al acelerar bajo carga.,inicio,"olvida eso maestro, ahora tengo otro detalle: el pedal de embrague patina en subida",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta patinado de transmisión / embrague. cuando está al acelerar bajo carga.,TRANSMISION,0.5939,Disco de embrague desgastado o patinando,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,Falta o degradacion de aceite de caja de cambios,Disco de embrague desgastado o patinando: 0.5939; Sobrecalentamiento o solenoides en caja automatica CVT / DSG: 0.2640; Falta o degradacion de aceite de caja de cambios: 0.1420,presenta patinado de transmisión / embrague. cuando está al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PATINAMIENTO DE DISCO DE EMBRAGUE Y PRUEBA DE CALADO EN 4TA MARCHA,"⏳ *Analizando consulta (cola #11)* Hipótesis preliminar ML: *Disco de embrague desgastado o patinando* (59%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",1
CASE_087,f11_case_087,1,la ventana no baja,la ventana no baja,completo,la ventana no baja,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,la ventana no baja,CARROCERIA_NEUMATICA,0.9996,Elevalunas electrico o guaya de alzacristales rota o trabada,Falla en compresor de aire acondicionado o fuga de gas R134a,Falla electrica del cierre centralizado o actuador de puerta,Elevalunas electrico o guaya de alzacristales rota o trabada: 0.9996; Falla en compresor de aire acondicionado o fuga de gas R134a: 0.0330; Falla electrica del cierre centralizado o actuador de puerta: 0.0170,la ventana no baja,"PROCEDIMIENTO: REPARACIÓN Y REEMPLAZO DE MOTOR ELEVALUNAS ELÉCTRICO, GUAYA Y ALZACRISTALES (LUNA O VIDRIO DE PUERTA TRABADO)",⏳ *Analizando consulta (cola #44)* Hipótesis preliminar ML: *Elevalunas electrico o guaya de alzacristales rota o trabada* (99%). En breve recibirás el resumen; el detalle quedará en el panel.,47
CASE_087,f11_case_087,2,"eso ya quedó resuelto, ahora el auto tironea en segunda y parpadea el check",presenta funcionamiento irregular / misfire.,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta funcionamiento irregular / misfire.,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_088,f11_case_088,1,suena clac al doblar la esquina,presenta chasquido de arranque clac. cuando está al doblar la dirección.,completo,suena clac al doblar la esquina,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta chasquido de arranque clac. cuando está al doblar la dirección.,SUSPENSION_CHASIS,0.6892,Juntas homocineticas o palieres danados,Cremallera de direccion asistida con holgura o fuga,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Juntas homocineticas o palieres danados: 0.6892; Cremallera de direccion asistida con holgura o fuga: 0.2020; Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados): 0.1090,presenta chasquido de arranque clac. cuando está al doblar la dirección.,PROCEDIMIENTO: REEMPLAZO DE JUNTA HOMOCINÉTICA Y CUBREPOLVOS DE PALIER (CLAC CLAC AL DOBLAR),"⏳ *Analizando consulta (cola #45)* Hipótesis preliminar ML: *Juntas homocineticas o palieres danados* (68%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",48
CASE_088,f11_case_088,2,aparte de eso tengo una fuga de aceite negra en el piso del motor,aparte de eso tengo una fuga de aceite negra en el piso del motor,completo,aparte de eso tengo una fuga de aceite negra en el piso del motor,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,aparte de eso tengo una fuga de aceite negra en el piso del motor,MOTOR,0.5431,Baja presion de aceite o bomba de aceite defectuosa,Fuga en mangueras de intercooler o turbocompresor danado,Consumo de aceite por desgaste de anillos o retenes,Baja presion de aceite o bomba de aceite defectuosa: 0.5431; Fuga en mangueras de intercooler o turbocompresor danado: 0.2970; Consumo de aceite por desgaste de anillos o retenes: 0.1600,aparte de eso tengo una fuga de aceite negra en el piso del motor,"PROCEDIMIENTO: DIAGNÓSTICO DE TURBOCOMPRESOR, VÁLVULA WASTEGATE Y PRESIÓN DE SOBREALIMENTACIÓN BOOST (DTC P0299 / P0234)","⏳ *Analizando consulta (cola #46)* Hipótesis preliminar ML: *Baja presion de aceite o bomba de aceite defectuosa* (54%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",41
CASE_089,f11_case_089,1,la luz de reversa no prende,presenta motor no arranca.,inicio,la luz de reversa no prende,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta motor no arranca.,ELECTRICO,0.5702,Bateria descargada o bornes sulfatados,Inyectores sucios o filtro de combustible obstruido,Falla en bujias o bobinas de encendido (misfire),Bateria descargada o bornes sulfatados: 0.5702; Inyectores sucios o filtro de combustible obstruido: 0.2790; Falla en bujias o bobinas de encendido (misfire): 0.1500,presenta motor no arranca.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Batería descargada o bornes sulfatados (57%). - **Diagnóstico Diferencial:**    Para determinar la causa raíz del problema de arranque, es necesario contrastar la **Hipótesis Principal (Batería descargada o bornes",1
CASE_089,f11_case_089,2,nuevo problema: me quedé sin frenos el pedal se va al fondo,nuevo problema: me quedé sin frenos el pedal se va al fondo,completo,nuevo problema: me quedé sin frenos el pedal se va al fondo,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,nuevo problema: me quedé sin frenos el pedal se va al fondo,FRENOS,0.8028,Fuga hidraulica o aire en el sistema de frenos,Falla en sistema de frenado regenerativo (EV / Hibridos),Desgaste de pastillas y zapatas de freno,Fuga hidraulica o aire en el sistema de frenos: 0.8028; Falla en sistema de frenado regenerativo (EV / Hibridos): 0.1280; Desgaste de pastillas y zapatas de freno: 0.0690,nuevo problema: me quedé sin frenos el pedal se va al fondo,PROCEDIMIENTO: DIAGNÓSTICO DEL SISTEMA DE FRENADO REGENERATIVO Y SERVOFRENO ELECTROHIDRÁULICO (EV / HÍBRIDOS),⏳ *Analizando consulta (cola #47)* Hipótesis preliminar ML: *Fuga hidraulica o aire en el sistema de frenos* (80%). En breve recibirás el resumen; el detalle quedará en el panel.,48
CASE_090,f11_case_090,1,el claxon no suena,el claxon no suena,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,el claxon no suena,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_090,f11_case_090,2,otra falla: sale humo blanco dulce por el escape y consume refrigerante,otra falla: sale vapor blanco consume refrigerante posible empaque de culata,completo,otra falla: sale vapor blanco consume refrigerante posible empaque de culata,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,otra falla: sale vapor blanco consume refrigerante posible empaque de culata,MOTOR,0.6664,Empaque de culata soplado o danado,Fuga en mangueras de refrigerante o radiador picado,Falla en bujias o bobinas de encendido (misfire),Empaque de culata soplado o danado: 0.6664; Fuga en mangueras de refrigerante o radiador picado: 0.2170; Falla en bujias o bobinas de encendido (misfire): 0.1170,otra falla: sale vapor blanco consume refrigerante posible empaque de culata,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE EMPAQUE DE CULATA (HUMO BLANCO / SOBRECALENTAMIENTO / DTC P0217),"⏳ *Analizando consulta (cola #48)* Hipótesis preliminar ML: *Empaque de culata soplado o danado* (66%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",44
CASE_091,f11_case_091,1,las llantas vibran a 100,cuando está en carretera a velocidad.,completo,las llantas vibran a 100,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,cuando está en carretera a velocidad.,MOTOR,0.8790,Falla en sensor de oxigeno o mezcla rica,Bomba de gasolina quemada o con baja presion,Cuerpo de aceleracion o valvula IAC sucia,Falla en sensor de oxigeno o mezcla rica: 0.8790; Bomba de gasolina quemada o con baja presion: 0.0790; Cuerpo de aceleracion o valvula IAC sucia: 0.0420,cuando está en carretera a velocidad.,PROCEDIMIENTO: DIAGNÓSTICO DE SENSOR DE RELACIÓN AIRE/COMBUSTIBLE (A/F BANDA ANCHA) Y SONDA LAMBDA (DTC P0135 / P2195),⏳ *Analizando consulta (cola #49)* Hipótesis preliminar ML: *Falla en sensor de oxigeno o mezcla rica* (87%). En breve recibirás el resumen; el detalle quedará en el panel.,42
CASE_091,f11_case_091,2,eso era balanceo ya lo arreglé. Ahora: no arranca el auto solo suena clac,"presenta chasquido de arranque clac, motor no arranca.",completo,eso era balanceo ya lo arreglé. ahora: no arranca el auto solo suena clac,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"presenta chasquido de arranque clac, motor no arranca.",ELECTRICO,0.5706,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Bateria descargada o bornes sulfatados,Inyectores sucios o filtro de combustible obstruido,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados): 0.5706; Bateria descargada o bornes sulfatados: 0.2790; Inyectores sucios o filtro de combustible obstruido: 0.1500,"presenta chasquido de arranque clac, motor no arranca.","PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE","⏳ *Analizando consulta (cola #50)* Hipótesis preliminar ML: *Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados)* (57%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",46
CASE_092,f11_case_092,1,Chevrolet Sail 2018,Chevrolet Sail año 2018.,completo,chevrolet sail 2018,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,Chevrolet Sail año 2018.,SUSPENSION_CHASIS,0.4837,Llantas desbalanceadas o desalineadas,Falla electrica del cierre centralizado o actuador de puerta,Bomba de gasolina quemada o con baja presion,Llantas desbalanceadas o desalineadas: 0.4837; Falla electrica del cierre centralizado o actuador de puerta: 0.3360; Bomba de gasolina quemada o con baja presion: 0.1810,Chevrolet Sail año 2018.,PROCEDIMIENTO: DIAGNOSTICO Y REPARACION DE CIERRE CENTRALIZADO Y ACTUADOR ELECTRICO DE PUERTA (CARROCERIA_001),"⏳ *Analizando consulta (cola #51)* Hipótesis preliminar ML: *Llantas desbalanceadas o desalineadas* (48%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",43
CASE_092,f11_case_092,2,pierde fuerza,presenta pérdida de potencia.,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta pérdida de potencia.,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_092,f11_case_092,3,en subida,cuando está al acelerar bajo carga.,inicio,en subida,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,cuando está al acelerar bajo carga.,MOTOR,0.5820,Bomba de gasolina quemada o con baja presion,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),Inyectores sucios o filtro de combustible obstruido,Bomba de gasolina quemada o con baja presion: 0.5820; Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups): 0.2720; Inyectores sucios o filtro de combustible obstruido: 0.1460,cuando está al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJA PRESIÓN EN RIEL DE COMBUSTIBLE (DTC P0087),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Bomba de gasolina quemada o con baja presión (58%). La pérdida de potencia reportada al acelerar bajo carga es el síntoma clásico de un suministro insuficiente de combustible hacia los cilindros. - **Diagnóstico D,1
CASE_092,f11_case_092,4,con el aire acondicionado encendido,con A/C encendido.,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,con A/C encendido.,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_093,f11_case_093,1,"Hola, tengo otro problema con mi carro. Cuando enciendo el aire acondicionado sí sale aire por las rejillas, pero no enfría casi nada. Cuando voy manejando parece enfriar un poquito más, pero cuando me detengo en un semáforo vuelve a salir casi a temperatura ambiente. El motor funciona normal y no tengo ninguna luz de advertencia encendida. No he revisado nada todavía.",con A/C encendido.,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,con A/C encendido.,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",3
CASE_094,f11_case_094,1,revisé los inyectores,revisé los inyectores,completo,revisé los inyectores,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,revisé los inyectores,MOTOR,0.8502,Inyectores sucios o filtro de combustible obstruido,Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Inyectores sucios o filtro de combustible obstruido: 0.8502; Falla en sistema Flex / Bi-combustible (Alcohol/Etanol): 0.0970; Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas): 0.0520,revisé los inyectores,PROCEDIMIENTO: DIAGNÓSTICO DE BAJA PRESIÓN EN RIEL DE COMBUSTIBLE (DTC P0087),⏳ *Analizando consulta (cola #52)* Hipótesis preliminar ML: *Inyectores sucios o filtro de combustible obstruido* (85%). En breve recibirás el resumen; el detalle quedará en el panel.,50
CASE_094,f11_case_094,2,tengo otro problema: el alternador no carga,tengo otro problema: el alternador no carga,completo,tengo otro problema: el alternador no carga,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,tengo otro problema: el alternador no carga,ELECTRICO,0.9764,Alternador defectuoso o placa de diodos quemada,Bateria descargada o bornes sulfatados,Fuga parasita de corriente en reposo (consumo nocturno de bateria),Alternador defectuoso o placa de diodos quemada: 0.9764; Bateria descargada o bornes sulfatados: 0.0330; Fuga parasita de corriente en reposo (consumo nocturno de bateria): 0.0170,tengo otro problema: el alternador no carga,"PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)",⏳ *Analizando consulta (cola #53)* Hipótesis preliminar ML: *Alternador defectuoso o placa de diodos quemada* (97%). En breve recibirás el resumen; el detalle quedará en el panel.,45
CASE_095,f11_case_095,1,hace ruido de frenos,hace ruido de frenos,completo,hace ruido de frenos,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,hace ruido de frenos,FRENOS,0.5546,Desgaste de pastillas y zapatas de freno,Fuga hidraulica o aire en el sistema de frenos,Falla en sistema de frenado regenerativo (EV / Hibridos),Desgaste de pastillas y zapatas de freno: 0.5546; Fuga hidraulica o aire en el sistema de frenos: 0.2900; Falla en sistema de frenado regenerativo (EV / Hibridos): 0.1560,hace ruido de frenos,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),"⏳ *Analizando consulta (cola #54)* Hipótesis preliminar ML: *Desgaste de pastillas y zapatas de freno* (55%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",40
