case_id,session_id,turn,user_input,normalized_input,current_issue,stored_positive_symptoms,stored_negative_symptoms,unknown_information,DTC,synthesized_ml_query,macro_prediction,macro_confidence,fault_top1,fault_top2,fault_top3,fault_confidences,rag_query,rag_hits,final_response,latency_ms
CASE_081,f11_v2_case_081,1,ase un ruido de fierro con fierro al frenar,ase un ruido de fierro con fierro al frenar,completo,condicion_operacion:al frenar,,,NO_DTC,ase un ruido de fierro con fierro al frenar,FRENOS,0.9960,Desgaste de pastillas y zapatas de freno,Falla en sistema de frenado regenerativo (EV / Hibridos),Falta o degradacion de aceite de caja de cambios,Top1=0.996 | Top2=0.033 | Top3=0.017,ase un ruido de fierro con fierro al frenar,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Desgaste de pastillas y zapatas de freno (99%). El sonido característico de ""fierro con fierro"" indica fricción directa del soporte metálico de la pastilla contra el disco de freno debido al agotamiento total del ",3861
CASE_082,f11_v2_case_082,1,no enfria el aire sale re caliente,presenta aire acondicionado no enfría / sale aire caliente.,inicio,sintoma_climatizacion:aire acondicionado no enfría / sale aire caliente; sintoma_falla_de_climatización___aire_acondicionado_no_enfría:falla de climatización / aire acondicionado no enfría,,,NO_DTC,presenta aire acondicionado no enfría / sale aire caliente.,CLIMATIZACION,0.9999,Falla en compresor de aire acondicionado o fuga de gas R134a,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),Top1=1.000 | Top2=0.033 | Top3=0.017,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en el compresor de aire acondicionado o fuga de gas refrigerante R134a (99%). La sintomatología de aire tibio y la falta de acoplamiento del compresor o presencia de silbidos apuntan directamente a una desp,1
CASE_083,f11_v2_case_083,1,la bateria se deskarga solita en la noche,la bateria se deskarga solita en la noche,completo,,,,NO_DTC,la bateria se deskarga solita en la noche,ELECTRICO,0.5613,Fuga parasita de corriente en reposo (consumo nocturno de bateria),Alternador defectuoso o placa de diodos quemada,Bateria descargada o bornes sulfatados,Top1=0.561 | Top2=0.285 | Top3=0.154,la bateria se deskarga solita en la noche,"PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)",PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Fuga parásita de corriente en reposo (consumo nocturno de batería) (56%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Fuga parásita - 5,3496
CASE_084,f11_v2_case_084,1,mi carro tiembla cuando acelero,presenta vibración. al acelerar bajo carga.,inicio,condicion_operacion:al acelerar bajo carga; sintoma_vibración:vibración,,,NO_DTC,presenta vibración. al acelerar bajo carga.,MOTOR,0.4575,Bomba de gasolina quemada o con baja presion,Inyectores sucios o filtro de combustible obstruido,Falla en bujias o bobinas de encendido (misfire),Top1=0.458 | Top2=0.353 | Top3=0.190,presenta vibración. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  *   **Hipótesis Principal:** Bomba de gasolina quemada o con baja presión (45%). *   **Diagnóstico Diferencial:**      *   *Hipótesis Principal (Bomba de combustible baja presión/caudal):* Se manifiesta con tirones o pérdida de potencia pr,1
CASE_084,f11_v2_case_084,2,"ya eso lo revisaré luego, ahora tengo otro problema: el aire acondicionado no enfría",presenta aire acondicionado no enfría / sale aire caliente.,inicio,sintoma_climatizacion:aire acondicionado no enfría / sale aire caliente; sintoma_falla_de_climatización___aire_acondicionado_no_enfría:falla de climatización / aire acondicionado no enfría,,,NO_DTC,presenta aire acondicionado no enfría / sale aire caliente.,CLIMATIZACION,0.9999,Falla en compresor de aire acondicionado o fuga de gas R134a,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),Top1=1.000 | Top2=0.033 | Top3=0.017,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en el compresor de aire acondicionado o fuga de gas refrigerante R134a (99%). La sintomatología de aire tibio y la falta de acoplamiento del compresor o presencia de silbidos apuntan directamente a una desp,1
CASE_085,f11_v2_case_085,1,las pastillas de freno están gastadas chillan,las pastillas de freno están gastadas chillan,completo,,,,NO_DTC,las pastillas de freno están gastadas chillan,FRENOS,0.5109,Desgaste de pastillas y zapatas de freno,Falla en sistema de frenado regenerativo (EV / Hibridos),Discos de freno alabeados o desgastados,Top1=0.511 | Top2=0.318 | Top3=0.171,las pastillas de freno están gastadas chillan,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Desgaste de pastillas y zapatas de freno (51%). El síntoma de chillido agudo al frenar corresponde al contacto del indicador mecánico de desgaste (lengüeta avisadora) rozando contra el disco. * **Diagnóstico Dife,3263
CASE_085,f11_v2_case_085,2,"bueno los frenos los cambio mañana, ahora otra cosa: la batería amanece muerta sin carga","bueno los frenos los cambio mañana, ahora otra cosa: la batería amanece muerta sin carga",esperando_autopregunta,,,,NO_DTC,"bueno los frenos los cambio mañana, ahora otra cosa: la batería amanece muerta sin carga",ELECTRICO,0.5118,Fuga parasita de corriente en reposo (consumo nocturno de bateria),Bateria descargada o bornes sulfatados,Alternador defectuoso o placa de diodos quemada,Top1=0.512 | Top2=0.441 | Top3=0.020,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para precisar la causa en el sistema de frenos:  • 1️⃣ Batería nueva amanece descargada tras quedar estacionado por la noche (Fuga parásita de corriente) — 51% • 2️⃣ Las luces del tablero se apagan o parpadean al dar arranque y suena arrastrado (Batería descargada) — 44% • 3️⃣ El testigo de bate,34
CASE_086,f11_v2_case_086,1,se recalienta en tráfico,se recalienta en tráfico,completo,,,,NO_DTC,se recalienta en tráfico,MOTOR,0.9902,Falla en termostato o motoventilador de radiador,Empaque de culata soplado o danado,Inyectores sucios o filtro de combustible obstruido,Top1=0.990 | Top2=0.033 | Top3=0.017,se recalienta en tráfico,PROCEDIMIENTO: DIAGNÓSTICO DE TERMOSTATO Y PURGA ASISTIDA DEL SISTEMA DE REFRIGERACIÓN (DTC P0128 / RECALENTAMIENTO EN SUBIDA),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal (99%):** Falla en el termostato (atascado cerrado o con apertura parcial) o fallo en el motoventilador del radiador. Esto provoca un flujo insuficiente de refrigerante hacia el radiador o falta de disipación forzada,3952
CASE_086,f11_v2_case_086,2,"olvida eso maestro, ahora tengo otro detalle: el pedal de embrague patina en subida",presenta patinado de transmisión / embrague. al acelerar bajo carga.,esperando_autopregunta,condicion_operacion:al acelerar bajo carga; sintoma_patinado_de_transmisión___embrague:patinado de transmisión / embrague,,,NO_DTC,presenta patinado de transmisión / embrague. al acelerar bajo carga.,TRANSMISION,0.4757,Disco de embrague desgastado o patinando,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,Falta o degradacion de aceite de caja de cambios,Top1=0.476 | Top2=0.437 | Top3=0.034,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para confirmar el diagnóstico en el sistema de embrague o transmisión:  • 1️⃣ El motor levanta RPM al acelerar pero el carro no gana velocidad con fuerza (Embrague patinando) — 48% • 2️⃣ Golpeteo al cambiar de marcha o la caja automática entra en modo de emergencia (Caja automática CVT / DSG) — ,45
CASE_087,f11_v2_case_087,1,la ventana no baja,la ventana no baja,completo,,,,NO_DTC,la ventana no baja,CARROCERIA_NEUMATICA,0.9996,Elevalunas electrico o guaya de alzacristales rota o trabada,Falla en compresor de aire acondicionado o fuga de gas R134a,Falla electrica del cierre centralizado o actuador de puerta,Top1=1.000 | Top2=0.033 | Top3=0.017,la ventana no baja,"PROCEDIMIENTO: REPARACIÓN Y REEMPLAZO DE MOTOR ELEVALUNAS ELÉCTRICO, GUAYA Y ALZACRISTALES (LUNA O VIDRIO DE PUERTA TRABADO)",🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Elevalunas eléctrico o guaya de alzacristales rota o trabada (99%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Elevalunas / Guaya trabada o rota - 99%):* El síntoma principal es que la ventana no ba,3211
CASE_087,f11_v2_case_087,2,"eso ya quedó resuelto, ahora el auto tironea en segunda y parpadea el check",presenta funcionamiento irregular / misfire.,inicio,,,,NO_DTC,presenta funcionamiento irregular / misfire.,MOTOR,0.0000,Consulta fuera del alcance automotriz,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_088,f11_v2_case_088,1,suena clac al doblar la esquina,presenta chasquido de arranque clac. al doblar la dirección.,completo,condicion_operacion:al doblar la dirección; sintoma_chasquido_de_arranque_clac:chasquido de arranque clac,,,NO_DTC,presenta chasquido de arranque clac. al doblar la dirección.,SUSPENSION_CHASIS,0.5834,Juntas homocineticas o palieres danados,Cremallera de direccion asistida con holgura o fuga,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Top1=0.583 | Top2=0.271 | Top3=0.146,presenta chasquido de arranque clac. al doblar la dirección.,PROCEDIMIENTO: REEMPLAZO DE JUNTA HOMOCINÉTICA Y CUBREPOLVOS DE PALIER (CLAC CLAC AL DOBLAR),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Juntas homocinéticas o palieres dañados (58%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Juntas homocinéticas / Palieres - 58%):* El sonido característico es un ""clac-clac-clac"" rítmico y repetitiv",3949
CASE_088,f11_v2_case_088,2,aparte de eso tengo una fuga de aceite negra en el piso del motor,aparte de eso tengo una fuga de aceite negra en el piso del motor,completo,,,,NO_DTC,aparte de eso tengo una fuga de aceite negra en el piso del motor,MOTOR,0.5431,Baja presion de aceite o bomba de aceite defectuosa,Fuga en mangueras de intercooler o turbocompresor danado,Consumo de aceite por desgaste de anillos o retenes,Top1=0.543 | Top2=0.297 | Top3=0.160,aparte de eso tengo una fuga de aceite negra en el piso del motor,"PROCEDIMIENTO: DIAGNÓSTICO DE TURBOCOMPRESOR, VÁLVULA WASTEGATE Y PRESIÓN DE SOBREALIMENTACIÓN BOOST (DTC P0299 / P0234)",🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal (54%):** Baja presión de aceite o bomba de aceite defectuosa. * **Diagnóstico Diferencial:**    - La *Hipótesis Principal* apunta a un problema en el circuito de lubricación debido a la presencia de aceite negro en ,3834
CASE_089,f11_v2_case_089,1,la luz de reversa no prende,presenta motor no arranca.,inicio,motor_arranca:NO; sintoma_motor_no_arranca:motor no arranca,,,NO_DTC,presenta motor no arranca.,ELECTRICO,0.5702,Bateria descargada o bornes sulfatados,Inyectores sucios o filtro de combustible obstruido,Falla en bujias o bobinas de encendido (misfire),Top1=0.570 | Top2=0.279 | Top3=0.150,presenta motor no arranca.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Batería descargada o bornes sulfatados (57%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Batería/Bornes - 57%):* Se manifiesta con un motor que no gira o gira muy lento al accionar la llave, acompañ",1
CASE_089,f11_v2_case_089,2,nuevo problema: me quedé sin frenos el pedal se va al fondo,nuevo problema: me quedé sin frenos el pedal se va al fondo,completo,,,,NO_DTC,nuevo problema: me quedé sin frenos el pedal se va al fondo,FRENOS,0.8028,Fuga hidraulica o aire en el sistema de frenos,Falla en sistema de frenado regenerativo (EV / Hibridos),Desgaste de pastillas y zapatas de freno,Top1=0.803 | Top2=0.128 | Top3=0.069,nuevo problema: me quedé sin frenos el pedal se va al fondo,PROCEDIMIENTO: DIAGNÓSTICO DEL SISTEMA DE FRENADO REGENERATIVO Y SERVOFRENO ELECTROHIDRÁULICO (EV / HÍBRIDOS),"🛑 **ADVERTENCIA CRÍTICA DE SEGURIDAD: NO CONDUCIR EL VEHÍCULO** Existe riesgo inminente de pérdida total del sistema de frenos por falla hidráulica severa. Por su seguridad, inmovilice el vehículo de inmediato y solicite traslado en grúa para inspección profesional. Bajo ninguna circunstancia intent",4741
CASE_090,f11_v2_case_090,1,el claxon no suena,el claxon no suena,inicio,,,,NO_DTC,el claxon no suena,MOTOR,0.0000,Consulta fuera del alcance automotriz,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_090,f11_v2_case_090,2,otra falla: sale humo blanco dulce por el escape y consume refrigerante,otra falla: sale vapor blanco consume refrigerante posible empaque de culata,completo,,,,NO_DTC,otra falla: sale vapor blanco consume refrigerante posible empaque de culata,MOTOR,0.6664,Empaque de culata soplado o danado,Fuga en mangueras de refrigerante o radiador picado,Falla en bujias o bobinas de encendido (misfire),Top1=0.666 | Top2=0.217 | Top3=0.117,otra falla: sale vapor blanco consume refrigerante posible empaque de culata,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE EMPAQUE DE CULATA (HUMO BLANCO / SOBRECALENTAMIENTO / DTC P0217),PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Empaque de culata soplado o dañado (66%). - **Diagnóstico Diferencial:** Es necesario contrastar la hipótesis principal con las alternativas del anál,2595
CASE_091,f11_v2_case_091,1,las llantas vibran a 100,las llantas vibran a 100,completo,condicion_operacion:en carretera a velocidad,,,NO_DTC,las llantas vibran a 100,SUSPENSION_CHASIS,0.9971,Llantas desbalanceadas o desalineadas,Discos de freno alabeados o desgastados,Limpiaparabrisas o motor pluma quemado,Top1=0.997 | Top2=0.033 | Top3=0.017,las llantas vibran a 100,PROCEDIMIENTO: BALANCEO DINÁMICO DE RUEDAS EN EQUILIBRADORA Y ALINEACIÓN LÁSER DE DIRECCIÓN (VIBRACIÓN A VELOCIDAD DE CRUCERO / JALONEO LATERAL),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Llantas desbalanceadas o desalineadas (99%). La vibración reportada a los 100 km/h es el síntoma clásico de un desequilibrio en el conjunto rueda/neumático o de ángulos de dirección fuera de especificación. - **Di,3764
CASE_091,f11_v2_case_091,2,eso era balanceo ya lo arreglé. Ahora: no arranca el auto solo suena clac,"presenta chasquido de arranque clac, motor no arranca. en carretera a velocidad.",completo,condicion_operacion:en carretera a velocidad; motor_arranca:NO; sintoma_chasquido_de_arranque_clac:chasquido de arranque clac; sintoma_motor_no_arranca:motor no arranca,,,NO_DTC,"presenta chasquido de arranque clac, motor no arranca. en carretera a velocidad.",ELECTRICO,0.6212,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Bateria descargada o bornes sulfatados,Juntas homocineticas o palieres danados,Top1=0.621 | Top2=0.246 | Top3=0.133,"presenta chasquido de arranque clac, motor no arranca. en carretera a velocidad.","PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE",🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal (62%):** Falla en el motor de arranque o solenoide defectuoso (caracterizado por un 'clac' seco o desgaste de carbones). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Arrancador / Solenoide) vs. Diferenci,3838
CASE_092,f11_v2_case_092,1,Chevrolet Sail 2018,chevrolet sail 2018,completo,marca:Chevrolet; anio:2018; modelo:Sail,,,NO_DTC,chevrolet sail 2018,SUSPENSION_CHASIS,0.4837,Llantas desbalanceadas o desalineadas,Falla electrica del cierre centralizado o actuador de puerta,Bomba de gasolina quemada o con baja presion,Top1=0.484 | Top2=0.336 | Top3=0.181,chevrolet sail 2018,PROCEDIMIENTO: DIAGNOSTICO Y REPARACION DE CIERRE CENTRALIZADO Y ACTUADOR ELECTRICO DE PUERTA (CARROCERIA_001),PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Chevrolet Sail 2018 | Placa: N/A  ---  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  *   **Hipótesis Principal (48%):** Llantas desbalanceadas o desalineadas. *   **Diagnóstico Diferencial:**      *   *Hipótesis Principal (Llantas desbalanceada,4132
CASE_092,f11_v2_case_092,2,pierde fuerza,Chevrolet Sail año 2018. presenta pérdida de potencia.,esperando_autopregunta,marca:Chevrolet; anio:2018; modelo:Sail; sintoma_pérdida_de_potencia:pérdida de potencia,,,NO_DTC,Chevrolet Sail año 2018. presenta pérdida de potencia.,MOTOR,0.6065,Falla en bujias o bobinas de encendido (misfire),Bomba de gasolina quemada o con baja presion,Inyectores sucios o filtro de combustible obstruido,Top1=0.607 | Top2=0.292 | Top3=0.051,NOT_AVAILABLE,NOT_AVAILABLE,"🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobinas de encendido) — 61% • 2️⃣ Falta de potencia en alta, se ahoga en subida o zumba fuerte el tanque de combustible (Bomba de combust",30
CASE_092,f11_v2_case_092,3,en subida,Chevrolet Sail año 2018. presenta pérdida de potencia.,completo,marca:Chevrolet; anio:2018; modelo:Sail; sintoma_pérdida_de_potencia:pérdida de potencia,,,NO_DTC,Chevrolet Sail año 2018. presenta pérdida de potencia.,MOTOR,0.6065,Falla en bujias o bobinas de encendido (misfire),Bomba de gasolina quemada o con baja presion,Inyectores sucios o filtro de combustible obstruido,Top1=0.607 | Top2=0.256 | Top3=0.138,Chevrolet Sail año 2018. presenta pérdida de potencia.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Chevrolet Sail 2018 | Placa: N/A  ---  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  *   **Hipótesis Principal:** Falla en bujías o bobinas de encendido (*misfire*) (60%). *   **Diagnóstico Diferencial:**      *   *Hipótesis Principal (Bujías/B,3963
CASE_092,f11_v2_case_092,4,con el aire acondicionado encendido,Chevrolet Sail año 2018. presenta pérdida de potencia. con A/C encendido.,completo,marca:Chevrolet; anio:2018; modelo:Sail; sintoma_pérdida_de_potencia:pérdida de potencia; modificador_ac:A/C encendido,,,NO_DTC,Chevrolet Sail año 2018. presenta pérdida de potencia. con A/C encendido.,MOTOR,0.8870,Falla en bujias o bobinas de encendido (misfire),Bomba de gasolina quemada o con baja presion,Consumo de aceite por desgaste de anillos o retenes,Top1=0.887 | Top2=0.073 | Top3=0.040,Chevrolet Sail año 2018. presenta pérdida de potencia. con A/C encendido.,PROCEDIMIENTO: DIAGNOSTICO DE SISTEMA COMMON RAIL DIESEL Y BOMBA DE ALTA PRESION (COMBUSTIBLE_005),"PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Chevrolet Sail 2018 | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en bujías o bobinas de encendido (misfire) (88%). Al encender el A/C, el motor sufre una demanda de carga adicional que acentúa las ",3556
CASE_093,f11_v2_case_093,1,"Hola, tengo otro problema con mi carro. Cuando enciendo el aire acondicionado sí sale aire por las rejillas, pero no enfría casi nada. Cuando voy manejando parece enfriar un poquito más, pero cuando me detengo en un semáforo vuelve a salir casi a temperatura ambiente. El motor funciona normal y no tengo ninguna luz de advertencia encendida. No he revisado nada todavía.",presenta aire acondicionado no enfría / sale aire caliente. deja de enfriar detenido en semáforo.,completo,sintoma_climatizacion:aire acondicionado no enfría / sale aire caliente; condicion_operacion:deja de enfriar detenido en semáforo; sintoma_falla_de_climatización___aire_acondicionado_no_enfría:falla de climatización / aire acondicionado no enfría,funcionamiento_motor:motor funciona normal; sintoma_testigo_check_engine:testigo check engine,revision_previa:ninguna revisión previa,NO_DTC,presenta aire acondicionado no enfría / sale aire caliente. deja de enfriar detenido en semáforo.,CLIMATIZACION,1.0000,Falla en compresor de aire acondicionado o fuga de gas R134a,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),Top1=1.000 | Top2=0.033 | Top3=0.017,presenta aire acondicionado no enfría / sale aire caliente. deja de enfriar detenido en semáforo.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en compresor de aire acondicionado o fuga de gas R134a (100%). La pérdida de enfriamiento al estar detenido en el semáforo indica comúnmente una deficiencia en la transferencia térmica del condensador (falta,3505
CASE_094,f11_v2_case_094,1,revisé los inyectores,revisé los inyectores,completo,,,,NO_DTC,revisé los inyectores,MOTOR,0.8502,Inyectores sucios o filtro de combustible obstruido,Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Top1=0.850 | Top2=0.097 | Top3=0.052,revisé los inyectores,PROCEDIMIENTO: DIAGNÓSTICO DE BAJA PRESIÓN EN RIEL DE COMBUSTIBLE (DTC P0087),PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Inyectores sucios o filtro de combustible obstruido (85%). - **Diagnóstico Diferencial:**    - **Hipótesis Principal (Inyectores sucios / Filtro obst,2892
CASE_094,f11_v2_case_094,2,tengo otro problema: el alternador no carga,tengo otro problema: el alternador no carga,completo,,,,NO_DTC,tengo otro problema: el alternador no carga,ELECTRICO,0.9764,Alternador defectuoso o placa de diodos quemada,Bateria descargada o bornes sulfatados,Fuga parasita de corriente en reposo (consumo nocturno de bateria),Top1=0.976 | Top2=0.033 | Top3=0.017,tengo otro problema: el alternador no carga,"PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)",🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Alternador defectuoso o placa de diodos quemada (97%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Alternador defectuoso o placa de diodos quemada - 97%):* Se manifiesta cuando el sistema no genera l,2676
CASE_095,f11_v2_case_095,1,hace ruido de frenos,hace ruido de frenos,completo,,,,NO_DTC,hace ruido de frenos,FRENOS,0.5546,Desgaste de pastillas y zapatas de freno,Fuga hidraulica o aire en el sistema de frenos,Falla en sistema de frenado regenerativo (EV / Hibridos),Top1=0.555 | Top2=0.290 | Top3=0.156,hace ruido de frenos,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Desgaste de pastillas y zapatas de freno (55%). * **Diagnóstico Diferencial:**    - *Hipótesis Principal (55%):* El ruido reportado es un chillido agudo metálico, indicio claro del rozamiento del indicador mecáni",3113
CASE_095,f11_v2_case_095,2,"olvida eso, ahora la dirección se puso dura como piedra","hace ruido de frenos olvida eso, ahora la dirección se puso dura como piedra",completo,,,,NO_DTC,"hace ruido de frenos olvida eso, ahora la dirección se puso dura como piedra",SUSPENSION_CHASIS,0.4913,Cremallera de direccion asistida con holgura o fuga,Falla en servofreno (booster) o linea de vacio,Amortiguadores reventados o bujes de suspension gastados,Top1=0.491 | Top2=0.331 | Top3=0.178,"hace ruido de frenos olvida eso, ahora la dirección se puso dura como piedra","PROCEDIMIENTO: COMPROBACIÓN DE VACÍO, VÁLVULA CHECK Y RETENCIÓN DEL SERVOFRENO BOOSTER",🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Cremallera de dirección asistida con holgura o fuga (49%). - **Diagnóstico Diferencial:**    Aunque la estadística sitúa a la cremallera de dirección como la hipótesis principal debido al síntoma de dirección rígi,3935
CASE_096,f11_v2_case_096,1,se apaga en caliente,presenta apagado de motor. ocurre en caliente.,esperando_autopregunta,temperatura:caliente; sintoma_apagado_de_motor:apagado de motor,,,NO_DTC,presenta apagado de motor. ocurre en caliente.,MOTOR,0.4918,Baja presion de aceite o bomba de aceite defectuosa,Falla en bujias o bobinas de encendido (misfire),Inyectores sucios o filtro de combustible obstruido,Top1=0.492 | Top2=0.484 | Top3=0.011,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ Testigo de aceite encendido en rojo en ralentí con sonido metálico de taqués (Bomba / Presión de aceite) — 49% • 2️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobinas de encendido,42
CASE_096,f11_v2_case_096,2,eso ya quedó solucionado con sensor CKP nuevo. Ahora otra cosa: suena trac trac al doblar,presenta apagado de motor. ocurre en caliente.,esperando_aclaracion_sintoma,temperatura:caliente; sintoma_apagado_de_motor:apagado de motor,,,NO_DTC,presenta apagado de motor. ocurre en caliente.,MOTOR,0.0000,Descarte de opciones previas / Solicitud de aclaración técnica,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"🔍 Entendido, descartamos: Bomba / Presión de aceite, Bujías o bobinas de encendido, Inyectores / Filtro.  Para dar con el diagnóstico exacto: Por favor describe qué otro detalle o comportamiento específico nota en el vehículo (por ejemplo: ruidos particulares, cuándo comenzó la falla o qué ocurre ex",1
CASE_097,f11_v2_case_097,1,la luz interior no apaga,la luz interior no apaga,inicio,,,,NO_DTC,la luz interior no apaga,MOTOR,0.0000,Consulta fuera del alcance automotriz,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
