review_id,text,make,model,model_year,component_reported,candidate_label,content_type,text_quality,label_final,reviewer,review_status,confidence,observations
NHTSA-REV-081,"2018 Ford F-150 XLT Power Train / Transmission (10R80 10-Speed Automatic) ~100,000 miles (99,737) While accelerating, typically at neighborhood speeds, we sometimes get a hesitation/delay in shifting, which causes a pause and then a hard shift jerking forward, which makes it unreliable at times. Not getting any dashboard warning lights, and has had the transmission flushed at 80k miles by a Ford dealership. A Ford dealership diagnostic inspection confirmed an internal mechanical defect: a failure/migration of the internal Teflon-sealed sleeve on the CDF clutch drum. The dealership technician also noted harsh upshifting between gears 3 and 4, and harsh downshifting between gears 6 and 5. The sudden, unpredictable loss of power during low-speed acceleration creates an immediate safety hazard. It leaves the vehicle vulnerable to rear-end collisions when merging into moving traffic, navigating busy intersections, or pulling out onto roadways, as the truck fails to accelerate when commanded. Furthermore, the violent gear slamming can cause momentary loss of traction or driver distraction under low-grip road conditions. Researching, what we're experiencing is very common with the 10R80 transmission that we have, and documented in TSB 23-2152, and TSB 25-2126. From what I'm reading, Ford redesigned the CDF drum in 2023 to try and correct the manufacturing issue.",FORD,F-150,2018,POWER TRAIN,TRANSMISION,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-082,"My vehicles check engine light came on in the morning when starting the vehicle. It was a solid check engine light not flashing. I proceede to drive the vehicle and while pressing the accelerator the vehicle does not move. the engine done not connect immediatly, this is a hybrid vehicle so it attempts to use both the electrical and gas motors. The engin begins to rev very high and then after somewhere between 5-10 secounds of no power the vechicle jumps forward with the gas engine connecting. I attempt to put the vehicle into gas only mode, but this also does not work as this setting is turned off along with the electrical only mode. Other interior electronics are not working either. When attempting to drive to my local auto parts store to find out the codes for the check engine the vehicle shut off the gas engine preventing the vehicle from accelerating. Then seemingly randomly the engine will kick on and lurch the vehicle forward and then stop and turn off the gas engine again. The safty of myself and other are at risk because of the uncontrolable acceleration or loss of power randomly while driving. The problem has now been reproducable for multiple days. I have reported it to my dealership Bloomington Chrystler, Jeep, Dodge, Ram. And was told they do not have any appointments available and I should wait and should be safe to continue driving. Upon getting the codes from the auto parts store obd2 scanner I received 4 counts of the P0BEE code and 1 count of the P1ABC code. I informed my dealership of this and they told me that I should continue to drive it until my appointment and that they can assess it then. In the mean time I have lost power in the middle of intersections while attempting to drive through. I have lurched forward into crosswalks with pedestrians attempting to cross the street at stop signs and have lost power on streets when slowing down causing the vehicle to be unable to restart until coming to a complete stop and restarting.",JEEP,WRANGLER,2023,POWER TRAIN,TRANSMISION,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-083,"Car will lose power sporadically ,go into limp mode . Need to shut off ignition,restart and then fine till next time!",KIA,SORENTO,2021,POWER TRAIN,TRANSMISION,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-084,"Pulling out from a stop sign, a loud bang came from the transmission, and rear wheels momentarily locked up then truck acted like it was in neutral. Truck was able to drift to side of road. We called our GM dealer, and they told us that our warranty had expired. We had the truck towed to our certified repair shop. After review of truck, the mechanic called and said the output shaft of the transmission broke. The mechanic called GM and asked if there was any financial assistance for this problem and they said no. He ordered a transmission through GM, and we had to pay for transmission upfront. The amount was 6627.05. Since then as we researched, we found out that GM has a Goodwill assistance program that would have helped us had we known to take it to a GM dealer. With two phone calls, no one guided us on doing that. Our truck has only 38,000 miles on it and when I called GM, they said they would have been able to assist us if we had sent it to a GM dealer. We tried to explain that no one gave us that direction and now it is currently being repaired at our local garage. Can we get any assistance at all with this claim? We would appreciate any assistance you could provide for us. Thank you [XXX] and [XXX]",CHEVROLET,SILVERADO 2500,2021,POWER TRAIN,TRANSMISION,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-085,"Complete and sudden failure of Transmission involving the clutches (clutches are burned up inside the transmission). No warning or dash lights. Confirmed by mechanic and the solution is transmission [VIN_REDACTED] ($10,000). Car would not accelerate and began losing power on highway. After I exited the highway, the car would not engage gears and stopped accelerating resulting in having to push it out of the roadway and get it towed to my mechanic for diagnostic.",CHEVROLET,EQUINOX,2018,POWER TRAIN,TRANSMISION,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-086,"The contact owns a 2017 Ram 1500. The contact stated that after reversing out of the driveway and shifting into drive(D, and depressing the accelerator pedal, the rear axle fractured. The vehicle was towed to an independent mechanic, where it was diagnosed and determined that the differential pin retaining screw had backed out, causing the rear axle failure. The mechanic determined that the rear axle assembly needed to be replaced. The contact associated the failure with NHTSA Campaign Number: 17V198000 (Power Train). The manufacturer was notified of the failure by phone and referred the contact to the NHTSA Hotline for assistance. The failure mileage was 140,000.",RAM,1500,2017,POWER TRAIN,TRANSMISION,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-087,"The contact owns a 2022 Kia K5. The contact stated that while driving 50-55 MPH, the vehicle lost motive power and came to a complete stop in the middle of the roadway. The contact did not attempt to restart the vehicle. The contact activated the hazard lights; however, 20–30 minutes later, another vehicle struck the front passenger side of the vehicle near the front passenger’s side wheel. The contact sustained sharp lower back, hip, and left knee pain. The contact's boyfriend sustained lower back and right knee pain. A family member transported both occupants to the hospital, where medical attention was provided. The check engine warning light illuminated after the failure. A Police report was filed. The vehicle was towed to Custom Auto-Collision. The contact associated the failure with NHTSA Campaign Number: 22V760000 (Power Train). The dealer was notified of the failure by phone. The failure mileage was approximately 57,000.",KIA,K5,2022,POWER TRAIN,TRANSMISION,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-088,"Vehicle: 2022 Chrysler Pacifica Hybrid. Approximately 25,300 miles On Saturday 9/12/[ADDRESS_REDACTED]""Stop Safely, Vehicle Will Shut Off Soon"". When the message displayed the check engine light illuminated as well as the limp mode light. In limp mode the vehicle reduced speed rapidly and would not accelerate above [ADDRESS_REDACTED]24 hours and went off when I refueled the vehicle the next day. For the next week I drove at local speeds with no issues. On Saturday 9/19/26 the vehicle would not start. This is a plugin hybrid and was fully charged. The electric motor would not start, and the check engine light illuminated again. I turned the vehicle off/on 3 times to get it to start. I did my errand and returned home. When I returned home, I turned the vehicle off then on again and the check engine light cleared. On Tuesday 9/21/26 I dropped the vehicle off for service, getting there without issue. The dealership stated the transmission will need to be rebuilt. Problem code is P0A43-00. This is the SECOND transmission failure since ownership. I've had the vehicle serviced only at the dealer where purchased. The dealership confirmed the FIRST incident with the same problem code was diagnosed on 1/30/24. The transmission was replaced at this time. The van had 12,134 miles. The [ADDRESS_REDACTED]",CHRYSLER,PACIFICA,2022,POWER TRAIN,TRANSMISION,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-089,"NHTSA Vehicle Safety Complaint My 2025 Hyundai Santa Fe has a recurring problem when starting the vehicle. When I start the vehicle, the engine jumps abnormally. I have taken the vehicle to a Hyundai dealership multiple times specifically because of this problem. The condition continues to occur, but I have repeatedly been told that the dealership cannot find anything wrong and that they have to wait for a diagnostic code to appear before they can determine the cause. The vehicle has now developed an additional symptom. When I turn the vehicle off, it sometimes makes an abnormal prolonged gurgling/squeaking-type noise that continues for approximately 3-4 seconds. This shutdown noise is new and is occurring in addition to the recurring engine jumping during startup. No cause has been identified or repaired despite multiple dealership visits. I am concerned that an unidentified engine/powertrain problem is continuing and appears to be developing additional symptoms while I continue operating the vehicle. The vehicle remains available for inspection. I have also experienced problems with both middle-row seats not properly retracting/folding. I reported the problem to the dealership, but only one side was addressed. A component from the back of one seat has also detached. The detached component and vehicle remain available for inspection. I am reporting these conditions because they have continued despite repeated attempts to obtain diagnosis and repair. I do not know the underlying cause, and the dealership has not identified one. Its becoming worse then before so something is wrong.",HYUNDAI,SANTA FE,2025,POWER TRAIN,TRANSMISION,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-090,"I am submitting a formal complaint regarding my recent experience with Tesla service, involving repeated failed repair attempts, inaccurate representations that the vehicle was ready for pickup, and unprofessional conduct by the service manager, Kris. I initially brought my vehicle in for service due to a critical error. After being notified that the vehicle was ready for pickup, I arrived and discovered a fluid leak underneath the vehicle. The vehicle had to be taken back in for further inspection, resulting in a wasted trip. I was later notified again that the vehicle was ready. I returned, and at that time the vehicle presented a new alert (“Trailer functionality may be unavailable”), which had never appeared prior to service. Due to this, I left the vehicle again for additional work. Following this, I had a phone conversation with the service manager regarding the ongoing issues. During that call, I explicitly asked that the call not be ended while I was addressing the situation. Despite that, the call was ended. This conduct is unacceptable, particularly given the repeated service failures and the time and inconvenience this situation has already caused. After that, I received another email directly from the service manager confirming that the vehicle was ready for pickup. I returned for a fourth time based on that representation. Upon arrival, I was told that I was “misunderstanding” and that when the vehicle is marked as ready for pickup, it does not necessarily mean that the issue has been resolved. This is completely unacceptable and contradicts any reasonable expectation of what “ready for pickup” represents—especially when that representation is being made directly by management. As a result of this, I ultimately left the service center with a vehicle that still had active issues and unresolved alerts present. Being placed in a position where I had to take possession of a vehicle that was not fully repaired is unacceptable and raises serious concerns",TESLA,CYBERTRUCK,2024,POWER TRAIN,TRANSMISION,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
