id_grupo,tamano,clase_objetivo,n_clases_distintas,split_asignado,ejemplo_texto
G-ORIG-2596,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,"El motor funciona perfecto en seco, pero falla y se pone rough cuando llueve o hay humedad alta."
G-ORIG-2597,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,"El motor funciona perfecto en seco, pero falla y se pone rough cuando llueve o hay humedad alta. falla solo lluvia"
G-ORIG-2598,1,Cuerpo de aceleracion o valvula IAC sucia,1,TRAIN,"Ralentí muy inestable, sube y baja, y a veces se apaga en semáforos."
G-ORIG-2599,1,Cuerpo de aceleracion o valvula IAC sucia,1,DEV,"Ralentí muy inestable, sube y baja, y a veces se apaga en semáforos. ralenti inestable apaga"
G-ORIG-2600,1,Faja o cadena de distribucion destensada o con salto de punto,1,TRAIN,Ruido fuerte de cadena al arrancar en frío. Dura 3-5 segundos y desaparece.
G-ORIG-2601,1,Faja o cadena de distribucion destensada o con salto de punto,1,DEV,Ruido fuerte de cadena al arrancar en frío. Dura 3-5 segundos y desaparece. ruido cadena frio
G-ORIG-2602,1,Disco de embrague desgastado o patinando,1,DEV,El embrague patina cuando se acelera fuerte con carga (subida o varios pasajeros).
G-ORIG-2603,1,Disco de embrague desgastado o patinando,1,TRAIN,El embrague patina cuando se acelera fuerte con carga (subida o varios pasajeros). patina con carga
G-ORIG-2604,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,Luces se ponen tenues y voltaje bajo solo mientras el auto está en marcha.
G-ORIG-2605,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,Luces se ponen tenues y voltaje bajo solo mientras el auto está en marcha. luces tenues manejo
G-ORIG-2606,1,Discos de freno alabeados o desgastados,1,TRAIN,Vibración fuerte en el pedal y volante únicamente al frenar desde alta velocidad.
G-ORIG-2607,1,Discos de freno alabeados o desgastados,1,TRAIN,Vibración fuerte en el pedal y volante únicamente al frenar desde alta velocidad. vibracion solo frenar
G-ORIG-2608,1,Falla en compresor de aire acondicionado o fuga de gas R134a,1,DEV,El A/C enfría bien al principio y después de 10-15 minutos deja de enfriar.
G-ORIG-2609,1,Falla en compresor de aire acondicionado o fuga de gas R134a,1,TRAIN,El A/C enfría bien al principio y después de 10-15 minutos deja de enfriar. enfria y deja
G-ORIG-2610,1,Falla en termostato o motoventilador de radiador,1,TRAIN,En frío extremo cuesta arrancar y el ralentí queda muy alto varios minutos.
G-ORIG-2611,1,Falla en termostato o motoventilador de radiador,1,DEV,En frío extremo cuesta arrancar y el ralentí queda muy alto varios minutos. arranque frio dificil
G-ORIG-2612,1,Baja presion de aceite o bomba de aceite defectuosa,1,DEV,Golpeteo grave y profundo en la parte baja del motor. Aumenta con las rpm. Muy preocupante.
G-ORIG-2613,1,Baja presion de aceite o bomba de aceite defectuosa,1,TRAIN,Golpeteo grave y profundo en la parte baja del motor. Aumenta con las rpm. Muy preocupante. golpeteo grave
G-ORIG-2614,1,Bomba de gasolina quemada o con baja presion,1,TRAIN,"Zumbido muy fuerte desde el área del tanque, especialmente al acelerar o con poca gasolina."
G-ORIG-2615,1,Bomba de gasolina quemada o con baja presion,1,DEV,"Zumbido muy fuerte desde el área del tanque, especialmente al acelerar o con poca gasolina. zumbido tanque fuerte"
G-ORIG-2616,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,"Código específico de un cilindro (P0301, P0303, etc.) + vibración en ese cilindro."
G-ORIG-2617,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,"Código específico de un cilindro (P0301, P0303, etc.) + vibración en ese cilindro. codigo P030X"
G-ORIG-2618,1,Amortiguadores reventados o bujes de suspension gastados,1,TRAIN,"La dirección se siente vagante, el auto no mantiene bien la trayectoria en recta."
G-ORIG-2619,1,Amortiguadores reventados o bujes de suspension gastados,1,TRAIN,"La dirección se siente vagante, el auto no mantiene bien la trayectoria en recta. direccion vagante"
G-ORIG-2620,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,Olor intenso a huevo podrido (azufre) al acelerar. Check Engine suele estar encendido.
G-ORIG-2621,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,Olor intenso a huevo podrido (azufre) al acelerar. Check Engine suele estar encendido. olor huevo podrido
G-ORIG-2622,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,Parpadeo irregular de luces delanteras y tablero mientras se maneja.
G-ORIG-2623,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,Parpadeo irregular de luces delanteras y tablero mientras se maneja. parpadeo irregular
G-ORIG-2624,1,Desgaste de pastillas y zapatas de freno,1,TRAIN,Chillido agudo constante al frenar (incluso suave). chillido constante
G-ORIG-2625,1,Fuga en mangueras de refrigerante o radiador picado,1,DEV,"Se pierde refrigerante de forma constante. No se ven fugas grandes, solo manchas."
G-ORIG-2626,1,Fuga en mangueras de refrigerante o radiador picado,1,DEV,"Se pierde refrigerante de forma constante. No se ven fugas grandes, solo manchas. perdida refrigerante"
G-ORIG-2627,1,Rodajes de caja mecanica o diferencial gastados,1,TRAIN,Aullido que crece claramente con la velocidad. Más evidente en carretera.
G-ORIG-2628,1,Rodajes de caja mecanica o diferencial gastados,1,TRAIN,Aullido que crece claramente con la velocidad. Más evidente en carretera. aullido velocidad
G-ORIG-2629,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Entra en modo de emergencia (potencia muy reducida) y Check Engine encendido.
G-ORIG-2630,1,Falla en bujias o bobinas de encendido (misfire),1,DEV,Entra en modo de emergencia (potencia muy reducida) y Check Engine encendido. modo emergencia
G-ORIG-2631,1,Cuerpo de aceleracion o valvula IAC sucia,1,TRAIN,Silbido agudo que varía con las revoluciones. Se escucha más al acelerar.
G-ORIG-2632,1,Cuerpo de aceleracion o valvula IAC sucia,1,TRAIN,Silbido agudo que varía con las revoluciones. Se escucha más al acelerar. silbido admision
G-ORIG-2633,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,Consumo de gasolina mucho más alto de lo normal sin códigos de falla evidentes.
G-ORIG-2634,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,Consumo de gasolina mucho más alto de lo normal sin códigos de falla evidentes. consumo elevado
G-ORIG-2635,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Funciona bien en frío. Cuando alcanza temperatura normal empieza a fallar y vibrar.
G-ORIG-2636,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Funciona bien en frío. Cuando alcanza temperatura normal empieza a fallar y vibrar. falla en caliente
G-ORIG-2637,1,Falla en bombin o bomba hidraulica de embrague,1,DEV,Ruido de zumbido o ronroneo que aparece solo cuando se pisa el embrague.
G-ORIG-2638,1,Falla en bombin o bomba hidraulica de embrague,1,DEV,Ruido de zumbido o ronroneo que aparece solo cuando se pisa el embrague. ruido solo pisado
G-ORIG-2639,1,Bateria descargada o bornes sulfatados,1,TRAIN,Arranque lento y pesado aunque la batería está en buen estado y bien cargada.
G-ORIG-2640,1,Bateria descargada o bornes sulfatados,1,DEV,Arranque lento y pesado aunque la batería está en buen estado y bien cargada. arranque lento bateria ok
G-ORIG-2641,1,Desgaste de pastillas y zapatas de freno,1,TRAIN,Al frenar el auto se desvía de forma consistente hacia un lado.
G-ORIG-2642,1,Desgaste de pastillas y zapatas de freno,1,TRAIN,Al frenar el auto se desvía de forma consistente hacia un lado. desvia al frenar
G-ORIG-2643,1,Falla en compresor de aire acondicionado o fuga de gas R134a,1,TRAIN,"Olor fuerte a moho o humedad al encender el A/C, especialmente los primeros minutos."
G-ORIG-2644,1,Falla en compresor de aire acondicionado o fuga de gas R134a,1,DEV,"Olor fuerte a moho o humedad al encender el A/C, especialmente los primeros minutos. olor moho fuerte"
G-ORIG-2645,1,Cuerpo de aceleracion o valvula IAC sucia,1,DEV,El motor se queda en ralentí alto varios segundos después de soltar el acelerador.
G-ORIG-2646,1,Cuerpo de aceleracion o valvula IAC sucia,1,TRAIN,El motor se queda en ralentí alto varios segundos después de soltar el acelerador. ralenti queda alto
G-ORIG-2647,1,Faja o cadena de distribucion destensada o con salto de punto,1,TRAIN,Ruido de cadena más largo de lo normal al arrancar en frío (más de 5 segundos).
G-ORIG-2648,1,Faja o cadena de distribucion destensada o con salto de punto,1,TRAIN,Ruido de cadena más largo de lo normal al arrancar en frío (más de 5 segundos). ruido cadena frio largo
G-ORIG-2649,1,Cremallera de direccion asistida con holgura o fuga,1,TRAIN,Dirección excesivamente pesada a baja velocidad. Mejora poco al ganar velocidad.
G-ORIG-2650,1,Cremallera de direccion asistida con holgura o fuga,1,TRAIN,Dirección excesivamente pesada a baja velocidad. Mejora poco al ganar velocidad. direccion muy pesada
G-ORIG-2651,1,Llantas desbalanceadas o desalineadas,1,TRAIN,Vibración clara en un rango de velocidad específico (ejemplo 95-115 km/h).
G-ORIG-2652,1,Llantas desbalanceadas o desalineadas,1,TRAIN,Vibración clara en un rango de velocidad específico (ejemplo 95-115 km/h). vibracion especifica
G-ORIG-2653,1,Inyectores sucios o filtro de combustible obstruido,1,TRAIN,Al acelerar fuerte se ahoga un instante y después pega un jalón. Más notorio en 1ra y 2da.
G-ORIG-2654,1,Inyectores sucios o filtro de combustible obstruido,1,TRAIN,Al acelerar fuerte se ahoga un instante y después pega un jalón. Más notorio en 1ra y 2da. ahogo y jalon
G-ORIG-2655,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Falla clara de un solo cilindro con código P030X correspondiente.
G-ORIG-2656,1,Falla en bujias o bobinas de encendido (misfire),1,DEV,Falla clara de un solo cilindro con código P030X correspondiente. falla un cilindro
G-ORIG-2657,1,Empaque de culata soplado o danado,1,TRAIN,Humo blanco constante con olor dulce. Baja el refrigerante sin fugas externas.
G-ORIG-2658,1,Empaque de culata soplado o danado,1,TRAIN,Humo blanco constante con olor dulce. Baja el refrigerante sin fugas externas. humo blanco olor dulce
G-ORIG-2659,1,Bateria descargada o bornes sulfatados,1,TRAIN,Al girar la llave no hay ninguna respuesta eléctrica (ni luces ni click).
G-ORIG-2660,1,Bateria descargada o bornes sulfatados,1,TRAIN,Al girar la llave no hay ninguna respuesta eléctrica (ni luces ni click). sin respuesta llave
G-ORIG-2661,1,Discos de freno alabeados o desgastados,1,TRAIN,Vibración intensa en volante y pedal al frenar desde más de 100 km/h.
G-ORIG-2662,1,Discos de freno alabeados o desgastados,1,TRAIN,Vibración intensa en volante y pedal al frenar desde más de 100 km/h. vibracion alta velocidad frenado
G-ORIG-2663,1,Falla en termostato o motoventilador de radiador,1,TRAIN,La temperatura del motor se mantiene muy baja y el calefactor casi no calienta.
G-ORIG-2664,1,Falla en termostato o motoventilador de radiador,1,TRAIN,La temperatura del motor se mantiene muy baja y el calefactor casi no calienta. temperatura muy baja
G-ORIG-2665,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,"Olor a gasolina, posible humo negro y consumo alto. Check Engine frecuentemente encendido."
G-ORIG-2666,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,"Olor a gasolina, posible humo negro y consumo alto. Check Engine frecuentemente encendido. mezcla rica humo"
G-ORIG-2667,1,Consumo de aceite por desgaste de anillos o retenes,1,TRAIN,Consumo de aceite notable pero el escape se mantiene limpio (sin humo azul evidente).
G-ORIG-2668,1,Consumo de aceite por desgaste de anillos o retenes,1,TRAIN,Consumo de aceite notable pero el escape se mantiene limpio (sin humo azul evidente). consumo aceite limpio
G-ORIG-2669,1,Falta o degradacion de aceite de caja de cambios,1,TRAIN,Los cambios están duros y difíciles solo en frío. Al calentar mejoran bastante.
G-ORIG-2670,1,Falta o degradacion de aceite de caja de cambios,1,DEV,Los cambios están duros y difíciles solo en frío. Al calentar mejoran bastante. cambios duros frio
G-ORIG-2671,1,Rodajes de caja mecanica o diferencial gastados,1,DEV,Ronroneo o zumbido que crece de forma proporcional a la velocidad del vehículo.
G-ORIG-2672,1,Rodajes de caja mecanica o diferencial gastados,1,TRAIN,Ronroneo o zumbido que crece de forma proporcional a la velocidad del vehículo. ronroneo creciente
G-ORIG-2673,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Vibración y pérdida de potencia al acelerar cuando el motor ya está caliente. En frío casi no se nota.
G-ORIG-2674,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Vibración y pérdida de potencia al acelerar cuando el motor ya está caliente. En frío casi no se nota. vibracion perdida potencia caliente
G-ORIG-2675,1,Inyectores sucios o filtro de combustible obstruido,1,TRAIN,"Arranca bien en frío. Después de calentar y apagarlo 20-40 min, cuesta mucho arrancar y huele fuerte a gasolina."
G-ORIG-2676,1,Inyectores sucios o filtro de combustible obstruido,1,TRAIN,"Arranca bien en frío. Después de calentar y apagarlo 20-40 min, cuesta mucho arrancar y huele fuerte a gasolina. arranque dificil olor gasolina caliente"
G-ORIG-2677,1,Cuerpo de aceleracion o valvula IAC sucia,1,DEV,Tironeo molesto en aceleración parcial (no a fondo). A veces enciende Check Engine.
G-ORIG-2678,1,Cuerpo de aceleracion o valvula IAC sucia,1,DEV,Tironeo molesto en aceleración parcial (no a fondo). A veces enciende Check Engine. tironeo aceleracion parcial
G-ORIG-2679,1,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),1,DEV,Cascabeleo metálico solo con el motor caliente y bajo carga.
G-ORIG-2680,1,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),1,TRAIN,Cascabeleo metálico solo con el motor caliente y bajo carga. cascabeleo caliente
G-ORIG-2681,1,Bateria descargada o bornes sulfatados,1,TRAIN,Solo hace click al girar la llave y no arranca. Luces del tablero normales.
G-ORIG-2682,1,Bateria descargada o bornes sulfatados,1,TRAIN,Solo hace click al girar la llave y no arranca. Luces del tablero normales. click sin arrancar
G-ORIG-2683,1,Fuga hidraulica o aire en el sistema de frenos,1,TRAIN,Pedal de freno esponjoso que se hunde si se mantiene presionado.
G-ORIG-2684,1,Fuga hidraulica o aire en el sistema de frenos,1,TRAIN,Pedal de freno esponjoso que se hunde si se mantiene presionado. pedal esponjoso
G-ORIG-2685,1,Falla en termostato o motoventilador de radiador,1,TRAIN,Se calienta solo en tráfico lento. En carretera la temperatura es normal.
G-ORIG-2686,1,Falla en termostato o motoventilador de radiador,1,DEV,Se calienta solo en tráfico lento. En carretera la temperatura es normal. calienta en ciudad
G-ORIG-2687,1,Consumo de aceite por desgaste de anillos o retenes,1,TRAIN,Humo azul al acelerar y consumo elevado de aceite.
G-ORIG-2688,1,Consumo de aceite por desgaste de anillos o retenes,1,TRAIN,Humo azul al acelerar y consumo elevado de aceite. humo azul consumo aceite
G-ORIG-2689,1,Juntas homocineticas o palieres danados,1,TRAIN,Clic claro al girar el volante a tope (maniobras de estacionamiento).
G-ORIG-2690,1,Juntas homocineticas o palieres danados,1,DEV,Clic claro al girar el volante a tope (maniobras de estacionamiento). clic al girar
G-ORIG-2691,1,Llantas desbalanceadas o desalineadas,1,TRAIN,Vibración en el volante entre 90 y 110 km/h aproximadamente.
G-ORIG-2692,1,Llantas desbalanceadas o desalineadas,1,TRAIN,Vibración en el volante entre 90 y 110 km/h aproximadamente. vibracion 90 110
G-ORIG-2693,1,Bomba de gasolina quemada o con baja presion,1,TRAIN,Falta de potencia evidente en subidas o con el auto cargado. Empeora con poca gasolina.
G-ORIG-2694,1,Bomba de gasolina quemada o con baja presion,1,TRAIN,Falta de potencia evidente en subidas o con el auto cargado. Empeora con poca gasolina. falta potencia subida
G-ORIG-2695,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Falla solo cuando hay lluvia o humedad alta. En seco funciona perfecto.
G-ORIG-2696,1,Falla en bujias o bobinas de encendido (misfire),1,DEV,Falla solo cuando hay lluvia o humedad alta. En seco funciona perfecto. falla humedad
G-ORIG-2697,1,Cuerpo de aceleracion o valvula IAC sucia,1,TRAIN,"Ralentí muy inestable, sube y baja, a veces se apaga en semáforos."
G-ORIG-2698,1,Cuerpo de aceleracion o valvula IAC sucia,1,TRAIN,"Ralentí muy inestable, sube y baja, a veces se apaga en semáforos. ralenti inestable"
G-ORIG-2699,1,Faja o cadena de distribucion destensada o con salto de punto,1,DEV,Ruido fuerte de cadena al arrancar en frío. Desaparece a los pocos segundos.
G-ORIG-2700,1,Faja o cadena de distribucion destensada o con salto de punto,1,TRAIN,Ruido fuerte de cadena al arrancar en frío. Desaparece a los pocos segundos. ruido cadena frio
G-ORIG-2701,1,Disco de embrague desgastado o patinando,1,TRAIN,El embrague patina al acelerar fuerte con carga (subidas o pasajeros).
G-ORIG-2702,1,Disco de embrague desgastado o patinando,1,TRAIN,El embrague patina al acelerar fuerte con carga (subidas o pasajeros). patina carga
G-ORIG-2703,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,Luces tenues y voltaje bajo solo mientras el vehículo está en marcha.
G-ORIG-2704,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,Luces tenues y voltaje bajo solo mientras el vehículo está en marcha. luces tenues marcha
G-ORIG-2705,2,Discos de freno alabeados o desgastados,1,TRAIN,Vibración fuerte en pedal y volante al frenar desde alta velocidad.
G-ORIG-2706,1,Discos de freno alabeados o desgastados,1,TRAIN,Vibración fuerte en pedal y volante al frenar desde alta velocidad. vibracion frenado
G-ORIG-2707,1,Falla en compresor de aire acondicionado o fuga de gas R134a,1,TRAIN,Enfría bien al inicio y después de rato deja de enfriar.
G-ORIG-2708,1,Falla en compresor de aire acondicionado o fuga de gas R134a,1,TRAIN,Enfría bien al inicio y después de rato deja de enfriar. enfria y para
G-ORIG-2709,1,Falla en termostato o motoventilador de radiador,1,TRAIN,En mañanas frías cuesta arrancar y el ralentí queda muy alto.
G-ORIG-2710,1,Falla en termostato o motoventilador de radiador,1,TRAIN,En mañanas frías cuesta arrancar y el ralentí queda muy alto. arranque frio
G-ORIG-2711,1,Baja presion de aceite o bomba de aceite defectuosa,1,DEV,Golpeteo grave y profundo en la parte baja del motor. Aumenta con rpm.
G-ORIG-2712,1,Baja presion de aceite o bomba de aceite defectuosa,1,TRAIN,Golpeteo grave y profundo en la parte baja del motor. Aumenta con rpm. golpeteo grave
G-ORIG-2713,1,Bomba de gasolina quemada o con baja presion,1,DEV,"Zumbido fuerte desde el tanque, especialmente al acelerar o con poca gasolina."
G-ORIG-2714,1,Bomba de gasolina quemada o con baja presion,1,DEV,"Zumbido fuerte desde el tanque, especialmente al acelerar o con poca gasolina. zumbido tanque"
G-ORIG-2715,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Código de falla de un cilindro específico + vibración.
G-ORIG-2716,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Código de falla de un cilindro específico + vibración. codigo P030X
G-ORIG-2717,1,Amortiguadores reventados o bujes de suspension gastados,1,TRAIN,"Dirección vagante, el auto no mantiene bien la línea recta."
G-ORIG-2718,1,Amortiguadores reventados o bujes de suspension gastados,1,TRAIN,"Dirección vagante, el auto no mantiene bien la línea recta. direccion vagante"
G-ORIG-2719,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,Olor fuerte a huevo podrido al acelerar. Check Engine suele estar on.
G-ORIG-2720,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,Olor fuerte a huevo podrido al acelerar. Check Engine suele estar on. olor azufre
G-ORIG-2721,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,Parpadeo irregular de luces delanteras y de tablero en marcha.
G-ORIG-2722,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,Parpadeo irregular de luces delanteras y de tablero en marcha. parpadeo luces
G-ORIG-2723,2,Desgaste de pastillas y zapatas de freno,1,TRAIN,Chillido agudo constante al frenar.
G-ORIG-2724,1,Desgaste de pastillas y zapatas de freno,1,TRAIN,Chillido agudo constante al frenar. chillido
G-ORIG-2725,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,Pérdida constante de refrigerante con manchas debajo del auto.
G-ORIG-2726,1,Fuga en mangueras de refrigerante o radiador picado,1,DEV,Pérdida constante de refrigerante con manchas debajo del auto. perdida refrigerante
G-ORIG-2727,2,Rodajes de caja mecanica o diferencial gastados,1,TRAIN,Aullido que aumenta claramente con la velocidad.
G-ORIG-2728,1,Rodajes de caja mecanica o diferencial gastados,1,DEV,Aullido que aumenta claramente con la velocidad. aullido
G-ORIG-2729,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Entra en modo de emergencia (poca potencia) + Check Engine.
G-ORIG-2730,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Entra en modo de emergencia (poca potencia) + Check Engine. modo emergencia
G-ORIG-2731,2,Cuerpo de aceleracion o valvula IAC sucia,1,DEV,Silbido agudo que varía con las revoluciones.
G-ORIG-2732,1,Cuerpo de aceleracion o valvula IAC sucia,1,TRAIN,Silbido agudo que varía con las revoluciones. silbido
G-ORIG-2733,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,Consumo de gasolina mucho más alto de lo normal sin códigos claros.
G-ORIG-2734,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,Consumo de gasolina mucho más alto de lo normal sin códigos claros. consumo alto
G-ORIG-2735,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,"Funciona bien en frío, falla y vibra cuando calienta."
G-ORIG-2736,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,"Funciona bien en frío, falla y vibra cuando calienta. falla caliente"
G-ORIG-2737,1,Falla en bombin o bomba hidraulica de embrague,1,TRAIN,Ruido de zumbido solo cuando el embrague está pisado.
G-ORIG-2738,1,Falla en bombin o bomba hidraulica de embrague,1,TRAIN,Ruido de zumbido solo cuando el embrague está pisado. ruido pisar embrague
G-ORIG-2739,1,Bateria descargada o bornes sulfatados,1,TRAIN,Arranque lento aunque la batería está buena.
G-ORIG-2740,1,Bateria descargada o bornes sulfatados,1,TRAIN,Arranque lento aunque la batería está buena. arranque lento
G-ORIG-2741,2,Fuga hidraulica o aire en el sistema de frenos,1,TRAIN,Al frenar el auto se desvía hacia un lado.
G-ORIG-2742,1,Fuga hidraulica o aire en el sistema de frenos,1,DEV,Al frenar el auto se desvía hacia un lado. desvia lado
G-ORIG-2743,2,Falla en compresor de aire acondicionado o fuga de gas R134a,1,TRAIN,Olor fuerte a moho al encender el A/C.
G-ORIG-2744,1,Falla en compresor de aire acondicionado o fuga de gas R134a,1,TRAIN,Olor fuerte a moho al encender el A/C. olor moho
G-ORIG-2745,1,Cuerpo de aceleracion o valvula IAC sucia,1,TRAIN,El motor se queda en ralentí alto varios segundos después de soltar el acelerador. ralenti alto
G-ORIG-2746,1,Faja o cadena de distribucion destensada o con salto de punto,1,TRAIN,Ruido de cadena más prolongado de lo normal al arrancar en frío.
G-ORIG-2747,1,Faja o cadena de distribucion destensada o con salto de punto,1,DEV,Ruido de cadena más prolongado de lo normal al arrancar en frío. ruido cadena largo
G-ORIG-2748,2,Cremallera de direccion asistida con holgura o fuga,1,DEV,Dirección muy pesada a baja velocidad.
G-ORIG-2749,1,Cremallera de direccion asistida con holgura o fuga,1,TRAIN,Dirección muy pesada a baja velocidad. direccion pesada
G-ORIG-2750,2,Llantas desbalanceadas o desalineadas,1,TRAIN,Vibración en un rango específico de velocidad.
G-ORIG-2751,1,Llantas desbalanceadas o desalineadas,1,TRAIN,Vibración en un rango específico de velocidad. vibracion rango
G-ORIG-2752,1,Inyectores sucios o filtro de combustible obstruido,1,TRAIN,Al acelerar fuerte se ahoga un momento y luego pega jalón.
G-ORIG-2753,1,Inyectores sucios o filtro de combustible obstruido,1,TRAIN,Al acelerar fuerte se ahoga un momento y luego pega jalón. ahogo jalon
G-ORIG-2754,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Falla clara de un solo cilindro con código P030X.
G-ORIG-2755,1,Falla en bujias o bobinas de encendido (misfire),1,DEV,Falla clara de un solo cilindro con código P030X. falla un cilindro
G-ORIG-2756,1,Empaque de culata soplado o danado,1,TRAIN,Humo blanco con olor dulce + baja refrigerante sin fugas externas.
G-ORIG-2757,1,Empaque de culata soplado o danado,1,TRAIN,Humo blanco con olor dulce + baja refrigerante sin fugas externas. humo blanco dulce
G-ORIG-2758,1,Bateria descargada o bornes sulfatados,1,TRAIN,Al girar la llave no hay ninguna respuesta (ni luces ni click).
G-ORIG-2759,1,Bateria descargada o bornes sulfatados,1,TRAIN,Al girar la llave no hay ninguna respuesta (ni luces ni click). sin respuesta
G-ORIG-2760,2,Discos de freno alabeados o desgastados,1,TRAIN,Vibración intensa al frenar desde alta velocidad.
G-ORIG-2761,1,Discos de freno alabeados o desgastados,1,TRAIN,Vibración intensa al frenar desde alta velocidad. vibracion alta
G-ORIG-2762,1,Falla en termostato o motoventilador de radiador,1,TRAIN,Temperatura del motor se mantiene muy baja + calefactor débil.
G-ORIG-2763,1,Falla en termostato o motoventilador de radiador,1,TRAIN,Temperatura del motor se mantiene muy baja + calefactor débil. temperatura baja
G-ORIG-2764,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,"Olor a gasolina, posible humo negro y consumo alto."
G-ORIG-2765,1,Falla en sensor de oxigeno o mezcla rica,1,TRAIN,"Olor a gasolina, posible humo negro y consumo alto. mezcla rica"
G-ORIG-2766,2,Consumo de aceite por desgaste de anillos o retenes,1,TRAIN,Consumo de aceite sin humo azul evidente.
G-ORIG-2767,1,Consumo de aceite por desgaste de anillos o retenes,1,DEV,Consumo de aceite sin humo azul evidente. consumo aceite sin humo
G-ORIG-2768,1,Falta o degradacion de aceite de caja de cambios,1,TRAIN,Cambios duros solo en frío. Mejoran al calentar.
G-ORIG-2769,1,Falta o degradacion de aceite de caja de cambios,1,DEV,Cambios duros solo en frío. Mejoran al calentar. cambios duros frio
G-ORIG-2770,1,Rodajes de caja mecanica o diferencial gastados,1,TRAIN,Ronroneo que crece proporcional a la velocidad.
G-ORIG-2771,1,Rodajes de caja mecanica o diferencial gastados,1,TRAIN,Ronroneo que crece proporcional a la velocidad. ronroneo
G-ORIG-2772,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Vibración fuerte solo en ralentí. Mejora al acelerar.
G-ORIG-2773,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,Vibración fuerte solo en ralentí. Mejora al acelerar. vibracion ralenti
G-ORIG-2774,1,Bomba de gasolina quemada o con baja presion,1,TRAIN,"Pérdida de potencia intermitente, más notoria con el tanque por debajo de la mitad."
G-ORIG-2775,1,Bomba de gasolina quemada o con baja presion,1,TRAIN,"Pérdida de potencia intermitente, más notoria con el tanque por debajo de la mitad. perdida potencia intermitente"
G-ORIG-2776,1,Cuerpo de aceleracion o valvula IAC sucia,1,TRAIN,Check Engine con código de mezcla pobre (P0171/P0174).
G-ORIG-2777,1,Cuerpo de aceleracion o valvula IAC sucia,1,TRAIN,Check Engine con código de mezcla pobre (P0171/P0174). check engine P0171
G-ORIG-2778,1,Baja presion de aceite o bomba de aceite defectuosa,1,TRAIN,Ruido de taqués (tic-tic) más fuerte en frío y disminuye un poco en caliente.
G-ORIG-2779,1,Baja presion de aceite o bomba de aceite defectuosa,1,TRAIN,Ruido de taqués (tic-tic) más fuerte en frío y disminuye un poco en caliente. ruido lifters
G-ORIG-2780,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,Luz de batería encendida en el tablero mientras se maneja.
G-ORIG-2781,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,Luz de batería encendida en el tablero mientras se maneja. bateria no carga
G-ORIG-2782,1,Falla en servofreno (booster) o linea de vacio,1,TRAIN,"Pedal de freno muy alto y duro, poca potencia de frenado."
G-ORIG-2783,1,Falla en servofreno (booster) o linea de vacio,1,DEV,"Pedal de freno muy alto y duro, poca potencia de frenado. pedal alto duro"
G-ORIG-2784,1,Falla en termostato o motoventilador de radiador,1,DEV,El motor se sobrecalienta rápidamente después de arrancar.
