id_candidato,sintoma,condicion,causa_candidata,revision_inicial,pregunta_aclaracion,urgencia_fuente,sistema_fuente,codigo_canonico_propuesto,falla_canonica_propuesta,sistema_canonico,estado_mapeo,decision_revision,validado_por_mecanico,apto_entrenamiento,uso_recomendado_actual,fuente,url_fuente,seccion_fuente,fecha_consulta,licencia_fuente,sha256_texto_fuente,observaciones_revision
GEM-0085,hay una fuga de liquido debajo del auto,despues de estacionar,fuga de fluido de transmision,"Identificar color, ubicacion y variacion del nivel.",¿De que color es el liquido y debajo de que zona aparece?,MEDIA_ALTA,"Motor, frenos, refrigeracion y transmision",TRANSMISION_003,Falta o degradacion de aceite de caja de cambios,Transmisión y Embrague,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Fuga de liquido,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0086,hay una fuga de liquido debajo del auto,despues de estacionar,agua limpia del aire acondicionado,"Identificar color, ubicacion y variacion del nivel.",¿De que color es el liquido y debajo de que zona aparece?,MEDIA_ALTA,"Motor, frenos, refrigeracion y transmision",,,,DESCARTAR_NO_FALLA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Fuga de liquido,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0087,hay una fuga de liquido debajo del auto,despues de estacionar,fuga de liquido de frenos,"Identificar color, ubicacion y variacion del nivel.",¿De que color es el liquido y debajo de que zona aparece?,MEDIA_ALTA,"Motor, frenos, refrigeracion y transmision",FRENO_002,Fuga hidraulica o aire en el sistema de frenos,Frenos,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Fuga de liquido,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0088,"hay ruido, fallas o perdida de sincronizacion",cerca de la correa de distribucion,correa de distribucion desgastada o fuera de punto,"Comprobar historial, kilometraje y sincronizacion sin desmontar a ciegas.",¿La correa supero su intervalo o hay ruido en esa zona?,ALTA,Motor,MOTOR_005,Faja o cadena de distribucion destensada o con salto de punto,Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Distribucion,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0089,el motor pierde potencia,de forma general,filtro de aire sucio,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0090,el motor pierde potencia,de forma general,inyectores sucios,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0091,el motor pierde potencia,de forma general,cuerpo de aceleracion sucio,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",COMBUSTIBLE_003,Cuerpo de aceleracion o valvula IAC sucia,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0092,el motor pierde potencia,de forma general,sensor MAF o MAP defectuoso,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0093,el motor pierde potencia,de forma general,bujias gastadas,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0094,el motor pierde potencia,de forma general,bobinas defectuosas,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0095,el motor pierde potencia,de forma general,bomba de gasolina debil,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",COMBUSTIBLE_002,Bomba de gasolina quemada o con baja presion,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0096,el motor pierde potencia,de forma general,filtro de combustible obstruido,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0097,el motor pierde potencia,de forma general,catalizador obstruido,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0098,el motor pierde potencia,de forma general,sensor de oxigeno defectuoso,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",COMBUSTIBLE_004,Falla en sensor de oxigeno o mezcla rica,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0099,el motor pierde potencia,de forma general,fuga de vacio,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0100,el motor pierde potencia,de forma general,problema de transmision,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",,,,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0101,el motor pierde potencia,de forma general,bajo voltaje o falla electrica,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",,,,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0102,el motor pierde potencia,de forma general,motor sobrecalentado,"Leer codigos y revisar aire, encendido, combustible, escape y transmision.","¿Ocurre al acelerar, subir, en caliente o todo el tiempo?",MEDIA_ALTA,"Motor, combustible, escape y transmision",,,,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Causas comunes de perdida de potencia,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0103,el auto pierde potencia al acelerar,al pisar el acelerador,filtro de aire sucio,"Revisar admision, encendido, combustible, escape y entrega de transmision.","¿Da tirones, suben las revoluciones o se ahoga?",MEDIA_ALTA,"Motor, combustible y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia al acelerar,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0104,el auto pierde potencia al acelerar,al pisar el acelerador,sensor MAF o MAP defectuoso,"Revisar admision, encendido, combustible, escape y entrega de transmision.","¿Da tirones, suben las revoluciones o se ahoga?",MEDIA_ALTA,"Motor, combustible y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia al acelerar,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0105,el auto pierde potencia al acelerar,al pisar el acelerador,bujias gastadas,"Revisar admision, encendido, combustible, escape y entrega de transmision.","¿Da tirones, suben las revoluciones o se ahoga?",MEDIA_ALTA,"Motor, combustible y transmision",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia al acelerar,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0106,el auto pierde potencia al acelerar,al pisar el acelerador,bobinas defectuosas,"Revisar admision, encendido, combustible, escape y entrega de transmision.","¿Da tirones, suben las revoluciones o se ahoga?",MEDIA_ALTA,"Motor, combustible y transmision",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia al acelerar,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0107,el auto pierde potencia al acelerar,al pisar el acelerador,inyectores sucios,"Revisar admision, encendido, combustible, escape y entrega de transmision.","¿Da tirones, suben las revoluciones o se ahoga?",MEDIA_ALTA,"Motor, combustible y transmision",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia al acelerar,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0108,el auto pierde potencia al acelerar,al pisar el acelerador,presion de combustible insuficiente,"Revisar admision, encendido, combustible, escape y entrega de transmision.","¿Da tirones, suben las revoluciones o se ahoga?",MEDIA_ALTA,"Motor, combustible y transmision",COMBUSTIBLE_002,Bomba de gasolina quemada o con baja presion,Inyección de Combustible,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia al acelerar,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0109,el auto pierde potencia al acelerar,al pisar el acelerador,cuerpo de aceleracion sucio,"Revisar admision, encendido, combustible, escape y entrega de transmision.","¿Da tirones, suben las revoluciones o se ahoga?",MEDIA_ALTA,"Motor, combustible y transmision",COMBUSTIBLE_003,Cuerpo de aceleracion o valvula IAC sucia,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia al acelerar,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0110,el auto pierde potencia al acelerar,al pisar el acelerador,catalizador obstruido,"Revisar admision, encendido, combustible, escape y entrega de transmision.","¿Da tirones, suben las revoluciones o se ahoga?",MEDIA_ALTA,"Motor, combustible y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia al acelerar,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0111,el auto pierde potencia al acelerar,al pisar el acelerador,problema de transmision,"Revisar admision, encendido, combustible, escape y entrega de transmision.","¿Da tirones, suben las revoluciones o se ahoga?",MEDIA_ALTA,"Motor, combustible y transmision",,,,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia al acelerar,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0112,el auto pierde fuerza en subidas,bajo carga o en pendientes,bomba de gasolina debil,"Medir combustible y revisar encendido, escape, transmision y compresion.",¿Falla solo en subida o tambien al acelerar en plano?,MEDIA_ALTA,"Motor, combustible y transmision",COMBUSTIBLE_002,Bomba de gasolina quemada o con baja presion,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia en subida,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0113,el auto pierde fuerza en subidas,bajo carga o en pendientes,filtro de combustible obstruido,"Medir combustible y revisar encendido, escape, transmision y compresion.",¿Falla solo en subida o tambien al acelerar en plano?,MEDIA_ALTA,"Motor, combustible y transmision",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia en subida,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0114,el auto pierde fuerza en subidas,bajo carga o en pendientes,catalizador obstruido,"Medir combustible y revisar encendido, escape, transmision y compresion.",¿Falla solo en subida o tambien al acelerar en plano?,MEDIA_ALTA,"Motor, combustible y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia en subida,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0115,el auto pierde fuerza en subidas,bajo carga o en pendientes,bujias o bobinas defectuosas,"Medir combustible y revisar encendido, escape, transmision y compresion.",¿Falla solo en subida o tambien al acelerar en plano?,MEDIA_ALTA,"Motor, combustible y transmision",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia en subida,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0116,el auto pierde fuerza en subidas,bajo carga o en pendientes,inyectores sucios,"Medir combustible y revisar encendido, escape, transmision y compresion.",¿Falla solo en subida o tambien al acelerar en plano?,MEDIA_ALTA,"Motor, combustible y transmision",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia en subida,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0117,el auto pierde fuerza en subidas,bajo carga o en pendientes,problema de transmision,"Medir combustible y revisar encendido, escape, transmision y compresion.",¿Falla solo en subida o tambien al acelerar en plano?,MEDIA_ALTA,"Motor, combustible y transmision",,,,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia en subida,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0118,el auto pierde fuerza en subidas,bajo carga o en pendientes,baja compresion del motor,"Medir combustible y revisar encendido, escape, transmision y compresion.",¿Falla solo en subida o tambien al acelerar en plano?,MEDIA_ALTA,"Motor, combustible y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia en subida,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0119,el auto pierde potencia y bota humo negro,al acelerar o bajo carga,inyectores goteando,"Revisar mezcla, admision, encendido, inyeccion y escape.",¿El humo aparece al acelerar y aumento el consumo?,ALTA,"Combustible, motor y escape",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con humo negro,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0120,el auto pierde potencia y bota humo negro,al acelerar o bajo carga,sensor MAF o MAP defectuoso,"Revisar mezcla, admision, encendido, inyeccion y escape.",¿El humo aparece al acelerar y aumento el consumo?,ALTA,"Combustible, motor y escape",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con humo negro,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0121,el auto pierde potencia y bota humo negro,al acelerar o bajo carga,sensor de oxigeno defectuoso,"Revisar mezcla, admision, encendido, inyeccion y escape.",¿El humo aparece al acelerar y aumento el consumo?,ALTA,"Combustible, motor y escape",COMBUSTIBLE_004,Falla en sensor de oxigeno o mezcla rica,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con humo negro,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0122,el auto pierde potencia y bota humo negro,al acelerar o bajo carga,filtro de aire muy sucio,"Revisar mezcla, admision, encendido, inyeccion y escape.",¿El humo aparece al acelerar y aumento el consumo?,ALTA,"Combustible, motor y escape",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con humo negro,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0123,el auto pierde potencia y bota humo negro,al acelerar o bajo carga,bujias defectuosas,"Revisar mezcla, admision, encendido, inyeccion y escape.",¿El humo aparece al acelerar y aumento el consumo?,ALTA,"Combustible, motor y escape",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con humo negro,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0124,el auto pierde potencia y bota humo negro,al acelerar o bajo carga,bobinas defectuosas,"Revisar mezcla, admision, encendido, inyeccion y escape.",¿El humo aparece al acelerar y aumento el consumo?,ALTA,"Combustible, motor y escape",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con humo negro,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0125,el auto pierde potencia y bota humo negro,al acelerar o bajo carga,mezcla rica,"Revisar mezcla, admision, encendido, inyeccion y escape.",¿El humo aparece al acelerar y aumento el consumo?,ALTA,"Combustible, motor y escape",COMBUSTIBLE_004,Falla en sensor de oxigeno o mezcla rica,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con humo negro,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
