"sintoma","tipo_vehiculo","codigo_obd","falla","codigo_falla","origen","estado_validacion"
"Holgura y zumbido en el tren de engranajes de la caja mecanica de cambios","Hatchback Suzuki Swift 2018","SIN_OBD","Rodajes de caja mecanica o diferencial gastados","TRANSMISION_002","SINTETICO","NO_VALIDADO"
"Rodaje de piñon de ataque del diferencial con pista picada y vibracion","Sedan Kia Cerato 2017","SIN_OBD","Rodajes de caja mecanica o diferencial gastados","TRANSMISION_002","SINTETICO","NO_VALIDADO"
"Falta o degradacion de aceite de caja de cambios valvulina con cambios duros","Sedan Nissan Sentra 2018","SIN_OBD","Falta o degradacion de aceite de caja de cambios","TRANSMISION_003","SINTETICO","NO_VALIDADO"
"Nivel bajo de valvulina en caja de cambios manual provocando dificultad al meter marcha","SUV Changan CS35 2020","SIN_OBD","Falta o degradacion de aceite de caja de cambios","TRANSMISION_003","SINTETICO","NO_VALIDADO"
"Aceite de transmision manual quemado y degradado con friccion en sincronizadores","Hatchback VW Gol 2015","SIN_OBD","Falta o degradacion de aceite de caja de cambios","TRANSMISION_003","SINTETICO","NO_VALIDADO"
"Cambios de marcha muy duros y rasposos por falta de aceite de caja mecanica","Pickup Toyota Hilux 2018","SIN_OBD","Falta o degradacion de aceite de caja de cambios","TRANSMISION_003","SINTETICO","NO_VALIDADO"
"Fuga de valvulina por retenes de palier dejando la caja de cambios seca","Camion Isuzu Forward 2019","SIN_OBD","Falta o degradacion de aceite de caja de cambios","TRANSMISION_003","SINTETICO","NO_VALIDADO"
"Valvulina con virutas metalicas y olor a quemado en la transmision manual","Camion Volvo FH 2018","SIN_OBD","Falta o degradacion de aceite de caja de cambios","TRANSMISION_003","SINTETICO","NO_VALIDADO"
"Caja de cambios raspa al meter segunda por aceite de caja degradado","Sedan Honda Civic 2016","SIN_OBD","Falta o degradacion de aceite de caja de cambios","TRANSMISION_003","SINTETICO","NO_VALIDADO"
"Falta de lubricante en caja de cambios manual produciendo recalentamiento","SUV Nissan X-Trail 2017","SIN_OBD","Falta o degradacion de aceite de caja de cambios","TRANSMISION_003","SINTETICO","NO_VALIDADO"
"Perdida de aceite de transmision por tapon de drenaje flojo en la caja","Sedan Mazda 3 2018","SIN_OBD","Falta o degradacion de aceite de caja de cambios","TRANSMISION_003","SINTETICO","NO_VALIDADO"
"Sincronizadores duros y lentos por valvulina vencida fuera de viscosidad","Sedan Toyota Yaris 2018","SIN_OBD","Falta o degradacion de aceite de caja de cambios","TRANSMISION_003","SINTETICO","NO_VALIDADO"
"Falla en caja robotizada Dualogic I-Motion Easytronic en Fiat y VW","Hatchback Kia Rio 2017","SIN_OBD","Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)","TRANSMISION_004","SINTETICO","NO_VALIDADO"
"Caja robotizada Dualogic salta a neutro sola en pleno trafico de subida","Sedan Nissan Versa 2019","SIN_OBD","Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)","TRANSMISION_004","SINTETICO","NO_VALIDADO"
"Bomba de presion electrohidraulica de caja robotizada I-Motion no carga","Sedan Hyundai Accent 2018","SIN_OBD","Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)","TRANSMISION_004","SINTETICO","NO_VALIDADO"
"Caja Dualogic no acopla marchas y marca averia de transmision en el cuadro","SUV Hyundai Tucson 2016","SIN_OBD","Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)","TRANSMISION_004","SINTETICO","NO_VALIDADO"
"Perdida de fluido hidraulico Tutela CS Speed en robot de caja Dualogic","Sedan Chevrolet Sail 2016","SIN_OBD","Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)","TRANSMISION_004","SINTETICO","NO_VALIDADO"
"Acumulador de presion de caja robotizada sin carga provocando cambios lentos","Sedan Toyota Corolla 2015","SIN_OBD","Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)","TRANSMISION_004","SINTETICO","NO_VALIDADO"
"Sensor de posicion de embrague de caja robotizada enviando señal erronea","Hatchback Suzuki Swift 2018","SIN_OBD","Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)","TRANSMISION_004","SINTETICO","NO_VALIDADO"
"Caja robotizada Easytronic da tirones bruscos al arrancar y se bloquea","Sedan Kia Cerato 2017","SIN_OBD","Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)","TRANSMISION_004","SINTETICO","NO_VALIDADO"
"Electroválvula de seleccion de marchas de robot Dualogic pegada","Sedan Nissan Sentra 2018","SIN_OBD","Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)","TRANSMISION_004","SINTETICO","NO_VALIDADO"
"Transmision robotizada no engrana retroceso y pita alarma de advertencia","SUV Changan CS35 2020","SIN_OBD","Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)","TRANSMISION_004","SINTETICO","NO_VALIDADO"
"Amortiguadores reventados y bujes de suspension gastados con golpe en baches","Hatchback VW Gol 2015","SIN_OBD","Amortiguadores reventados o bujes de suspension gastados","SUSPENSION_001","SINTETICO","NO_VALIDADO"
"Bujes de trapecio rotos y amortiguadores con fuga rebotando continuamente","Pickup Toyota Hilux 2018","SIN_OBD","Amortiguadores reventados o bujes de suspension gastados","SUSPENSION_001","SINTETICO","NO_VALIDADO"
"Golpeteo seco en la suspension delantera al pasar por rompemuelles y baches","Camion Isuzu Forward 2019","SIN_OBD","Amortiguadores reventados o bujes de suspension gastados","SUSPENSION_001","SINTETICO","NO_VALIDADO"
"Amortiguadores traseros reventados con perdida de estabilidad en curvas","Camion Volvo FH 2018","SIN_OBD","Amortiguadores reventados o bujes de suspension gastados","SUSPENSION_001","SINTETICO","NO_VALIDADO"
"Bujes de barra estabilizadora desgastados con rechinido en terreno irregular","Sedan Honda Civic 2016","SIN_OBD","Amortiguadores reventados o bujes de suspension gastados","SUSPENSION_001","SINTETICO","NO_VALIDADO"
"Vastago de amortiguador aceitado y sin retencion provocando saltos bruscos","SUV Nissan X-Trail 2017","SIN_OBD","Amortiguadores reventados o bujes de suspension gastados","SUSPENSION_001","SINTETICO","NO_VALIDADO"
"Bujes de muelles y trapecios rajados con ruido metalico al frenar","Sedan Mazda 3 2018","SIN_OBD","Amortiguadores reventados o bujes de suspension gastados","SUSPENSION_001","SINTETICO","NO_VALIDADO"
"Suspension delantera golpea en seco por topes y amortiguadores destruidos","Sedan Toyota Yaris 2018","SIN_OBD","Amortiguadores reventados o bujes de suspension gastados","SUSPENSION_001","SINTETICO","NO_VALIDADO"
"Bujes de suspension con juego excesivo que desalinean las ruedas","Hatchback Kia Rio 2017","SIN_OBD","Amortiguadores reventados o bujes de suspension gastados","SUSPENSION_001","SINTETICO","NO_VALIDADO"
"Amortiguadores vencidos que hacen cabecear la carroceria en frenadas","Sedan Nissan Versa 2019","SIN_OBD","Amortiguadores reventados o bujes de suspension gastados","SUSPENSION_001","SINTETICO","NO_VALIDADO"
"Juntas homocineticas y palieres dañados con sonido clac clac al girar timon","Sedan Hyundai Accent 2018","SIN_OBD","Juntas homocineticas o palieres danados","SUSPENSION_002","SINTETICO","NO_VALIDADO"
"Palier con tripoide destruido y homocinetica rota con chasquido al doblar","SUV Hyundai Tucson 2016","SIN_OBD","Juntas homocineticas o palieres danados","SUSPENSION_002","SINTETICO","NO_VALIDADO"
"Chasquido metalico en rueda delantera al acelerar doblando la esquina","Sedan Chevrolet Sail 2016","SIN_OBD","Juntas homocineticas o palieres danados","SUSPENSION_002","SINTETICO","NO_VALIDADO"
"Junta homocinetica lado rueda con guardapolvo roto y perdida de grasa","Sedan Toyota Corolla 2015","SIN_OBD","Juntas homocineticas o palieres danados","SUSPENSION_002","SINTETICO","NO_VALIDADO"
"Vibracion al acelerar fuerte por desgaste en copas y tripoides de palier","Hatchback Suzuki Swift 2018","SIN_OBD","Juntas homocineticas o palieres danados","SUSPENSION_002","SINTETICO","NO_VALIDADO"
"Ruido clac clac continuo al dar vuelta en U por homocinetica gastada","Sedan Kia Cerato 2017","SIN_OBD","Juntas homocineticas o palieres danados","SUSPENSION_002","SINTETICO","NO_VALIDADO"
"Palier delantero con holgura severa en la canastilla de rodamientos","Sedan Nissan Sentra 2018","SIN_OBD","Juntas homocineticas o palieres danados","SUSPENSION_002","SINTETICO","NO_VALIDADO"
"Crujido de palieres y juntas homocineticas al girar la direccion en marcha","SUV Changan CS35 2020","SIN_OBD","Juntas homocineticas o palieres danados","SUSPENSION_002","SINTETICO","NO_VALIDADO"
"Fuelle de palier roto con arena dentro de la junta homocinetica sonando","Hatchback VW Gol 2015","SIN_OBD","Juntas homocineticas o palieres danados","SUSPENSION_002","SINTETICO","NO_VALIDADO"
"Homocinetica delantera trancada que produce vibracion lateral en aceleracion","Pickup Toyota Hilux 2018","SIN_OBD","Juntas homocineticas o palieres danados","SUSPENSION_002","SINTETICO","NO_VALIDADO"
"Cremallera de direccion asistida con holgura fuga hidraulica o timon duro","Camion Isuzu Forward 2019","SIN_OBD","Cremallera de direccion asistida con holgura o fuga","SUSPENSION_003","SINTETICO","NO_VALIDADO"
"Fuga de liquido de direccion por los retenes de la cremallera en fuelles","Camion Volvo FH 2018","SIN_OBD","Cremallera de direccion asistida con holgura o fuga","SUSPENSION_003","SINTETICO","NO_VALIDADO"
"Direccion hidraulica sumamente dura con chirrido de bomba de direccion","Sedan Honda Civic 2016","SIN_OBD","Cremallera de direccion asistida con holgura o fuga","SUSPENSION_003","SINTETICO","NO_VALIDADO"
"Juego y golpeteo en la cremallera de direccion al mover el volante","SUV Nissan X-Trail 2017","SIN_OBD","Cremallera de direccion asistida con holgura o fuga","SUSPENSION_003","SINTETICO","NO_VALIDADO"
"Cremallera electroasistida EPS con ruido de piñon y timon desalineado","Sedan Mazda 3 2018","SIN_OBD","Cremallera de direccion asistida con holgura o fuga","SUSPENSION_003","SINTETICO","NO_VALIDADO"
"Perdida de retorno de direccion al centro por cremallera apretada o gastada","Sedan Toyota Yaris 2018","SIN_OBD","Cremallera de direccion asistida con holgura o fuga","SUSPENSION_003","SINTETICO","NO_VALIDADO"
"Bomba de direccion hidraulica sin presion con zumbido al doblar a topes","Hatchback Kia Rio 2017","SIN_OBD","Cremallera de direccion asistida con holgura o fuga","SUSPENSION_003","SINTETICO","NO_VALIDADO"
"Holgura en terminales y axiales de cremallera haciendo bailar el timon","Sedan Nissan Versa 2019","SIN_OBD","Cremallera de direccion asistida con holgura o fuga","SUSPENSION_003","SINTETICO","NO_VALIDADO"
"Fuga de liquido ATF por la caja de direccion asistida dejando charco","Sedan Hyundai Accent 2018","SIN_OBD","Cremallera de direccion asistida con holgura o fuga","SUSPENSION_003","SINTETICO","NO_VALIDADO"
"Timon pesado y duro hacia un lado por valvula rotativa de cremallera trabada","SUV Hyundai Tucson 2016","SIN_OBD","Cremallera de direccion asistida con holgura o fuga","SUSPENSION_003","SINTETICO","NO_VALIDADO"
"Llantas desbalanceadas o desalineadas con vibracion en volante a 80 km/h","Sedan Chevrolet Sail 2016","SIN_OBD","Llantas desbalanceadas o desalineadas","SUSPENSION_004","SINTETICO","NO_VALIDADO"
"Volante tiembla intensamente en autopista por falta de plomos de balanceo","Sedan Toyota Corolla 2015","SIN_OBD","Llantas desbalanceadas o desalineadas","SUSPENSION_004","SINTETICO","NO_VALIDADO"
"Desgaste desparejo en los hombros de las llantas por mala alineacion","Hatchback Suzuki Swift 2018","SIN_OBD","Llantas desbalanceadas o desalineadas","SUSPENSION_004","SINTETICO","NO_VALIDADO"
"El vehiculo tira hacia el lado derecho al soltar el timon en pista recta","Sedan Kia Cerato 2017","SIN_OBD","Llantas desbalanceadas o desalineadas","SUSPENSION_004","SINTETICO","NO_VALIDADO"
"Llantas deformadas con chichones que hacen saltar el carro en asfalto","Sedan Nissan Sentra 2018","SIN_OBD","Llantas desbalanceadas o desalineadas","SUSPENSION_004","SINTETICO","NO_VALIDADO"
"Vibracion en cabina y volante que aparece exactamente entre 70 y 100 km/h","SUV Changan CS35 2020","SIN_OBD","Llantas desbalanceadas o desalineadas","SUSPENSION_004","SINTETICO","NO_VALIDADO"
"Desalineacion en angulos camber y convergencia gastando llantas por dentro","Hatchback VW Gol 2015","SIN_OBD","Llantas desbalanceadas o desalineadas","SUSPENSION_004","SINTETICO","NO_VALIDADO"
"Neumaticos con balanceo dinamico descalibrado produciendo vibracion","Pickup Toyota Hilux 2018","SIN_OBD","Llantas desbalanceadas o desalineadas","SUSPENSION_004","SINTETICO","NO_VALIDADO"
"Timon torcido al avanzar en linea recta por desalineacion de ruedas","Camion Isuzu Forward 2019","SIN_OBD","Llantas desbalanceadas o desalineadas","SUSPENSION_004","SINTETICO","NO_VALIDADO"
"Llantas con desgaste escalonado que zumban como si fueran rodajes","Camion Volvo FH 2018","SIN_OBD","Llantas desbalanceadas o desalineadas","SUSPENSION_004","SINTETICO","NO_VALIDADO"
"Falla en termostato o motoventilador de radiador con temperatura al maximo","Sedan Honda Civic 2016","SIN_OBD","Falla en termostato o motoventilador de radiador","REFRIGERACION_001","SINTETICO","NO_VALIDADO"
"Termostato pegado cerrado que hace hervir el refrigerante en el motor","SUV Nissan X-Trail 2017","SIN_OBD","Falla en termostato o motoventilador de radiador","REFRIGERACION_001","SINTETICO","NO_VALIDADO"
"Electroventilador de radiador no enciende en trafico y sube la temperatura","Sedan Mazda 3 2018","SIN_OBD","Falla en termostato o motoventilador de radiador","REFRIGERACION_001","SINTETICO","NO_VALIDADO"
"Motor recalienta en caliente por termostato bloqueado sin abrir paso","Sedan Toyota Yaris 2018","SIN_OBD","Falla en termostato o motoventilador de radiador","REFRIGERACION_001","SINTETICO","NO_VALIDADO"
"Ventilador de radiador no activa la segunda velocidad y hierve el deposito","Hatchback Kia Rio 2017","SIN_OBD","Falla en termostato o motoventilador de radiador","REFRIGERACION_001","SINTETICO","NO_VALIDADO"
"Temperatura sube a la zona roja al detenerse por motoventilador quemado","Sedan Nissan Versa 2019","SIN_OBD","Falla en termostato o motoventilador de radiador","REFRIGERACION_001","SINTETICO","NO_VALIDADO"
"Termostato atascado cerrado impidiendo el paso de refrigerante hacia el radiador","Sedan Hyundai Accent 2018","SIN_OBD","Falla en termostato o motoventilador de radiador","REFRIGERACION_001","SINTETICO","NO_VALIDADO"
"Rele de electroventilador dañado impidiendo el enfriamiento del radiador","SUV Hyundai Tucson 2016","SIN_OBD","Falla en termostato o motoventilador de radiador","REFRIGERACION_001","SINTETICO","NO_VALIDADO"
"Recalentamiento subito de motor por termostato trabado en su carcasa","Sedan Chevrolet Sail 2016","SIN_OBD","Falla en termostato o motoventilador de radiador","REFRIGERACION_001","SINTETICO","NO_VALIDADO"
"Motoventilador no gira y el indicador de temperatura del tablero parpadea","Sedan Toyota Corolla 2015","SIN_OBD","Falla en termostato o motoventilador de radiador","REFRIGERACION_001","SINTETICO","NO_VALIDADO"
"Fuga en mangueras de refrigerante o radiador picado con charco verde","Hatchback Suzuki Swift 2018","SIN_OBD","Fuga en mangueras de refrigerante o radiador picado","REFRIGERACION_002","SINTETICO","NO_VALIDADO"
"Radiador picado con perdida de refrigerante por los paneles de aluminio","Sedan Kia Cerato 2017","SIN_OBD","Fuga en mangueras de refrigerante o radiador picado","REFRIGERACION_002","SINTETICO","NO_VALIDADO"
"Manguera superior de radiador rota y rajada botando chorro de agua caliente","Sedan Nissan Sentra 2018","SIN_OBD","Fuga en mangueras de refrigerante o radiador picado","REFRIGERACION_002","SINTETICO","NO_VALIDADO"
"Fuga de liquido refrigerante por abrazadera suelta o manguera reventada","SUV Changan CS35 2020","SIN_OBD","Fuga en mangueras de refrigerante o radiador picado","REFRIGERACION_002","SINTETICO","NO_VALIDADO"
"Tapa de radiador no retiene presion y bota refrigerante por el rebose","Hatchback VW Gol 2015","SIN_OBD","Fuga en mangueras de refrigerante o radiador picado","REFRIGERACION_002","SINTETICO","NO_VALIDADO"
"Fisura en el tanque plastico lateral del radiador con goteo constante de agua","Pickup Toyota Hilux 2018","SIN_OBD","Fuga en mangueras de refrigerante o radiador picado","REFRIGERACION_002","SINTETICO","NO_VALIDADO"
"Charco de refrigerante verde o rosado bajo el motor por manguera picada","Camion Isuzu Forward 2019","SIN_OBD","Fuga en mangueras de refrigerante o radiador picado","REFRIGERACION_002","SINTETICO","NO_VALIDADO"
"Radiador goteando liquido anticongelante en las uniones de las celdas","Camion Volvo FH 2018","SIN_OBD","Fuga en mangueras de refrigerante o radiador picado","REFRIGERACION_002","SINTETICO","NO_VALIDADO"
"Manguera de calefaccion perforada dejando sin agua el circuito de enfriamiento","Sedan Honda Civic 2016","SIN_OBD","Fuga en mangueras de refrigerante o radiador picado","REFRIGERACION_002","SINTETICO","NO_VALIDADO"
"Fuga visible de refrigerante por la pipa de agua termostatica del motor","SUV Nissan X-Trail 2017","SIN_OBD","Fuga en mangueras de refrigerante o radiador picado","REFRIGERACION_002","SINTETICO","NO_VALIDADO"
"Falla en compresor de aire acondicionado o fuga de gas R134a no enfria","Sedan Mazda 3 2018","SIN_OBD","Falla en compresor de aire acondicionado o fuga de gas R134a","CLIMA_001","SINTETICO","NO_VALIDADO"
"Aire acondicionado solo bota aire tibio por fuga de gas refrigerante R134a","Sedan Toyota Yaris 2018","SIN_OBD","Falla en compresor de aire acondicionado o fuga de gas R134a","CLIMA_001","SINTETICO","NO_VALIDADO"
"Compresor de aire acondicionado no acopla el embrague electromagnetico","Hatchback Kia Rio 2017","SIN_OBD","Falla en compresor de aire acondicionado o fuga de gas R134a","CLIMA_001","SINTETICO","NO_VALIDADO"
"Fuga de gas de aire acondicionado por condensador picado o retenes secos","Sedan Nissan Versa 2019","SIN_OBD","Falla en compresor de aire acondicionado o fuga de gas R134a","CLIMA_001","SINTETICO","NO_VALIDADO"
"Compresor de A/C ruidoso y trancado que frena la correa de accesorios","Sedan Hyundai Accent 2018","SIN_OBD","Falla en compresor de aire acondicionado o fuga de gas R134a","CLIMA_001","SINTETICO","NO_VALIDADO"
"El sistema de climatizacion no enfria la cabina y no hay presion de gas","SUV Hyundai Tucson 2016","SIN_OBD","Falla en compresor de aire acondicionado o fuga de gas R134a","CLIMA_001","SINTETICO","NO_VALIDADO"
"Evaporador de aire acondicionado con fuga de gas y mal olor en habitaculo","Sedan Chevrolet Sail 2016","SIN_OBD","Falla en compresor de aire acondicionado o fuga de gas R134a","CLIMA_001","SINTETICO","NO_VALIDADO"
"Valvula de expansion de A/C tapada impidiendo el enfriamiento del aire","Sedan Toyota Corolla 2015","SIN_OBD","Falla en compresor de aire acondicionado o fuga de gas R134a","CLIMA_001","SINTETICO","NO_VALIDADO"
"Embrague de compresor de aire acondicionado patina y huele a quemado","Hatchback Suzuki Swift 2018","SIN_OBD","Falla en compresor de aire acondicionado o fuga de gas R134a","CLIMA_001","SINTETICO","NO_VALIDADO"
"Falta de enfriamiento en A/C por perdida total de carga de refrigerante","Sedan Kia Cerato 2017","SIN_OBD","Falla en compresor de aire acondicionado o fuga de gas R134a","CLIMA_001","SINTETICO","NO_VALIDADO"
"Alternador defectuoso o placa de diodos quemada con luz de bateria prendida","Sedan Nissan Sentra 2018","SIN_OBD","Alternador defectuoso o placa de diodos quemada","ELECTRICO_001","SINTETICO","NO_VALIDADO"
"El alternador no carga la bateria de 12V y las luces bajan de intensidad","SUV Changan CS35 2020","SIN_OBD","Alternador defectuoso o placa de diodos quemada","ELECTRICO_001","SINTETICO","NO_VALIDADO"
"Testigo de bateria encendido en marcha por alternador sin generar voltaje","Hatchback VW Gol 2015","SIN_OBD","Alternador defectuoso o placa de diodos quemada","ELECTRICO_001","SINTETICO","NO_VALIDADO"
"Regulador de voltaje de alternador quemado enviando mas de 16V al sistema","Pickup Toyota Hilux 2018","SIN_OBD","Alternador defectuoso o placa de diodos quemada","ELECTRICO_001","SINTETICO","NO_VALIDADO"
"Placa de diodos de alternador en corto con zumbido y descarga de bateria","Camion Isuzu Forward 2019","SIN_OBD","Alternador defectuoso o placa de diodos quemada","ELECTRICO_001","SINTETICO","NO_VALIDADO"
"Alternador genera solo 11.8V dejando el vehiculo sin energia electrica","Camion Volvo FH 2018","SIN_OBD","Alternador defectuoso o placa de diodos quemada","ELECTRICO_001","SINTETICO","NO_VALIDADO"
"Carbones de alternador gastados que cortan la carga de la bateria","Sedan Honda Civic 2016","SIN_OBD","Alternador defectuoso o placa de diodos quemada","ELECTRICO_001","SINTETICO","NO_VALIDADO"
"Polea de alternador libre trancada haciendo chillar la faja de accesorios","SUV Nissan X-Trail 2017","SIN_OBD","Alternador defectuoso o placa de diodos quemada","ELECTRICO_001","SINTETICO","NO_VALIDADO"
"El carro se apaga rodando al agotarse la bateria por alternador que no carga","Sedan Mazda 3 2018","SIN_OBD","Alternador defectuoso o placa de diodos quemada","ELECTRICO_001","SINTETICO","NO_VALIDADO"
"Alternador defectuoso recalentando y fundiendo los fusibles principales","Sedan Toyota Yaris 2018","SIN_OBD","Alternador defectuoso o placa de diodos quemada","ELECTRICO_001","SINTETICO","NO_VALIDADO"
"Bateria descargada no arranca en las mañanas y el arrancador hace clic","Hatchback Kia Rio 2017","SIN_OBD","Bateria descargada o bornes sulfatados","ELECTRICO_002","SINTETICO","NO_VALIDADO"
"Bornes sulfatados y bateria descargada con arrancador defectuoso al encender","Sedan Nissan Versa 2019","SIN_OBD","Bateria descargada o bornes sulfatados","ELECTRICO_002","SINTETICO","NO_VALIDADO"
"Motor de arrancador defectuoso y bateria descargada sin fuerza para girar","Sedan Hyundai Accent 2018","SIN_OBD","Bateria descargada o bornes sulfatados","ELECTRICO_002","SINTETICO","NO_VALIDADO"
"Bateria descargada con bornes sulfatados y motor de arrancador que no da","SUV Hyundai Tucson 2016","SIN_OBD","Bateria descargada o bornes sulfatados","ELECTRICO_002","SINTETICO","NO_VALIDADO"
"Bateria descargada y arrancador defectuoso que no arranca el auto","Sedan Chevrolet Sail 2016","SIN_OBD","Bateria descargada o bornes sulfatados","ELECTRICO_002","SINTETICO","NO_VALIDADO"
"Bateria de 12V muerta que no retiene carga tras dejar el auto estacionado","Sedan Toyota Corolla 2015","SIN_OBD","Bateria descargada o bornes sulfatados","ELECTRICO_002","SINTETICO","NO_VALIDADO"
"Arrancador pegado que solo emite sonido de chasquido sin mover el motor","Hatchback Suzuki Swift 2018","SIN_OBD","Bateria descargada o bornes sulfatados","ELECTRICO_002","SINTETICO","NO_VALIDADO"
"Caida de voltaje severa en bornes de bateria al girar la llave de contacto","Sedan Kia Cerato 2017","SIN_OBD","Bateria descargada o bornes sulfatados","ELECTRICO_002","SINTETICO","NO_VALIDADO"
"Solenoide de arranque pegado y bateria con baja densidad de electrolito","Sedan Nissan Sentra 2018","SIN_OBD","Bateria descargada o bornes sulfatados","ELECTRICO_002","SINTETICO","NO_VALIDADO"
"Falta de arranque por acumulador de bateria sin amperaje de arranque CCA","SUV Changan CS35 2020","SIN_OBD","Bateria descargada o bornes sulfatados","ELECTRICO_002","SINTETICO","NO_VALIDADO"
"Falla en filtro de particulas DPF FAP y sistema AdBlue DEF diesel","Hatchback VW Gol 2015","SIN_OBD","Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6)","ESCAPE_001","SINTETICO","NO_VALIDADO"
"Filtro de particulas DPF colmatado de hollin con aviso de regeneracion","Pickup Toyota Hilux 2018","SIN_OBD","Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6)","ESCAPE_001","SINTETICO","NO_VALIDADO"
"Inyector de AdBlue DEF cristalizado que bloquea el sistema de escape diesel","Camion Isuzu Forward 2019","SIN_OBD","Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6)","ESCAPE_001","SINTETICO","NO_VALIDADO"
"Averia en bomba de AdBlue con cuenta regresiva de kilometros para no arrancar","Camion Volvo FH 2018","SIN_OBD","Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6)","ESCAPE_001","SINTETICO","NO_VALIDADO"
"Filtro DPF FAP saturado al 85% de ceniza requiriendo regeneracion forzada","Sedan Honda Civic 2016","SIN_OBD","Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6)","ESCAPE_001","SINTETICO","NO_VALIDADO"
"Perdida severa de potencia y modo de emergencia por filtro DPF taponado","SUV Nissan X-Trail 2017","SIN_OBD","Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6)","ESCAPE_001","SINTETICO","NO_VALIDADO"
"Sensor de presion diferencial de DPF marcando exceso de contrapresion","Sedan Mazda 3 2018","SIN_OBD","Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6)","ESCAPE_001","SINTETICO","NO_VALIDADO"
"Sensor de calidad o nivel de AdBlue DEF defectuoso con luz de motor","Sedan Toyota Yaris 2018","SIN_OBD","Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6)","ESCAPE_001","SINTETICO","NO_VALIDADO"
"Regeneracion de DPF abortada constantemente con dilucion de diesel en aceite","Hatchback Kia Rio 2017","SIN_OBD","Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6)","ESCAPE_001","SINTETICO","NO_VALIDADO"
"Escape diesel humeando y saturado por cristalizacion de urea AdBlue DEF","Sedan Nissan Versa 2019","SIN_OBD","Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6)","ESCAPE_001","SINTETICO","NO_VALIDADO"
"Falla en modulo de bateria de alto voltaje HV en vehiculo hibrido o EV","Sedan Hyundai Accent 2018","SIN_OBD","Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)","ELECTRICO_HV_001","SINTETICO","NO_VALIDADO"
"Celda de bateria de alta tension HV desbalanceada con codigo de advertencia","SUV Hyundai Tucson 2016","SIN_OBD","Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)","ELECTRICO_HV_001","SINTETICO","NO_VALIDADO"
"Bateria hibrida HV pierde carga rapidamente y el motor termico no se apaga","Sedan Chevrolet Sail 2016","SIN_OBD","Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)","ELECTRICO_HV_001","SINTETICO","NO_VALIDADO"
"Modulo de gestion BMS de bateria de alto voltaje reporta fallo de aislamiento","Sedan Toyota Corolla 2015","SIN_OBD","Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)","ELECTRICO_HV_001","SINTETICO","NO_VALIDADO"
"Resistencia interna alta en bloques de celdas de bateria hibrida Prius","Hatchback Suzuki Swift 2018","SIN_OBD","Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)","ELECTRICO_HV_001","SINTETICO","NO_VALIDADO"
"Ventilador de refrigeracion de bateria HV tapado de polvo sobrecalentando celdas","Sedan Kia Cerato 2017","SIN_OBD","Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)","ELECTRICO_HV_001","SINTETICO","NO_VALIDADO"
"Averia de aislamiento de alto voltaje a chasis en pack de bateria hibrida","Sedan Nissan Sentra 2018","SIN_OBD","Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)","ELECTRICO_HV_001","SINTETICO","NO_VALIDADO"
"Contactor principal de alta tension de bateria HV no acopla el circuito","SUV Changan CS35 2020","SIN_OBD","Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)","ELECTRICO_HV_001","SINTETICO","NO_VALIDADO"
"Fallo en rele de precarga de bateria de alto voltaje impidiendo el modo Ready","Hatchback VW Gol 2015","SIN_OBD","Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)","ELECTRICO_HV_001","SINTETICO","NO_VALIDADO"
