sintoma,falla
Codigo escaner P0100: P1261,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Pedal Correlation PDS1 and HPDS,Falla de control electronico Ma
Codigo escaner P0100: P1262,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Pedal Correlation PDS2 and HPDS,Falla de control electronico Ma
Codigo escaner P0100: P1263,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Pedal Correlation PDS1 and PDS2,Falla de control electronico Ma
Codigo escaner P0100: P1264,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Immobilizer to PCM Signal Error,Falla de control electronico Ma
Codigo escaner P0100: P1265,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: THEFT Detected,Falla de control electronico Ma
Codigo escaner P0100: P1266,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #1 High To Low Side Short,Falla de control electronico Ma
Codigo escaner P0100: P1267,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #2 High To Low Side Short,Falla de control electronico Ma
Codigo escaner P0100: P1268,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #3 High To Low Side Short,Falla de control electronico Ma
Codigo escaner P0100: P1269,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #4 High To Low Side Short,Falla de control electronico Ma
Codigo escaner P0100: P1270,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #5 High To Low Side Short,Falla de control electronico Ma
Codigo escaner P0100: P1271,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #6 High To Low Side Short,Falla de control electronico Ma
Codigo escaner P0100: P1272,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #7 High To Low Side Short,Falla de control electronico Ma
Codigo escaner P0100: P1273,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #8 High To Low Side Short,Falla de control electronico Ma
Codigo escaner P0100: P1274,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Immobilizer Code Not Programmed,Falla de control electronico Ma
Codigo escaner P0100: P1275,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Engine RPM Or Speed Limiter Reached,Falla de control electronico Ma
Codigo escaner P0100: P1276,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #1 High To Low Side Open,Falla de control electronico Ma
Codigo escaner P0100: P1277,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #2 High To Low Side Open,Falla de control electronico Ma
Codigo escaner P0100: P1278,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #3 High To Low Side Open,Falla de control electronico Ma
Codigo escaner P0100: P1280,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #4 High To Low Side Open,Falla de control electronico Ma
Codigo escaner P0100: P1281,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #5 High To Low Side Open,Falla de control electronico Ma
Codigo escaner P0100: P1282,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #6 High To Low Side Open,Falla de control electronico Ma
Codigo escaner P0100: P1283,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #7 High To Low Side Open,Falla de control electronico Ma
Codigo escaner P0100: P1284,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder #8 High To Low Side Open,Falla de control electronico Ma
Codigo escaner P0100: P1285,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Injection Control Pressure Out Of Range Low,Falla de control electronico Ma
Codigo escaner P0100: P1286,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Injection Control Pressure Out Of Range High,Falla de control electronico Ma
Codigo escaner P0100: P1287,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Excessive Injection Control Pressure,Falla de control electronico Ma
Codigo escaner P0100: P1288,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: IPR Circuit Failure,Falla de control electronico Ma
Codigo escaner P0100: P1289,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Aborted KOER - ICP Failure,Falla de control electronico Ma
Codigo escaner P0100: P1290,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder head over temp sensed,Falla de control electronico Ma
Codigo escaner P0100: P1291,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Fuel Pulse In Range But Lower Than Expected,Falla de control electronico Ma
Codigo escaner P0100: P1292,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Fuel Pulse In Range But Higher Than Expected,Falla de control electronico Ma
Codigo escaner P0100: P1293,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder Head Temp Sensor Out Of Self Test Range,Falla de control electronico Ma
Codigo escaner P0100: P1294,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder Head Temp Sensor High Input,Falla de control electronico Ma
Codigo escaner P0100: P1295,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder Head Temp Sensor Low Input,Falla de control electronico Ma
Codigo escaner P0100: P1296,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Injector High Side Short To GND Or VBATT - Bank 1,Falla de control electronico Ma
Codigo escaner P0100: P1297,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Injector High Side Short To GND Or VBATT - Bank 2,Falla de control electronico Ma
Codigo escaner P0100: P1298,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Injector High Side Open - Bank 1,Falla de control electronico Ma
Codigo escaner P0100: P1299,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Injector High Side Open - Bank 2/Target idle not reached,Falla de control electronico Ma
Codigo escaner P0100: P1300,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Multi-faults - Bank 1 - With Low Side Shorts,Falla de control electronico Ma
Codigo escaner P0100: P1301,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Multi-faults - Bank 2 - With Low Side Shorts,Falla de control electronico Ma
Codigo escaner P0100: P1302,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Injector High Sides Shorted Together,Falla de control electronico Ma
Codigo escaner P0100: P1303,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: IDM Failure,Falla de control electronico Ma
Codigo escaner P0100: P1304,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Cylinder Head Overtemperature Protection Active,Falla de control electronico Ma
Codigo escaner P0100: P1305,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Boost Calibration Fault,Falla de control electronico Ma
Codigo escaner P0100: P1306,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Boost Calibration High,Falla de control electronico Ma
Codigo escaner P0100: P1307,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Boost Calibration Low,Falla de control electronico Ma
Codigo escaner P0100: P1308,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGR Calibration Fault,Falla de control electronico Ma
Codigo escaner P0100: P1309,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGR Calibration High,Falla de control electronico Ma
Codigo escaner P0100: P1313,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGR Calibration Low,Falla de control electronico Ma
Codigo escaner P0100: P1314,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Kickdown Relay Pull - In Circuit Fault,Falla de control electronico Ma
Codigo escaner P0100: P1315,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Kickdown Relay Hold Circuit Fault,Falla de control electronico Ma
Codigo escaner P0100: P1316,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: A/C Clutch Circuit Fault,Falla de control electronico Ma
Codigo escaner P0100: P1317,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Misfire Monitor AICE Chip Fault,Falla de control electronico Ma
Codigo escaner P0100: P1336,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Misfire Rate Catalyst Damage Fault - Bank 1,Falla de control electronico Ma
Codigo escaner P0100: P1340,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Misfire Rate Catalyst Damage Fault - Bank 2,Falla de control electronico Ma
Codigo escaner P0100: P1341,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Persistent Misfire,Falla de control electronico Ma
Codigo escaner P0100: P1345,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Injector Circuit / IDM Codes Detected,Falla de control electronico Ma
Codigo escaner P0100: P1346,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Injector Circuit / IDM Codes Not Updated,Falla de control electronico Ma
Codigo escaner P0100: P1347,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Crank / Cam Sensor Range / Performance,Falla de control electronico Ma
Codigo escaner P0100: P1348,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Camshaft Position Sensor B Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1349,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Camshaft Position Sensor B Range / Performance,Falla de control electronico Ma
Codigo escaner P0100: P1350,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: SGC (Cam Position) Sensor Circuit Malfunction/ Crankshaft Position - Camshaft Position Correlation,Falla de control electronico Ma
Codigo escaner P0100: P1351,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Fuel Level Sensor B Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1352,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Fuel Level Sensor B Range / Performance,Falla de control electronico Ma
Codigo escaner P0100: P1353,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Fuel Level Sensor B Circuit Low,Falla de control electronico Ma
Codigo escaner P0100: P1354,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Fuel Level Sensor B Circuit High,Falla de control electronico Ma
Codigo escaner P0100: P1355,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Fuel Level Sensor B Intermittent/Bypass Line Monitor,Falla de control electronico Ma
Codigo escaner P0100: P1360,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: IDM Input Circuit Malfunction/ Ignition Coil Control Circuit High Voltage,Falla de control electronico Ma
Codigo escaner P0100: P1361,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil A Primary Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1362,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil B Primary Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1363,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil C Primary Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1364,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil D Primary Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1365,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil A Secondary Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1366,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Control (IC) Circuit Low Voltage,Falla de control electronico Ma
Codigo escaner P0100: P1367,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil C Secondary Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1368,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil D Secondary Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1369,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil Primary Circuit Failure,Falla de control electronico Ma
Codigo escaner P0100: P1370,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil Secondary Circuit Failure,Falla de control electronico Ma
Codigo escaner P0100: P1371,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Spare,Falla de control electronico Ma
Codigo escaner P0100: P1372,Falla de control electronico P0
Codigo escaner P0100: P1373,Falla de control electronico P0
Codigo escaner P0100: P1374,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Engine Temperature Light Monitor Failure,Falla de control electronico Ma
Codigo escaner P0100: P1375,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Insufficient RMP Increase During Spark Test,Falla de control electronico Ma
Codigo escaner P0100: P1376,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil - Cylinder 1 - Early Activation Fault,Falla de control electronico Ma
Codigo escaner P0100: P1380,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil - Cylinder 2 - Early Activation Fault,Falla de control electronico Ma
Codigo escaner P0100: P1381,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil - Cylinder 3 - Early Activation Fault,Falla de control electronico Ma
Codigo escaner P0100: P1382,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Crankshaft Position (CKP)/Ignition Coil - Cylinder 4 - Early Activation Fault,Falla de control electronico Ma
Codigo escaner P0100: P1383,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil - Cylinder 5 - Early Activation Fault,Falla de control electronico Ma
Codigo escaner P0100: P1384,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Ignition Coil - Cylinder 6 - Early Activation Fault,Falla de control electronico Ma
Codigo escaner P0100: P1385,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Misfire Detected - Rough Road Data Not Available,Falla de control electronico Ma
Codigo escaner P0100: P1386,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Variable Cam Timing Overadvanced (Bank #1)/ Misfire Detected - No Communication with BCM,Falla de control electronico Ma
Codigo escaner P0100: P1387,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Variable Cam Timing Solenoid #1 Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1388,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Variable Cam Timing Overretarded (Bank #1),Falla de control electronico Ma
Codigo escaner P0100: P1389,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: VVT Solenoid A Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1390,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Variable Cam Timing Solenoid B Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1391,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Variable Cam Timing Overadvanced (Bank #2),Falla de control electronico Ma
Codigo escaner P0100: P1392,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Variable Cam Timing Solenoid #2 Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1393,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Variable Cam Timing Overretarded (Bank #2),Falla de control electronico Ma
Codigo escaner P0100: P1394,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Glow Plug Circuit High Side Low Input,Falla de control electronico Ma
Codigo escaner P0100: P1395,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Octane Adjust Pin Out Of Self Test Range,Falla de control electronico Ma
Codigo escaner P0100: P1396,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Glow Plug Circuit Low Input (Bank #1),Falla de control electronico Ma
Codigo escaner P0100: P1397,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Glow Plug Circuit High Input (Bank #1),Falla de control electronico Ma
Codigo escaner P0100: P1398,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Glow Plug Circuit Low Input (Bank #2),Falla de control electronico Ma
Codigo escaner P0100: P1399,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Glow Plug Circuit High Input (Bank #2),Falla de control electronico Ma
Codigo escaner P0100: P1400,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Glow Plug Monitor Fault (Bank #1),Falla de control electronico Ma
Codigo escaner P0100: P1401,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Glow Plug Monitor Fault (Bank #2),Falla de control electronico Ma
Codigo escaner P0100: P1402,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: System Voltage Out Of Self Test Range,Falla de control electronico Ma
Codigo escaner P0100: P1403,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: VVT Solenoid B Circuit High Input,Falla de control electronico Ma
Codigo escaner P0100: P1404,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Glow Plug Circuit High Side,Falla de control electronico Ma
Codigo escaner P0100: P1405,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: DPFE Circuit Low Input,Falla de control electronico Ma
Codigo escaner P0100: P1406,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: DPFE Circuit High Input,Falla de control electronico Ma
Codigo escaner P0100: P1407,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGR Metering Orifice Restricted,Falla de control electronico Ma
Codigo escaner P0100: P1408,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: DPFE Sensor Hoses Reversed,Falla de control electronico Ma
Codigo escaner P0100: P1409,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: IAT - B Circuit Malfunction/ Exhaust Gas Recirculation Closed Position Performance,Falla de control electronico Ma
Codigo escaner P0100: P1411,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: DPFE Sensor Upstream Hose Off Or Plugged,Falla de control electronico Ma
Codigo escaner P0100: P1413,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Exhaust Gas Recirculation (EGR) Position Sensor Performance,Falla de control electronico Ma
Codigo escaner P0100: P1414,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGR No Flow Detected,Falla de control electronico Ma
Codigo escaner P0100: P1415,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGR Flow Out Of Self Test Range,Falla de control electronico Ma
Codigo escaner P0100: P1416,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EVR Control Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1417,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: SAI System Incorrect Downstream Flow Detected,Falla de control electronico Ma
Codigo escaner P0100: P1418,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: SAI System Monitor Circuit Low Input,Falla de control electronico Ma
Codigo escaner P0100: P1419,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: SAI System Monitor Circuit High Input,Falla de control electronico Ma
Codigo escaner P0100: P1420,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Air Pump Circuit Malfunction/ (AIR) System Bank 1,Falla de control electronico Ma
Codigo escaner P0100: P1421,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Port Air Circuit Malfunction/ (AIR) System Bank 2,Falla de control electronico Ma
Codigo escaner P0100: P1422,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Port Air Relief Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1423,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Split Air #1 Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1424,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Split Air #2 Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1425,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Catalyst Temperature Sensor Failure,Falla de control electronico Ma
Codigo escaner P0100: P1426,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Catalyst Damage,Falla de control electronico Ma
Codigo escaner P0100: P1427,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGI Temperature Sensor Failure,Falla de control electronico Ma
Codigo escaner P0100: P1428,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGI Functionality Test Failed,Falla de control electronico Ma
Codigo escaner P0100: P1429,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGI Glow Plug Primary Failure,Falla de control electronico Ma
Codigo escaner P0100: P1430,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGI Glow Plug Secondary Failure,Falla de control electronico Ma
Codigo escaner P0100: P1433,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGI Mini - MAF Failed Out Of Range,Falla de control electronico Ma
Codigo escaner P0100: P1434,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGI Mini - MAF Failed Short Circuit,Falla de control electronico Ma
Codigo escaner P0100: P1435,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: EGI Mini - MAF Failed Open Circuit,Falla de control electronico Ma
Codigo escaner P0100: P1436,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Electric Air Pump Primary Failure,Falla de control electronico Ma
Codigo escaner P0100: P1437,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Electric Air Pump Secondary Failure,Falla de control electronico Ma
Codigo escaner P0100: P1438,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: A/C Refrigerant Temperature Circuit Low,Falla de control electronico Ma
Codigo escaner P0100: P1439,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: A/C Refrigerant Temperature Circuit High,Falla de control electronico Ma
Codigo escaner P0100: P1440,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: A/C Refrigerant Temperature Circuit Range/Performance,Falla de control electronico Ma
Codigo escaner P0100: P1441,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: A/C Evaporator Air Temperature Circuit Low,Falla de control electronico Ma
Codigo escaner P0100: P1442,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: A/C Evaporator Air Temperature Circuit Range/Performance,Falla de control electronico Ma
Codigo escaner P0100: P1443,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Floor Temperature Switch Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1444,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Purge Valve Stuck Open,Falla de control electronico Ma
Codigo escaner P0100: P1445,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Evaporative Emission (EVAP) System Flow During Non-Purge Chevrolet Only,Falla de control electronico Ma
Codigo escaner P0100: P1446,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Evaporative Emission (EVAP) System Flow During Non-Purge Oldsmobile Only,Falla de control electronico Ma
Codigo escaner P0100: P1447,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Evaporative Emission Control System Leak Detected,Falla de control electronico Ma
Codigo escaner P0100: P1448,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Evaporative Emission Control System Control Valve,Falla de control electronico Ma
Codigo escaner P0100: P1449,Falla de control electronico P0
Codigo escaner P0100: P1450,Falla de control electronico P0
Codigo escaner P0100: P1451,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Evaporative Vac Solenoid Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1452,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: ELC System Closure Valve Flow Fault,Falla de control electronico Ma
Codigo escaner P0100: P1453,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: ELC System 2 Fault,Falla de control electronico Ma
Codigo escaner P0100: P1454,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Evaporative Check Solenoid Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1455,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Unable To Bleed Up Fuel Tank Vacuum,Falla de control electronico Ma
Codigo escaner P0100: P1456,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Evap  Emission Control Sys Vent Control Valve Circuit,Falla de control electronico Ma
Codigo escaner P0100: P1457,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Unable To Bleed - Up Vacuum in Tank,Falla de control electronico Ma
Codigo escaner P0100: P1460,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Fuel Tank Pressure Relief Valve Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1461,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Evaporative System Vacuum Test Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1462,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Evap  Emission Control Sys  Leak Detected (Gross Leak/No Flow),Falla de control electronico Ma
Codigo escaner P0100: P1463,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Fuel Tank Temperature Sensor Circuit Malfunction,Falla de control electronico Ma
Codigo escaner P0100: P1464,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Unable To Pull Vacuum In Tank,Falla de control electronico Ma
Codigo escaner P0100: P1465,Falla de control electronico P0
Codigo escaner Mass or Volume Air Flow Circuit Malfunction: Wide open throttle A/C cutoff relay circuit,Falla de control electronico Ma
Codigo escaner P0100: P1466,Falla de control electronico P0
