id,sintoma,falla,codigo_falla,sistema,subcomponente,requiere_escaner,prueba_sugerida,codigo_dtc,origen_dato,grupo_origen,estado_revision,validado_mecanico
1576,Revisión técnica: con el motor encendido en mínimo se nota que baja el nivel en el vaso de expansión y además con panel de radiador sulfatado.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-01-03-03,solo_experimento,NO
1577,"Maestro, baja el nivel en el vaso de expansión con el motor encendido en mínimo. Pasa que con olor dulzón penetrante en el vano motor.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-01-03-01,solo_experimento,NO
1578,"Al revisar la zona frontal, deja un charco de líquido verde o rosado bajo el motor, sin que el motor falle en frío.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-02-00-02,solo_experimento,NO
1579,Revisión técnica: al dejar estacionado el auto se nota que se escucha un siseo de vapor por el radiador y además con panel de radiador sulfatado.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-00-01-03,solo_experimento,NO
1580,"Al probar el auto: al guardar el auto en la cochera, gotea refrigerante constantemente por las abrazaderas; el cliente indica que con panel de radiador sulfatado.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-03-02-03,solo_experimento,NO
1581,Revisión técnica: con el motor encendido en mínimo se nota que baja el nivel en el vaso de expansión y además con panel de radiador sulfatado.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-01-03-03,solo_experimento,NO
1582,"Al revisar la zona frontal, se escucha un siseo de vapor por el radiador, con panel de radiador sulfatado.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-02-01-03,solo_experimento,NO
1583,"Mire: Baja el nivel en el vaso de expansión al revisar la zona frontal, sobre todo con panel de radiador sulfatado.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-02-03-03,solo_experimento,NO
1584,Revisión técnica: al dejar estacionado el auto se nota que deja un charco de líquido verde o rosado bajo el motor y además sin que el motor falle en frío.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-00-00-02,solo_experimento,NO
1585,"Mire: Gotea refrigerante constantemente por las abrazaderas al revisar la zona frontal, sobre todo sin que el motor falle en frío.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-02-02-02,solo_experimento,NO
1586,Revisión técnica: al dejar estacionado el auto se nota que gotea refrigerante constantemente por las abrazaderas y además con panel de radiador sulfatado.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-00-02-03,solo_experimento,NO
1587,"Maestro, se escucha un siseo de vapor por el radiador con el motor encendido en mínimo. Pasa que sin que el motor falle en frío.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-01-01-02,solo_experimento,NO
1588,"Al revisar la zona frontal, deja un charco de líquido verde o rosado bajo el motor, y el nivel en el vaso de expansión baja cada dos días.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-02-00-00,solo_experimento,NO
1589,"Al probar el auto: al dejar estacionado el auto, baja el nivel en el vaso de expansión; el cliente indica que y el nivel en el vaso de expansión baja cada dos días.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-00-03-00,solo_experimento,NO
1590,"Maestro, baja el nivel en el vaso de expansión al dejar estacionado el auto. Pasa que sin que el motor falle en frío.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-00-03-02,solo_experimento,NO
1591,"Al revisar la zona frontal, gotea refrigerante constantemente por las abrazaderas, con olor dulzón penetrante en el vano motor.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-02-02-01,solo_experimento,NO
1592,"Al probar el auto: al dejar estacionado el auto, deja un charco de líquido verde o rosado bajo el motor; el cliente indica que y el nivel en el vaso de expansión baja cada dos días.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-00-00-00,solo_experimento,NO
1593,"Con el motor encendido en mínimo, deja un charco de líquido verde o rosado bajo el motor, y el nivel en el vaso de expansión baja cada dos días.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-01-00-00,solo_experimento,NO
1594,"Con el motor encendido en mínimo, baja el nivel en el vaso de expansión, con olor dulzón penetrante en el vano motor.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-01-03-01,solo_experimento,NO
1595,Revisión técnica: con el motor encendido en mínimo se nota que gotea refrigerante constantemente por las abrazaderas y además sin que el motor falle en frío.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-01-02-02,solo_experimento,NO
1596,Revisión técnica: al dejar estacionado el auto se nota que baja el nivel en el vaso de expansión y además sin que el motor falle en frío.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-00-03-02,solo_experimento,NO
1597,"Al revisar la zona frontal, gotea refrigerante constantemente por las abrazaderas, con olor dulzón penetrante en el vano motor.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-02-02-01,solo_experimento,NO
1598,Revisión técnica: al revisar la zona frontal se nota que deja un charco de líquido verde o rosado bajo el motor y además con panel de radiador sulfatado.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-02-00-03,solo_experimento,NO
1599,"Mire: Deja un charco de líquido verde o rosado bajo el motor al revisar la zona frontal, sobre todo sin que el motor falle en frío.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-02-00-02,solo_experimento,NO
1600,Revisión técnica: con el motor encendido en mínimo se nota que baja el nivel en el vaso de expansión y además y el nivel en el vaso de expansión baja cada dos días.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-01-03-00,solo_experimento,NO
1601,Revisión técnica: con el motor encendido en mínimo se nota que baja el nivel en el vaso de expansión y además con olor dulzón penetrante en el vano motor.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-01-03-01,solo_experimento,NO
1602,"Maestro, se escucha un siseo de vapor por el radiador al dejar estacionado el auto. Pasa que con panel de radiador sulfatado.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-00-01-03,solo_experimento,NO
1603,"Al dejar estacionado el auto, baja el nivel en el vaso de expansión, sin que el motor falle en frío.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-00-03-02,solo_experimento,NO
1604,"Al probar el auto: al dejar estacionado el auto, deja un charco de líquido verde o rosado bajo el motor; el cliente indica que y el nivel en el vaso de expansión baja cada dos días.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-00-00-00,solo_experimento,NO
1605,Revisión técnica: al revisar la zona frontal se nota que baja el nivel en el vaso de expansión y además y el nivel en el vaso de expansión baja cada dos días.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-02-03-00,solo_experimento,NO
1606,Revisión técnica: con el motor encendido en mínimo se nota que deja un charco de líquido verde o rosado bajo el motor y además y el nivel en el vaso de expansión baja cada dos días.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-01-00-00,solo_experimento,NO
1607,Revisión técnica: al revisar la zona frontal se nota que se escucha un siseo de vapor por el radiador y además sin que el motor falle en frío.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-02-01-02,solo_experimento,NO
1608,Revisión técnica: al dejar estacionado el auto se nota que baja el nivel en el vaso de expansión y además con panel de radiador sulfatado.,Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-00-03-03,solo_experimento,NO
1609,"Al guardar el auto en la cochera, deja un charco de líquido verde o rosado bajo el motor, con olor dulzón penetrante en el vano motor.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-03-00-01,solo_experimento,NO
1610,"Al probar el auto: al guardar el auto en la cochera, baja el nivel en el vaso de expansión; el cliente indica que y el nivel en el vaso de expansión baja cada dos días.",Fuga en mangueras de refrigerante o radiador picado,REFRIGERACION_002,Refrigeración,Mangueras y radiador,NO,Presurización del circuito de enfriamiento con bomba manual a 15 psi e inspección de abrazaderas y paneles,N/A,sintetico_aumentado,AUG-023-03-03-00,solo_experimento,NO
1611,Revisión técnica: de repente en plena marcha se nota que la radio se reinicia sola y las agujas se caen y además con olor a barniz quemado en el alternador.,Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-02-02-02,solo_experimento,NO
1612,"Al probar el auto: manejando de noche con faros encendidos, se encendió el testigo rojo de la batería en el panel; el cliente indica que con olor a barniz quemado en el alternador.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-00-02,solo_experimento,NO
1613,"Mire: Se encendió el testigo rojo de la batería en el panel de repente en plena marcha, sobre todo con placa de diodos abierta.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-02-00-03,solo_experimento,NO
1614,Revisión técnica: al acelerar en pista rápida se nota que las luces del tablero y faros bajan su intensidad o parpadean y además y al apagar el carro ya no volvió a prender por falta de carga.,Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-01-01-00,solo_experimento,NO
1615,"Al acelerar en pista rápida, la radio se reinicia sola y las agujas se caen, con placa de diodos abierta.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-01-02-03,solo_experimento,NO
1616,Revisión técnica: de repente en plena marcha se nota que el carro se apaga en marcha y además y al apagar el carro ya no volvió a prender por falta de carga.,Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-02-03-00,solo_experimento,NO
1617,"Maestro, las luces del tablero y faros bajan su intensidad o parpadean al acelerar en pista rápida. Pasa que y al apagar el carro ya no volvió a prender por falta de carga.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-01-01-00,solo_experimento,NO
1618,Revisión técnica: manejando de noche con faros encendidos se nota que las luces del tablero y faros bajan su intensidad o parpadean y además con placa de diodos abierta.,Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-01-03,solo_experimento,NO
1619,"Al probar el auto: manejando de noche con faros encendidos, la radio se reinicia sola y las agujas se caen; el cliente indica que con placa de diodos abierta.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-02-03,solo_experimento,NO
1620,"Mire: Se encendió el testigo rojo de la batería en el panel al encender los accesorios, sobre todo y al apagar el carro ya no volvió a prender por falta de carga.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-03-00-00,solo_experimento,NO
1621,Revisión técnica: manejando de noche con faros encendidos se nota que la radio se reinicia sola y las agujas se caen y además y al apagar el carro ya no volvió a prender por falta de carga.,Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-02-00,solo_experimento,NO
1622,"Al probar el auto: manejando de noche con faros encendidos, las luces del tablero y faros bajan su intensidad o parpadean; el cliente indica que con placa de diodos abierta.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-01-03,solo_experimento,NO
1623,"Al acelerar en pista rápida, las luces del tablero y faros bajan su intensidad o parpadean, y al apagar el carro ya no volvió a prender por falta de carga.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-01-01-00,solo_experimento,NO
1624,Revisión técnica: al acelerar en pista rápida se nota que el carro se apaga en marcha y además y al apagar el carro ya no volvió a prender por falta de carga.,Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-01-03-00,solo_experimento,NO
1625,"Manejando de noche con faros encendidos, las luces del tablero y faros bajan su intensidad o parpadean, registrando voltaje menor a 12V con el motor en marcha.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-01-01,solo_experimento,NO
1626,"Al acelerar en pista rápida, se encendió el testigo rojo de la batería en el panel, con olor a barniz quemado en el alternador.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-01-00-02,solo_experimento,NO
1627,"Al encender los accesorios, las luces del tablero y faros bajan su intensidad o parpadean, y al apagar el carro ya no volvió a prender por falta de carga.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-03-01-00,solo_experimento,NO
1628,"Manejando de noche con faros encendidos, el carro se apaga en marcha, registrando voltaje menor a 12V con el motor en marcha.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-03-01,solo_experimento,NO
1629,Revisión técnica: al acelerar en pista rápida se nota que el carro se apaga en marcha y además con olor a barniz quemado en el alternador.,Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-01-03-02,solo_experimento,NO
1630,"Mire: Se encendió el testigo rojo de la batería en el panel de repente en plena marcha, sobre todo registrando voltaje menor a 12V con el motor en marcha.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-02-00-01,solo_experimento,NO
1631,"Mire: Se encendió el testigo rojo de la batería en el panel al acelerar en pista rápida, sobre todo registrando voltaje menor a 12V con el motor en marcha.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-01-00-01,solo_experimento,NO
1632,"Maestro, se encendió el testigo rojo de la batería en el panel manejando de noche con faros encendidos. Pasa que con olor a barniz quemado en el alternador.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-00-02,solo_experimento,NO
1633,"Al probar el auto: al encender los accesorios, las luces del tablero y faros bajan su intensidad o parpadean; el cliente indica que con olor a barniz quemado en el alternador.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-03-01-02,solo_experimento,NO
1634,"Al probar el auto: al acelerar en pista rápida, el carro se apaga en marcha; el cliente indica que registrando voltaje menor a 12V con el motor en marcha.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-01-03-01,solo_experimento,NO
1635,"Al probar el auto: manejando de noche con faros encendidos, las luces del tablero y faros bajan su intensidad o parpadean; el cliente indica que y al apagar el carro ya no volvió a prender por falta de carga.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-01-00,solo_experimento,NO
1636,Revisión técnica: al encender los accesorios se nota que las luces del tablero y faros bajan su intensidad o parpadean y además y al apagar el carro ya no volvió a prender por falta de carga.,Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-03-01-00,solo_experimento,NO
1637,"Maestro, se encendió el testigo rojo de la batería en el panel manejando de noche con faros encendidos. Pasa que y al apagar el carro ya no volvió a prender por falta de carga.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-00-00,solo_experimento,NO
1638,Revisión técnica: manejando de noche con faros encendidos se nota que la radio se reinicia sola y las agujas se caen y además con placa de diodos abierta.,Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-02-03,solo_experimento,NO
1639,"Mire: Las luces del tablero y faros bajan su intensidad o parpadean al acelerar en pista rápida, sobre todo registrando voltaje menor a 12V con el motor en marcha.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-01-01-01,solo_experimento,NO
1640,"Maestro, el carro se apaga en marcha al encender los accesorios. Pasa que registrando voltaje menor a 12V con el motor en marcha.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-03-03-01,solo_experimento,NO
1641,"Al probar el auto: manejando de noche con faros encendidos, las luces del tablero y faros bajan su intensidad o parpadean; el cliente indica que con placa de diodos abierta.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-01-03,solo_experimento,NO
1642,Revisión técnica: manejando de noche con faros encendidos se nota que la radio se reinicia sola y las agujas se caen y además con olor a barniz quemado en el alternador.,Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-02-02,solo_experimento,NO
1643,"Manejando de noche con faros encendidos, las luces del tablero y faros bajan su intensidad o parpadean, registrando voltaje menor a 12V con el motor en marcha.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-01-01,solo_experimento,NO
1644,Revisión técnica: manejando de noche con faros encendidos se nota que la radio se reinicia sola y las agujas se caen y además registrando voltaje menor a 12V con el motor en marcha.,Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-00-02-01,solo_experimento,NO
1645,"Maestro, la radio se reinicia sola y las agujas se caen al acelerar en pista rápida. Pasa que y al apagar el carro ya no volvió a prender por falta de carga.",Alternador defectuoso o placa de diodos quemada,ELECTRICO_001,Sistema Eléctrico,Alternador y carga,NO,Medición con multímetro de voltaje de carga en bornes (13.8V a 14.4V) bajo carga de luces y aire acondicionado,P0562,sintetico_aumentado,AUG-024-01-02-00,solo_experimento,NO
