id,clase_objetivo,macro_sistema,nivel_informacion,estado_auditoria,motivos,sim_intra_max,sim_inter_max,inter_ref_origen,dtc,es_contrastivo,clase_contrastiva
F10-L07-0051,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.2054,0.2944,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0052,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.1771,0.2129,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L07-0053,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.1359,0.2214,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0054,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.1449,0.2633,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0055,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.377,0.1915,TRAIN,,SI,Desgaste en collarin de empuje o crapodina de embrague
F10-L07-0056,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.1548,0.1299,TRAIN,,NO,
F10-L07-0057,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.1511,0.1956,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0058,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.1616,0.1669,DEV_60,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0059,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.1156,0.1429,TRAIN,,NO,
F10-L07-0060,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.1745,0.1509,TRAIN,,NO,
F10-L07-0061,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.142,0.2771,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L07-0062,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.1278,0.2749,TRAIN,,NO,
F10-L07-0063,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.3079,0.1558,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0064,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.2038,0.1886,TRAIN,,NO,
F10-L07-0065,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L2,APROBADO,CONFORME,0.182,0.1652,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0066,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1268,0.1377,G1,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L07-0067,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1437,0.1601,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0068,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1082,0.1731,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0069,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1764,0.1402,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0070,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1652,0.1639,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0071,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1588,0.1214,TRAIN,,NO,
F10-L07-0072,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.131,0.1273,TRAIN,,NO,
F10-L07-0073,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.173,0.1672,DEV_60,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0074,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1345,0.1236,TRAIN,,NO,
F10-L07-0075,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1181,0.1502,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0076,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1105,0.1286,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0077,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1483,0.1746,TRAIN,,NO,
F10-L07-0078,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1346,0.1261,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L07-0079,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1192,0.1135,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0080,Falla en bombin o bomba hidraulica de embrague,TRANSMISION,L3,APROBADO,CONFORME,0.1161,0.1045,TRAIN,,NO,
F10-L07-0081,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L1,APROBADO,CONFORME,0.1936,0.2393,TRAIN,,NO,
F10-L07-0082,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L1,APROBADO,CONFORME,0.2979,0.2495,TRAIN,,NO,
F10-L07-0083,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L1,APROBADO,CONFORME,0.2851,0.3542,TRAIN,,NO,
F10-L07-0084,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L1,APROBADO,CONFORME,0.1466,0.2764,TRAIN,,NO,
F10-L07-0085,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L1,APROBADO,CONFORME,0.1494,0.3277,TRAIN,,NO,
F10-L07-0086,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L1,APROBADO,CONFORME,0.1215,0.2994,TRAIN,,NO,
F10-L07-0087,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L1,APROBADO,CONFORME,0.229,0.2631,TRAIN,,NO,
F10-L07-0088,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L1,APROBADO,CONFORME,0.2284,0.1255,TRAIN,,NO,
F10-L07-0089,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L1,APROBADO,CONFORME,0.2008,0.2068,TRAIN,,NO,
F10-L07-0090,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L1,APROBADO,CONFORME,0.1351,0.1,TRAIN,,NO,
F10-L07-0091,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.1447,0.2433,FIELD_60,,SI,Disco de embrague desgastado o patinando
F10-L07-0092,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.1125,0.2421,TRAIN,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0093,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.211,0.1508,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0094,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.1122,0.0763,TRAIN,,NO,
F10-L07-0095,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.2123,0.2728,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0096,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.1247,0.3021,TRAIN,,SI,Falla en bombin o bomba hidraulica de embrague
F10-L07-0097,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.1621,0.1917,TRAIN,,NO,
F10-L07-0098,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.2284,0.237,TRAIN,,NO,
F10-L07-0099,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.1452,0.1318,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0100,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.1326,0.1776,TRAIN,,NO,
F10-L07-0101,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.1084,0.1367,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0102,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.1582,0.1032,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0103,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.1021,0.1176,TRAIN,,NO,
F10-L07-0104,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.1228,0.2165,TRAIN,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0105,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,APROBADO,CONFORME,0.0987,0.1382,TEST_100,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0106,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.1577,0.1256,TRAIN,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0107,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.1329,0.1205,TRAIN,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0108,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.0898,0.0973,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0109,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.1582,0.1138,TRAIN,,NO,
F10-L07-0110,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.1333,0.0977,TRAIN,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0111,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.1164,0.1299,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0112,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.1621,0.1287,TRAIN,,NO,
F10-L07-0113,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.2008,0.1254,TRAIN,,NO,
F10-L07-0114,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.092,0.0856,TRAIN,,SI,Rodajes de caja mecanica o diferencial gastados
F10-L07-0115,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.1229,0.1305,TRAIN,,SI,Falla en bombin o bomba hidraulica de embrague
F10-L07-0116,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.1188,0.0831,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0117,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.1092,0.1223,TRAIN,,NO,
F10-L07-0118,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.0956,0.0841,TRAIN,,NO,
F10-L07-0119,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.1402,0.1148,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0120,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,APROBADO,CONFORME,0.0889,0.0834,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0121,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L1,APROBADO,CONFORME,0.1918,0.2442,TRAIN,,NO,
F10-L07-0122,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L1,APROBADO,CONFORME,0.2195,0.2219,TRAIN,,NO,
F10-L07-0123,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L1,APROBADO,CONFORME,0.4291,0.4404,TRAIN,,NO,
F10-L07-0124,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L1,APROBADO,CONFORME,0.2309,0.1641,TRAIN,,NO,
F10-L07-0125,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L1,APROBADO,CONFORME,0.1985,0.1569,TRAIN,,NO,
F10-L07-0126,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L1,APROBADO,CONFORME,0.2351,0.1903,TRAIN,,NO,
F10-L07-0127,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L1,APROBADO,CONFORME,0.1647,0.192,TRAIN,,NO,
F10-L07-0128,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L1,APROBADO,CONFORME,0.2332,0.1434,TRAIN,,NO,
F10-L07-0129,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L1,APROBADO,CONFORME,0.1285,0.1323,TRAIN,,NO,
F10-L07-0130,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L1,APROBADO,CONFORME,0.2273,0.1404,TEST_100,,NO,
F10-L07-0131,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.4811,0.2891,TRAIN,,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)
F10-L07-0132,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.136,0.3068,TRAIN,,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)
F10-L07-0133,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.2111,0.1344,TRAIN,,SI,Juntas homocineticas o palieres danados
F10-L07-0134,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.1602,0.1138,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0135,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.2045,0.149,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0136,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.1577,0.1035,TRAIN,,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)
F10-L07-0137,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.1579,0.1302,TRAIN,,SI,Juntas homocineticas o palieres danados
F10-L07-0138,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.1606,0.1166,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0139,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.1604,0.2237,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0140,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.1973,0.0928,TRAIN,,NO,
F10-L07-0141,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.2111,0.1214,TRAIN,,NO,
F10-L07-0142,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.1817,0.1811,TRAIN,,NO,
F10-L07-0143,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.2273,0.2166,TRAIN,,NO,
F10-L07-0144,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.1201,0.1912,TRAIN,,SI,Llantas desbalanceadas o desalineadas
F10-L07-0145,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,APROBADO,CONFORME,0.2745,0.1362,TRAIN,,NO,
F10-L07-0146,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1577,0.1273,TRAIN,,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)
F10-L07-0147,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1811,0.1194,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0148,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1606,0.0753,TRAIN,,NO,
F10-L07-0149,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1492,0.1462,DEV_60,,SI,Juntas homocineticas o palieres danados
F10-L07-0150,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.2029,0.0941,TEST_100,,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)
F10-L07-0151,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1805,0.0939,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0152,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.2084,0.1273,TRAIN,,SI,Rodajes de transmision manual o eje primario gastados
F10-L07-0153,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1097,0.1037,TRAIN,,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)
F10-L07-0154,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.2745,0.0825,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0155,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1285,0.1156,TRAIN,,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)
F10-L07-0156,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1378,0.1167,TRAIN,,SI,Juntas homocineticas o palieres danados
F10-L07-0157,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1089,0.1336,TEST_100,,NO,
F10-L07-0158,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1083,0.1178,TRAIN,,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)
F10-L07-0159,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1319,0.1116,TRAIN,,NO,
F10-L07-0160,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,APROBADO,CONFORME,0.1091,0.0697,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0161,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,APROBADO,CONFORME,0.27,0.3138,TRAIN,,NO,
F10-L07-0162,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,APROBADO,CONFORME,0.1698,0.443,TRAIN,,NO,
F10-L07-0163,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,APROBADO,CONFORME,0.2502,0.4188,TRAIN,,NO,
F10-L07-0164,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,APROBADO,CONFORME,0.2382,0.2217,TRAIN,,NO,
F10-L07-0165,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,APROBADO,CONFORME,0.1333,0.1559,TRAIN,,NO,
F10-L07-0166,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,APROBADO,CONFORME,0.1672,0.1582,TRAIN,,NO,
F10-L07-0167,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,APROBADO,CONFORME,0.1631,0.1924,TRAIN,,NO,
F10-L07-0168,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,APROBADO,CONFORME,0.3305,0.2438,G2,,NO,
F10-L07-0169,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,APROBADO,CONFORME,0.125,0.2279,TRAIN,,NO,
F10-L07-0170,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,APROBADO,CONFORME,0.2237,0.2565,TRAIN,,NO,
F10-L07-0171,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.1227,0.1697,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0172,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.2123,0.2687,TEST_100,P17BF,SI,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)
F10-L07-0173,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.1907,0.345,TRAIN,P0746,SI,Cuerpo de aceleracion o valvula IAC sucia
F10-L07-0174,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.1699,0.3334,TRAIN,,SI,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)
F10-L07-0175,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.1683,0.1553,TRAIN,,NO,
F10-L07-0176,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.1527,0.2093,TRAIN,P0841,SI,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP)
F10-L07-0177,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.204,0.2305,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0178,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.1976,0.1986,TRAIN,P0746,NO,
F10-L07-0179,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.222,0.186,TRAIN,,SI,Falla en bombin o bomba hidraulica de embrague
F10-L07-0180,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.1355,0.1109,TEST_100,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0181,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.2237,0.1312,TRAIN,P189C,NO,
F10-L07-0182,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.1175,0.1527,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0183,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.1907,0.1721,TRAIN,P0962,NO,
F10-L07-0184,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.1313,0.1984,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0185,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,APROBADO,CONFORME,0.1365,0.1488,TRAIN,,NO,
F10-L07-0186,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.2123,0.1308,TEST_100,P17BF,SI,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)
F10-L07-0187,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.1367,0.1097,TRAIN,P0746,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0188,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.1178,0.1041,TRAIN,P0730,SI,Disco de embrague desgastado o patinando
F10-L07-0189,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.1102,0.1326,TRAIN,P0846,NO,
F10-L07-0190,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.1221,0.1393,TRAIN,,SI,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)
F10-L07-0191,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.1501,0.1432,TRAIN,P0962,NO,
F10-L07-0192,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.0912,0.1477,TRAIN,P176F,SI,Disco de embrague desgastado o patinando
F10-L07-0193,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.1976,0.1413,TRAIN,P0746,NO,
F10-L07-0194,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.1115,0.1612,TRAIN,,SI,Falta o degradacion de aceite de caja de cambios
F10-L07-0195,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.222,0.1256,TRAIN,,SI,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)
F10-L07-0196,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.1235,0.0881,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L07-0197,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.0995,0.1182,TRAIN,,NO,
F10-L07-0198,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.1367,0.1705,TRAIN,P0776,NO,
F10-L07-0199,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.1219,0.1177,TRAIN,,NO,
F10-L07-0200,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,APROBADO,CONFORME,0.1144,0.0961,TRAIN,,NO,
F10-L07-0201,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,APROBADO,CONFORME,0.4032,0.5095,TRAIN,,NO,
F10-L07-0202,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,APROBADO,CONFORME,0.2514,0.1687,TRAIN,,NO,
F10-L07-0203,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,APROBADO,CONFORME,0.3604,0.2926,TRAIN,,NO,
F10-L07-0204,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,APROBADO,CONFORME,0.2332,0.2176,TRAIN,,NO,
F10-L07-0205,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,APROBADO,CONFORME,0.3,0.4436,TRAIN,,NO,
F10-L07-0206,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,APROBADO,CONFORME,0.3305,0.3068,TRAIN,,NO,
F10-L07-0207,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,APROBADO,CONFORME,0.2178,0.2435,FIELD_60,,NO,
F10-L07-0208,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,APROBADO,CONFORME,0.1326,0.1145,TRAIN,,NO,
F10-L07-0209,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,APROBADO,CONFORME,0.2552,0.2322,TRAIN,,NO,
