id,clase_objetivo,macro_sistema,nivel_informacion,dtc,es_sintactico,significado,compatible_con_clase
F10-L09-0141,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,P0A1B,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0143,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,P0A79,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0146,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,P0AA6,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0147,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,P0A78,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0149,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,P0A79,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0150,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,P0AA6,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0151,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,P0A94,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0154,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,P0A78,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0158,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,P0AA6,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0158,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,P0A1B,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0173,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,P0A93,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0176,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,P0A82,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0181,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,P0A93,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0186,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,P0A93,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0187,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,P0A82,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0190,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,P0A93,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0192,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,P0A82,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0195,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,P0A93,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0218,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,P0615,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0233,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,P0615,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0016,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,B1422,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0021,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L2,B1423,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0030,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L3,B1070,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0032,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L3,B1423,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0035,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L3,P0A1F,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0039,Falla en compresor de aire acondicionado o fuga de gas R134a,CLIMATIZACION,L3,B1422,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0056,Falla electrica del cierre centralizado o actuador de puerta,CARROCERIA_NEUMATICA,L2,B1300,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0069,Falla electrica del cierre centralizado o actuador de puerta,CARROCERIA_NEUMATICA,L3,B1312,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0072,Falla electrica del cierre centralizado o actuador de puerta,CARROCERIA_NEUMATICA,L3,U0199,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0075,Falla electrica del cierre centralizado o actuador de puerta,CARROCERIA_NEUMATICA,L3,B1335,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0080,Falla electrica del cierre centralizado o actuador de puerta,CARROCERIA_NEUMATICA,L3,B1228,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0143,Elevalunas electrico o guaya de alzacristales rota o trabada,CARROCERIA_NEUMATICA,L2,B1402,SI,Circuito del motor del elevalunas defectuoso,SI
F10-L10-0150,Elevalunas electrico o guaya de alzacristales rota o trabada,CARROCERIA_NEUMATICA,L3,B1402,SI,Circuito del motor del elevalunas defectuoso,SI
F10-L10-0156,Elevalunas electrico o guaya de alzacristales rota o trabada,CARROCERIA_NEUMATICA,L3,U0201,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0180,Limpiaparabrisas o motor pluma quemado,CARROCERIA_NEUMATICA,L2,B1130,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0190,Limpiaparabrisas o motor pluma quemado,CARROCERIA_NEUMATICA,L3,B1132,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L10-0199,Limpiaparabrisas o motor pluma quemado,CARROCERIA_NEUMATICA,L3,B1150,SI,Código OBD-II estándar de subsistema vehicular,SI
