id,clase_objetivo,macro_sistema,nivel_informacion,criterios_evaluados,es_contrastivo,clase_contrastiva,dtc,texto_resumen,coherencia_tecnica,evaluacion_metrologica,evaluacion_negaciones,sesgo_marcas,dictamen
F10L01_0013,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,CONTRASTIVO | CLIMATIZACION,SI,Cuerpo de aceleracion o valvula IAC sucia,,Tiembla fuerte parado en el semaforo pero al acelerar mejora un poco.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0014,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,DTC,NO,,P0300,El carro vibra y a veces se enciende el check engine con codigo de falla de cilindro.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0015,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,CONTRASTIVO,SI,Bomba de gasolina quemada o con baja presion,,En frio anda bien pero cuando calienta empieza a dar tirones.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0021,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,CONTRASTIVO,SI,Cuerpo de aceleracion o valvula IAC sucia,,Vibra parado y a veces se casi apaga en el semaforo.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0022,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,DTC,NO,,P0301,Codigo P0301 y el motor tiembla del lado del cilindro 1.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0023,Falla en bujias o bobinas de encendido (misfire),MOTOR,L2,CONTRASTIVO,SI,Inyectores sucios o filtro de combustible obstruido,,El carro da jalones cuando voy a media velocidad.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0026,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,DTC | CLIMATIZACION,NO,,P0300,El motor tiembla fuerte en ralenti y al acelerar pierde potencia. En caliente empeora. No hay humo y el check engine se ...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0027,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Bomba de gasolina quemada o con baja presion,,En frio el motor funciona redondo. Cuando alcanza temperatura empieza a fallar un cilindro y se siente vibracion en el v...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0028,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,DTC,NO,,P0302,Codigo P0302. El motor vibra mas del lado del cilindro 2. Al desconectar la bobina de ese cilindro el cambio es minimo. ...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0029,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,CONTRASTIVO | EV_HIBRIDO,SI,Discos de freno alabeados o desgastados,,Tiembla en semaforo y al salir se siente un hueco de potencia. Cuando llueve falla mas. No vibra al frenar ni a velocida...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0031,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,DTC | CLIMATIZACION,NO,,P0301,El carro vibra parado y en movimiento a baja velocidad. Check Engine con P0301. Cambie la bujia del cilindro 1 y sigue i...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0032,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Bomba de gasolina quemada o con baja presion,,Falla intermitente: a veces anda perfecto y de repente empieza a temblar y pierde fuerza. Mas frecuente cuando el motor ...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0033,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,DTC | METROLOGIA | CLIMATIZACION,NO,,P0303,En ralenti el motor baila y se siente un golpeo irregular. Al subir rpm se suaviza un poco pero no desaparece del todo. ...,CONFORME,VALIDA,N/A,AUSENTE,APROBADO
F10L01_0037,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,DTC | CLIMATIZACION | EV_HIBRIDO,NO,,P0304,Motor con misfire evidente en cilindro 4. Contador de fallos sube en caliente. Ralenti inestable. No hay codigos de comb...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0038,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,CONTRASTIVO,SI,Llantas desbalanceadas o desalineadas,,Tiembla solo en ralenti. Cuando voy en marcha el motor se siente normal. No vibra el volante a velocidad ni al frenar. E...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0039,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,CONTRASTIVO,SI,Empaque de culata soplado o danado,,El auto tiene una falla de encendido que aparece despues de 15-20 minutos de manejo. Se siente un cilindro muerto y el c...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0040,Falla en bujias o bobinas de encendido (misfire),MOTOR,L3,DTC,NO,,P0300,Falla en caliente con codigo P0300. La presion de combustible esta dentro de rango. Las bobinas miden resistencia irregu...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0041,Bomba de gasolina quemada o con baja presion,MOTOR,L1,BASE_ESTRATIFICADA,NO,,,El carro se ahoga.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0053,Bomba de gasolina quemada o con baja presion,MOTOR,L2,CONTRASTIVO,SI,Falla en bujias o bobinas de encendido (misfire),,En carretera a velocidad constante a veces da tirones como si le faltara combustible.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0062,Bomba de gasolina quemada o con baja presion,MOTOR,L2,CONTRASTIVO | CLIMATIZACION,SI,Falla en bujias o bobinas de encendido (misfire),,En caliente y con poca gasolina el carro no responde bien al acelerador.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0063,Bomba de gasolina quemada o con baja presion,MOTOR,L2,CONTRASTIVO,SI,Falla en bujias o bobinas de encendido (misfire),,El motor pierde potencia bajo carga pero el ralenti se mantiene estable.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0066,Bomba de gasolina quemada o con baja presion,MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Falla en bujias o bobinas de encendido (misfire),,Cuando el tanque esta por debajo de la mitad el carro pierde fuerza en subidas y a veces se ahoga al acelerar fuerte. El...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0067,Bomba de gasolina quemada o con baja presion,MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Inyectores sucios o filtro de combustible obstruido,,Presion de combustible en riel cae bajo carga. En ralenti mantiene presion pero al acelerar baja notablemente. Zumbido e...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0069,Bomba de gasolina quemada o con baja presion,MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Falla en bujias o bobinas de encendido (misfire),,La bomba hace un zumbido agudo continuo. El auto se queda sin potencia en pendientes largas. Ralenti normal. No tiembla ...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0072,Bomba de gasolina quemada o con baja presion,MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Falla en bujias o bobinas de encendido (misfire),,El auto pierde potencia solo cuando el tanque esta bajo y se exige aceleracion. En ralenti y en frio funciona normal. No...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0076,Bomba de gasolina quemada o con baja presion,MOTOR,L3,CONTRASTIVO,SI,Falla en bujias o bobinas de encendido (misfire),,"El problema aparece solo con poca gasolina y en pendientes. Si el tanque esta lleno el carro anda normal. No hay humo, n...",CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0077,Bomba de gasolina quemada o con baja presion,MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Inyectores sucios o filtro de combustible obstruido,,Bomba ruidosa y presion de riel inestable bajo demanda. El vehiculo se ahoga en aceleraciones fuertes cuando el nivel es...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0080,Bomba de gasolina quemada o con baja presion,MOTOR,L3,CONTRASTIVO | CLIMATIZACION | EV_HIBRIDO,SI,Inyectores sucios o filtro de combustible obstruido,,El auto tiene un hueco de potencia al acelerar con el tanque bajo. Si mantengo el acelerador a fondo eventualmente se re...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0081,Inyectores sucios o filtro de combustible obstruido,MOTOR,L1,BASE_ESTRATIFICADA,NO,,,El carro no tiene la misma fuerza.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0091,Inyectores sucios o filtro de combustible obstruido,MOTOR,L2,CONTRASTIVO | CLIMATIZACION,SI,Bomba de gasolina quemada o con baja presion,,Al acelerar fuerte el carro tironea y se siente como ahogado un momento.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0093,Inyectores sucios o filtro de combustible obstruido,MOTOR,L2,CONTRASTIVO,SI,Bomba de gasolina quemada o con baja presion,,En subidas se siente falta de potencia y a veces da pequenos jalones.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0094,Inyectores sucios o filtro de combustible obstruido,MOTOR,L2,CONTRASTIVO | CLIMATIZACION,SI,Falla en bujias o bobinas de encendido (misfire),,El motor funciona irregular al acelerar pero el ralenti esta mas o menos estable.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0100,Inyectores sucios o filtro de combustible obstruido,MOTOR,L2,CONTRASTIVO | CLIMATIZACION,SI,Bomba de gasolina quemada o con baja presion,,El carro da tirones suaves en aceleracion parcial. No hay zumbido de tanque.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0101,Inyectores sucios o filtro de combustible obstruido,MOTOR,L2,CONTRASTIVO | EV_HIBRIDO,SI,Falla en sensor de oxigeno o mezcla rica,,Motor con respuesta perezosa y olor leve a gasolina a veces.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0102,Inyectores sucios o filtro de combustible obstruido,MOTOR,L2,CONTRASTIVO | CLIMATIZACION,SI,Bomba de gasolina quemada o con baja presion,,Cuando acelero se siente como que no llega bien la gasolina. Tanque con buen nivel.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0103,Inyectores sucios o filtro de combustible obstruido,MOTOR,L2,CONTRASTIVO | CLIMATIZACION,SI,Falla en bujias o bobinas de encendido (misfire),,Perdida de potencia progresiva sin codigos de misfire. Ralenti aceptable.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0106,Inyectores sucios o filtro de combustible obstruido,MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Bomba de gasolina quemada o con baja presion,,"Al acelerar fuerte tironea y se ahoga un instante, luego responde. El tanque tiene buen nivel y no hay zumbido. Ralenti ...",CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0107,Inyectores sucios o filtro de combustible obstruido,MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Falla en bujias o bobinas de encendido (misfire),,Perdida de potencia gradual desde hace meses. En subidas se nota mas. Ralenti normal. No tiembla en parado. Filtro de co...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0108,Inyectores sucios o filtro de combustible obstruido,MOTOR,L3,CONTRASTIVO | CLIMATIZACION | EV_HIBRIDO,SI,Bomba de gasolina quemada o con baja presion,,Prueba de balance de inyectores muestra caudales desiguales. Sintoma: tirones en aceleracion y consumo elevado. Presion ...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0109,Inyectores sucios o filtro de combustible obstruido,MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Falla en sensor de oxigeno o mezcla rica,,El carro no responde limpio al acelerador. Hay un pequeno hueco y luego pega. No depende del nivel de gasolina. No hay o...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0110,Inyectores sucios o filtro de combustible obstruido,MOTOR,L3,METROLOGIA | CLIMATIZACION,NO,,,En carretera el motor se siente sofocado arriba de 3000 rpm. Consumo subio. Ralenti estable y sin vibracion de cilindro....,CONFORME,VALIDA,N/A,AUSENTE,APROBADO
F10L01_0121,Falla en sensor de oxigeno o mezcla rica,MOTOR,L1,BASE_ESTRATIFICADA,NO,,,Huele a gasolina.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0145,Falla en sensor de oxigeno o mezcla rica,MOTOR,L2,DTC,NO,,P0172,Check con P0172 o similar y el motor huele a rico.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0146,Falla en sensor de oxigeno o mezcla rica,MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Falla en bujias o bobinas de encendido (misfire),,"El carro gasta mucha gasolina, huele a gasolina por el escape y a veces sale humo negro al acelerar. Check Engine prendi...",CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0147,Falla en sensor de oxigeno o mezcla rica,MOTOR,L3,CONTRASTIVO | DTC | CLIMATIZACION | EV_HIBRIDO,SI,Bomba de gasolina quemada o con baja presion,P0172,Codigo P0172 mezcla rica banco 1. LTFT muy negativo. Olor a gasolina en escape. Consumo elevado. Presion de combustible ...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0155,Falla en sensor de oxigeno o mezcla rica,MOTOR,L3,DTC | EV_HIBRIDO,NO,,P0172,P0172 y a veces P0420. El auto consume mucho y huele a gasolina. Motor sin misfire. Posible sensor O2 danado o causa de ...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0160,Falla en sensor de oxigeno o mezcla rica,MOTOR,L3,CONTRASTIVO | DTC,SI,Bomba de gasolina quemada o con baja presion,P0172,"El auto tiene olor a gasolina en el escape, consumo alto y a veces humo negro. Ralenti estable. No vibra. No depende del...",CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0161,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L1,BASE_ESTRATIFICADA,NO,,,El ralenti esta raro.,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0182,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L2,CONTRASTIVO | METROLOGIA,SI,Falla en bujias o bobinas de encendido (misfire),,Al llegar a un alto el motor baja de rpm de forma irregular y vibra un poco.,CONFORME,VALIDA,N/A,AUSENTE,APROBADO
F10L01_0186,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,CONTRASTIVO | CLIMATIZACION,SI,Falla en bujias o bobinas de encendido (misfire),,El ralenti sube y baja solo cuando estoy detenido. Al acelerar el motor funciona normal y no pierde potencia. No hay cod...,CONFORME,N/A,N/A,AUSENTE,APROBADO
F10L01_0189,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,CONTRASTIVO | METROLOGIA | CLIMATIZACION,SI,Falla en sensor de oxigeno o mezcla rica,,Despues de soltar el acelerador el rpm baja de forma irregular y a veces el motor se ahoga un instante en el alto. En ca...,CONFORME,VALIDA,N/A,AUSENTE,APROBADO
F10L01_0191,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,METROLOGIA | CLIMATIZACION,NO,,,Ralenti oscilante entre 600 y 1100 rpm aproximadamente sin tocar el pedal. Al poner en marcha se estabiliza. Limpieza de...,CONFORME,VALIDA,N/A,AUSENTE,APROBADO
F10L01_0193,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,METROLOGIA,NO,,,Cuando freno y me detengo el motor se pone rough un momento y a veces baja mucho de rpm. En movimiento el comportamiento...,CONFORME,VALIDA,N/A,AUSENTE,APROBADO
F10L01_0197,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,L3,CONTRASTIVO | METROLOGIA,SI,Falla en bujias o bobinas de encendido (misfire),,En los altos el motor baila un poco y las rpm no se quedan fijas. Al salir se siente normal. No hay falla de cilindro ni...,CONFORME,VALIDA,N/A,AUSENTE,APROBADO
